lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,conv_paral_abs,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent,target
-121.37,47.5,50,101,-97.15,37.649,0.085,363,-102.41,35.19,10.65,-16.88,3.15,147.4,0.19,71.15,903,101,18.18,18.18,10.19,-3.09,3.09,-2.65,1.7,-7.67,-10.45,7.54,-1.39,45.34,0.15,5.44,113.97,2.35,NA_DEPOSIT
-126.81,50.03,51,101,-97.059,35.236999999999995,0.067,374,-101.31,33.61,10.81,-11.02,3.17,153.69,0.2,65.68,903,101,16.24,16.24,10.61,-2.07,2.07,-2.84,1.41,-7.8,-4.82,7.77,-0.66,34.51,0.14,3.66,97.88,2.34,NA_DEPOSIT
-127.62,50.26,161,178,-63.635,29.103,0.062,423,-67.56,28.19,10.83,-0.11,3.27,-168.93,0.19,73.84,902,101,11.8,13.79,10.83,-0.02,0.02,-3.21,-0.63,-7.64,-5.18,7.61,-0.69,87.55,0.21,10.13,151.52,2.69,NA_DEPOSIT
-102.08,19.08,50,104,-97.09200000000001,33.073,0.057,385,-100.36,31.37,11.03,-0.99,3.2,163.36,0.2,56.77,903,101,13.98,13.98,11.03,-0.19,0.19,-3.06,0.92,-8.0,5.24,7.97,0.73,32.36,0.14,10.13,94.48,2.25,NA_DEPOSIT
-119.24,39.05,165,105,-57.343999999999994,14.577,0.075,700,-61.45,16.31,11.15,-2.59,5.13,150.52,0.01,54.82,902,101,0.01,0.01,11.13,-0.5,0.5,-4.47,2.53,-6.95,16.69,6.66,2.0,83.52,0.02,9.6,148.49,2.65,NA_DEPOSIT
-120.18,49.67,167,178,-62.004,30.177,0.062,439,-65.87,29.05,11.28,-21.35,4.78,126.64,0.19,72.12,902,101,12.17,12.17,10.51,-4.11,4.11,-2.85,3.84,-7.65,-2.18,7.65,-0.29,88.01,0.21,8.71,151.71,2.8,NA_DEPOSIT
-119.2,38.98,167,16110,-63.49100000000001,45.545,0.036000000000000004,410,-66.45,45.33,11.58,-37.01,5.43,106.03,0.19,83.19,902,16111,6.13,6.13,9.25,-6.97,6.97,-1.5,5.22,-7.94,-12.9,7.74,-1.77,92.88,0.18,12.94,148.72,2.66,NA_DEPOSIT
-137.62,62.43,80,173,-96.20299999999999,59.144,0.046,314,-100.16,57.52,11.65,-1.19,3.54,-140.89,0.19,52.98,918,101,16.63,41.58,11.64,-0.24,0.24,-2.75,-2.23,-9.26,-15.7,8.91,-2.51,70.03,0.21,24.23,140.71,2.6,NA_DEPOSIT
-126.34,54.75,80,173,-96.24700000000001,59.19,0.046,306,-100.38,57.67,11.68,-1.18,3.54,-140.85,0.19,52.8,918,101,16.44,41.77,11.68,-0.24,0.24,-2.74,-2.23,-9.3,-15.64,8.95,-2.51,70.03,0.21,24.23,140.71,2.6,NA_DEPOSIT
-123.4,51.1,89,16105,-114.588,75.327,0.073,245,-114.62,71.16,11.71,34.61,-4.59,-77.47,0.19,1.76,902,182,2.26,2.26,9.64,6.65,6.65,1.0,-4.48,-10.83,11.43,10.61,2.15,34.17,0.13,35.74,97.29,2.2,NA_DEPOSIT
-137.33,62.34,79,16101,-96.96799999999999,59.611000000000004,0.049,290,-101.42,57.99,11.75,-1.61,3.52,-141.06,0.19,52.04,918,101,16.05,42.16,11.74,-0.33,0.33,-2.74,-2.21,-9.38,-15.94,9.02,-2.58,69.31,0.21,22.2,140.14,2.59,NA_DEPOSIT
-106.1,23.6,61,101,-94.791,36.788000000000004,0.069,414,-99.29,35.27,11.86,-2.02,4.22,178.66,0.2,65.98,902,101,16.44,16.44,11.86,-0.42,0.42,-4.22,0.1,-7.65,-2.44,7.64,-0.33,52.14,0.19,25.82,121.24,2.19,NA_DEPOSIT
-109.02,27.17,61,16102,-105.68700000000001,57.965,0.062,319,-111.43,56.31,11.91,9.01,3.98,-170.81,0.19,46.12,902,101,16.63,41.58,11.76,1.86,1.86,-3.93,-0.64,-7.93,8.87,7.83,1.22,0.95,0.02,2.26,45.71,1.4,NA_DEPOSIT
-111.0,33.38,61,101,-96.126,39.635,0.07200000000000001,404,-100.19,37.05,11.94,15.99,4.22,-163.35,0.19,47.46,902,101,18.37,18.37,11.48,3.29,3.29,-4.05,-1.21,-7.72,15.59,7.43,2.07,51.18,0.18,25.77,121.63,2.19,NA_DEPOSIT
-114.15,35.37,75,16104,-108.794,69.98899999999999,0.059000000000000004,177,-116.5,68.0,12.07,-6.37,3.19,-149.65,0.16,48.84,918,101,4.14,54.07,11.99,-1.34,1.34,-2.75,-1.61,-9.71,-17.85,9.24,-2.98,48.99,0.16,36.28,122.73,2.36,NA_DEPOSIT
-100.98,21.82,66,104,-91.589,33.983000000000004,0.057,440,-95.02,32.38,12.17,2.4,4.19,-171.1,0.18,59.23,902,101,12.35,12.35,12.16,0.51,0.51,-4.14,-0.65,-8.03,-0.97,8.03,-0.14,50.77,0.18,17.17,121.06,2.1,NA_DEPOSIT
-113.17,34.58,74,16104,-116.15899999999999,72.029,0.038,154,-122.85,71.44,12.22,-31.89,3.04,-174.53,0.17,68.35,918,101,0.09,58.12,10.38,-6.46,6.46,-3.03,-0.29,-9.99,-42.69,7.34,-6.77,37.93,0.13,19.78,114.33,2.13,NA_DEPOSIT
-138.84,62.74,75,16104,-114.124,71.94,0.044000000000000004,155,-121.64,71.18,12.24,-31.36,3.07,-174.26,0.17,69.31,918,101,0.44,57.77,10.45,-6.37,6.37,-3.05,-0.31,-9.98,-42.19,7.39,-6.7,39.61,0.13,23.34,117.69,2.18,NA_DEPOSIT
-111.05,33.29,66,101,-94.943,40.153,0.057999999999999996,407,-98.18,37.99,12.25,11.12,4.22,-162.43,0.19,48.72,902,101,18.56,18.56,12.02,2.36,2.36,-4.02,-1.27,-8.07,7.76,7.99,1.09,55.65,0.19,13.35,126.9,2.24,NA_DEPOSIT
-112.58,34.51,66,101,-94.915,39.799,0.054000000000000006,408,-98.02,37.85,12.25,11.12,4.22,-162.43,0.19,48.82,902,101,18.37,18.37,12.02,2.36,2.36,-4.02,-1.27,-8.07,7.76,7.99,1.09,55.65,0.19,13.35,126.9,2.24,NA_DEPOSIT
-110.88,33.41,65,101,-94.585,40.118,0.068,405,-98.46,37.69,12.26,11.21,4.22,-162.61,0.19,48.54,902,101,18.37,18.37,12.03,2.38,2.38,-4.03,-1.26,-8.08,7.99,8.0,1.12,55.95,0.19,14.31,127.25,2.17,NA_DEPOSIT
-133.75,60.99,82,16101,-98.471,62.16,0.053,224,-103.92,60.64,12.28,-8.25,3.48,-147.22,0.19,57.41,918,101,12.53,45.68,12.15,-1.76,1.76,-2.93,-1.89,-9.94,-21.73,9.24,-3.68,65.33,0.21,23.19,136.74,2.57,NA_DEPOSIT
-137.19,62.08,77,16101,-100.29299999999999,63.176,0.071,223,-107.75,61.05,12.33,-10.34,3.43,-148.53,0.19,54.71,918,101,11.97,46.24,12.13,-2.21,2.21,-2.93,-1.79,-10.06,-23.67,9.21,-4.04,63.77,0.21,27.51,135.32,2.52,NA_DEPOSIT
-143.8,64.21,105,178,-81.491,40.707,0.075,424,-86.69,39.08,12.33,-2.91,5.57,-142.96,0.19,64.58,902,101,27.37,27.37,12.31,-0.63,0.63,-4.45,-3.36,-8.79,-26.93,7.84,-3.98,81.58,0.23,36.63,148.45,2.39,NA_DEPOSIT
-138.56,62.72,105,178,-81.199,40.5,0.077,429,-86.49,38.74,12.38,-2.9,5.59,-143.09,0.19,64.7,902,101,26.99,26.99,12.36,-0.63,0.63,-4.47,-3.36,-8.82,-26.83,7.87,-3.98,83.28,0.23,36.63,149.38,2.44,NA_DEPOSIT
-110.65,31.19,75,18103,-143.02,73.885,0.069,124,-138.59,70.17,12.4,39.61,3.02,-98.69,0.2,341.72,918,182,5.6,5.6,9.55,7.9,7.9,-0.46,-2.99,-10.34,28.26,9.11,4.9,41.24,0.14,15.71,108.07,2.06,NA_DEPOSIT
-120.0,49.17,169,178,-61.731,31.011999999999997,0.061,420,-65.56,29.87,12.51,-18.85,4.8,126.86,0.19,71.78,902,101,11.63,11.63,11.84,-4.04,4.04,-2.88,3.84,-8.96,-1.48,8.96,-0.23,88.23,0.24,8.64,151.81,2.82,NA_DEPOSIT
-111.43,33.04,63,16101,-108.15299999999999,58.79600000000001,0.04,290,-111.54,57.39,12.57,-16.46,3.96,-170.35,0.2,45.76,918,101,15.69,42.52,12.05,-3.56,3.56,-3.91,-0.66,-9.18,-27.48,8.14,-4.24,2.76,0.05,2.19,46.44,0.79,NA_DEPOSIT
-127.44,53.8,52,104,-95.259,32.034,0.062,397,-98.76,30.11,12.7,4.14,3.22,163.34,0.17,57.67,903,101,12.01,12.01,12.67,0.92,0.92,-3.09,0.92,-9.75,10.83,9.58,1.83,36.92,0.15,7.5,101.64,2.38,NA_DEPOSIT
-125.96,49.25,52,101,-97.46700000000001,35.092,0.057,374,-101.1,33.83,12.71,-5.15,3.18,153.72,0.2,65.73,903,101,16.24,16.24,12.66,-1.14,1.14,-2.85,1.41,-9.81,1.5,9.81,0.26,46.38,0.2,5.47,113.08,2.37,NA_DEPOSIT
-109.6,32.93,52,101,-97.064,35.548,0.065,372,-101.29,34.2,12.71,-5.15,3.17,153.68,0.2,65.62,903,101,16.64,16.64,12.65,-1.14,1.14,-2.84,1.41,-9.81,1.5,9.81,0.26,46.38,0.2,5.47,113.08,2.37,NA_DEPOSIT
-127.46,50.6,168,16110,-63.604,46.18600000000001,0.034,396,-66.37,46.0,12.78,-34.35,5.43,106.02,0.19,82.96,902,16111,6.33,6.33,10.55,-7.21,7.21,-1.5,5.22,-9.27,-12.55,9.05,-2.02,91.88,0.21,13.03,146.23,2.63,NA_DEPOSIT
-110.45,31.12,64,104,-85.535,27.881,0.086,504,-88.5,23.75,12.95,33.93,4.03,-142.2,0.19,33.55,902,101,1.53,1.53,10.75,7.23,7.23,-3.18,-2.47,-8.93,32.21,7.56,4.76,59.76,0.18,21.48,130.52,2.33,NA_DEPOSIT
-123.35,51.1,89,16101,-92.932,62.177,0.062,351,-99.56,60.58,13.12,-7.78,4.82,-124.94,0.17,59.77,902,101,11.44,46.77,13.0,-1.78,1.78,-2.76,-3.95,-11.72,-29.26,10.22,-5.73,58.57,0.19,24.88,130.55,2.54,NA_DEPOSIT
-109.46,30.41,62,101,-95.314,37.652,0.061,407,-99.5,36.69,13.16,-7.58,4.22,172.84,0.19,71.88,902,101,17.81,17.81,13.05,-1.74,1.74,-4.19,0.53,-8.94,-7.78,8.86,-1.21,52.37,0.2,24.66,123.1,2.15,NA_DEPOSIT
-110.97,33.16,62,101,-95.596,38.444,0.061,405,-99.65,37.05,13.17,-7.57,4.22,172.84,0.19,71.79,902,101,18.18,18.18,13.05,-1.74,1.74,-4.19,0.53,-8.95,-7.78,8.86,-1.21,52.37,0.2,24.66,123.1,2.15,NA_DEPOSIT
-110.94,33.33,62,101,-96.186,39.699,0.065,404,-99.76,37.21,13.17,16.42,4.22,-163.17,0.19,47.72,902,101,18.37,18.37,12.63,3.72,3.72,-4.04,-1.22,-8.95,16.22,8.59,2.5,52.37,0.2,24.66,123.1,2.15,NA_DEPOSIT
-135.38,60.22,36,101,-107.329,36.782,0.017,387,-108.0,35.99,13.19,27.21,2.88,-128.82,0.17,33.27,903,101,22.19,22.19,11.73,6.03,6.03,-1.81,-2.24,-10.6,21.0,9.9,3.8,5.2,0.05,0.12,50.22,1.37,NA_DEPOSIT
-133.75,60.99,76,16104,-112.319,71.362,0.046,157,-120.27,70.76,13.2,-37.34,3.1,-177.29,0.18,73.69,918,101,0.96,57.25,10.5,-8.01,8.01,-3.09,-0.15,-11.03,-47.91,7.39,-8.18,44.93,0.14,40.53,120.0,2.33,NA_DEPOSIT
-138.02,62.65,76,16104,-112.39299999999999,71.62899999999999,0.047,156,-120.44,70.92,13.22,-34.01,3.09,-174.0,0.17,70.25,918,101,0.79,57.42,10.96,-7.39,7.39,-3.07,-0.32,-11.04,-44.54,7.87,-7.75,40.81,0.14,40.53,118.92,2.33,NA_DEPOSIT
-110.46,31.77,76,16101,-112.198,71.923,0.049,155,-120.62,71.09,13.23,-33.97,3.08,-173.99,0.17,70.08,918,101,0.61,57.6,10.97,-7.39,7.39,-3.07,-0.32,-11.06,-44.46,7.89,-7.75,40.81,0.14,37.49,118.92,2.32,NA_DEPOSIT
-110.73,33.07,64,101,-96.34299999999999,41.549,0.07200000000000001,395,-100.35,38.79,13.26,13.7,4.22,-162.8,0.19,47.37,902,101,20.07,20.07,12.89,3.14,3.14,-4.03,-1.25,-9.05,12.09,8.85,1.9,55.83,0.21,17.79,125.61,2.14,NA_DEPOSIT
-110.42,31.06,63,101,-97.354,39.277,0.042,402,-99.65,37.66,13.29,13.71,4.22,-162.99,0.19,47.8,902,101,18.75,18.75,12.92,3.15,3.15,-4.04,-1.24,-9.08,12.19,8.88,1.92,54.09,0.2,21.25,123.49,2.11,NA_DEPOSIT
-111.8,32.96,64,101,-94.45,38.001999999999995,0.061,407,-98.64,37.01,13.29,-10.32,4.22,173.21,0.19,72.42,902,101,17.81,17.81,13.08,-2.38,2.38,-4.19,0.5,-9.08,-11.94,8.89,-1.88,54.16,0.21,17.01,125.21,2.12,NA_DEPOSIT
-112.85,32.36,64,101,-94.508,39.966,0.073,404,-98.9,37.54,13.29,13.67,4.22,-162.8,0.19,48.26,902,101,18.37,18.37,12.91,3.14,3.14,-4.03,-1.25,-9.08,12.05,8.88,1.9,54.16,0.2,17.01,125.21,2.12,NA_DEPOSIT
-110.76,31.83,63,101,-96.14299999999999,39.796,0.06,403,-99.49,37.52,13.3,13.7,4.22,-162.98,0.19,47.9,902,101,18.56,18.56,12.92,3.15,3.15,-4.04,-1.24,-9.08,12.18,8.88,1.92,54.09,0.2,21.25,123.49,2.11,NA_DEPOSIT
-111.42,33.12,63,101,-94.884,37.778,0.06,407,-99.07,36.86,13.31,-10.29,4.22,173.02,0.19,72.15,902,101,17.81,17.81,13.09,-2.38,2.38,-4.19,0.51,-9.09,-11.81,8.9,-1.86,52.66,0.21,21.86,123.49,2.11,NA_DEPOSIT
-125.99,49.27,52,104,-94.98899999999999,30.693,0.053,407,-97.71,28.77,13.35,14.29,3.23,171.93,0.18,49.67,902,101,10.38,10.38,12.94,3.3,3.3,-3.2,0.45,-10.43,20.99,9.74,3.74,38.47,0.16,8.92,103.96,2.38,NA_DEPOSIT
-123.37,51.04,85,16101,-96.31299999999999,61.63399999999999,0.051,225,-101.66,60.32,13.36,-6.22,4.81,-126.8,0.19,59.0,902,101,12.53,58.08,13.28,-1.45,1.45,-2.88,-3.85,-11.66,-27.02,10.38,-5.3,65.66,0.23,26.08,136.98,2.57,NA_DEPOSIT
-141.46,63.64,74,101,-89.973,38.189,0.057999999999999996,375,-94.08,37.44,13.38,-9.41,3.74,-161.01,0.19,74.92,902,101,18.0,18.0,13.2,-2.19,2.19,-3.54,-1.22,-10.24,-19.45,9.66,-3.41,61.18,0.22,31.55,132.83,2.43,NA_DEPOSIT
-137.2,62.09,74,101,-89.663,38.74,0.064,374,-94.14,37.62,13.38,-9.41,3.74,-161.01,0.19,74.89,902,101,18.18,18.18,13.2,-2.19,2.19,-3.54,-1.22,-10.25,-19.44,9.67,-3.41,61.18,0.22,31.55,132.83,2.43,NA_DEPOSIT
-137.27,62.33,80,16104,-104.64299999999999,70.074,0.059000000000000004,176,-112.67,68.22,13.38,-8.86,3.25,-148.22,0.16,51.53,918,101,4.14,54.07,13.22,-2.06,2.06,-2.76,-1.71,-11.13,-19.97,10.46,-3.8,49.57,0.17,39.62,119.51,2.36,NA_DEPOSIT
-111.58,33.11,71,101,-92.384,40.091,0.057999999999999996,375,-95.83,38.13,13.46,14.6,3.74,-137.92,0.19,49.89,902,101,18.75,18.75,13.03,3.39,3.39,-2.78,-2.51,-10.29,4.91,10.25,0.88,57.65,0.21,26.13,129.14,2.39,NA_DEPOSIT
-143.47,63.89,73,178,-93.46,42.763999999999996,0.071,359,-96.93,39.65,13.47,26.51,3.74,-125.12,0.17,37.04,902,101,20.93,20.93,12.06,6.01,6.01,-2.15,-3.06,-10.34,16.59,9.91,2.95,57.78,0.18,34.46,129.38,2.41,NA_DEPOSIT
-137.94,62.56,71,178,-93.427,41.917,0.067,368,-96.93,39.13,13.49,14.56,3.74,-137.88,0.19,49.2,902,101,20.07,20.07,13.06,3.39,3.39,-2.77,-2.51,-10.33,4.9,10.29,0.88,57.2,0.21,24.57,128.66,2.38,NA_DEPOSIT
-158.4,56.52,47,104,-96.23,30.289,0.059000000000000004,402,-99.5,28.5,13.51,4.56,2.54,-155.45,0.18,57.54,902,101,11.58,11.58,13.47,1.07,1.07,-2.31,-1.06,-11.16,0.01,11.16,0.0,27.09,0.14,18.88,85.92,2.05,NA_DEPOSIT
-123.63,51.46,81,178,-93.19200000000001,46.36,0.08199999999999999,322,-98.91,43.94,13.58,3.51,3.73,-143.37,0.19,56.43,902,101,27.18,27.18,13.56,0.83,0.83,-2.99,-2.22,-10.67,-7.58,10.57,-1.41,67.77,0.24,21.13,138.92,2.56,NA_DEPOSIT
-108.39,29.4,89,173,-87.851,54.94,0.064,464,-94.15,55.78,13.61,-44.9,4.88,-163.39,0.19,101.66,902,101,17.2,41.01,9.64,-9.6,9.6,-4.68,-1.4,-12.05,-65.77,4.95,-10.99,73.16,0.18,39.72,143.08,2.33,NA_DEPOSIT
-127.23,53.53,87,173,-91.399,58.29,0.047,454,-95.68,56.89,13.64,0.6,4.86,-119.27,0.19,55.99,902,101,16.44,41.77,13.64,0.14,0.14,-2.38,-4.24,-11.97,-20.02,11.25,-4.1,70.91,0.25,33.88,141.4,2.53,NA_DEPOSIT
-157.05,64.13,77,16104,-111.439,71.65100000000001,0.047,158,-119.61,70.99,13.65,-34.8,3.1,-173.71,0.17,70.84,918,101,0.79,57.42,11.21,-7.79,7.79,-3.08,-0.34,-11.5,-45.18,8.11,-8.16,41.83,0.15,39.45,118.71,2.32,NA_DEPOSIT
-137.09,62.27,134,16102,-62.048,51.931000000000004,0.086,349,-69.91,51.25,13.65,-17.55,3.54,-155.19,0.19,78.1,902,101,10.91,43.27,13.01,-4.12,4.12,-3.22,-1.49,-11.29,-29.72,9.81,-5.6,105.84,0.26,17.22,157.22,2.72,NA_DEPOSIT
-127.18,53.68,86,173,-92.175,58.51,0.047,451,-96.4,57.08,13.68,1.11,4.85,-119.54,0.19,55.5,902,101,16.44,41.77,13.68,0.26,0.26,-2.39,-4.22,-11.95,-19.37,11.27,-3.96,71.22,0.25,31.11,141.63,2.55,NA_DEPOSIT
-111.22,33.04,68,101,-93.56,39.842,0.057,375,-97.1,38.07,13.7,17.04,5.17,-125.91,0.19,49.37,902,101,18.37,18.37,13.1,4.01,4.01,-3.03,-4.19,-10.08,-1.06,10.08,-0.19,55.7,0.21,15.62,126.95,2.32,NA_DEPOSIT
-141.32,63.52,70,101,-91.999,40.204,0.067,376,-95.95,37.85,13.71,17.22,3.74,-138.23,0.19,49.83,902,101,18.37,18.37,13.1,4.06,4.06,-2.79,-2.49,-10.43,8.63,10.31,1.57,56.14,0.21,21.53,127.48,2.38,NA_DEPOSIT
-137.81,62.45,70,101,-93.397,38.0,0.034,378,-95.78,37.5,13.71,-6.78,3.74,-162.23,0.19,73.93,902,101,18.0,18.0,13.61,-1.62,1.62,-3.56,-1.14,-10.42,-15.37,10.05,-2.76,56.71,0.22,21.1,128.11,2.38,NA_DEPOSIT
-127.69,54.85,94,101,-84.38799999999999,40.021,0.065,504,-87.63,37.25,13.9,29.82,4.99,-96.78,0.18,40.25,902,101,21.45,21.45,12.06,6.91,6.91,-0.59,-4.96,-11.62,9.69,11.46,1.96,83.93,0.21,31.08,149.76,2.4,NA_DEPOSIT
-150.03,65.27,91,101,-80.57300000000001,33.595,0.076,544,-85.6,32.5,14.25,-3.95,4.98,-132.06,0.18,75.92,902,101,15.12,15.12,14.21,-0.98,0.98,-3.34,-3.7,-11.83,-23.24,10.87,-4.67,78.9,0.25,20.83,146.9,2.14,NA_DEPOSIT
-123.42,51.08,85,104,-82.165,30.374000000000002,0.055,426,-85.14,28.57,14.37,10.19,4.96,-113.17,0.19,55.4,902,101,21.49,21.49,14.15,2.54,2.54,-1.95,-4.56,-12.37,-9.38,12.2,-2.02,65.17,0.25,17.12,136.59,2.58,NA_DEPOSIT
-117.95,38.78,86,101,-82.79799999999999,34.885,0.076,537,-87.98,34.04,14.47,-10.81,4.99,-133.8,0.18,74.45,902,101,15.48,15.48,14.22,-2.72,2.72,-3.45,-3.6,-12.48,-30.38,10.77,-6.31,67.61,0.24,20.33,138.76,2.57,NA_DEPOSIT
-121.64,47.68,49,104,-95.645,29.345,0.046,409,-98.01,27.68,14.54,14.49,3.76,171.01,0.18,49.62,902,101,9.91,9.91,14.08,3.64,3.64,-3.71,0.59,-11.19,22.13,10.36,4.21,35.62,0.17,9.44,99.59,2.34,NA_DEPOSIT
-126.32,55.19,53,104,-94.932,32.824,0.068,389,-99.14,31.23,15.47,4.6,3.21,158.76,0.17,61.98,902,101,13.04,13.04,15.42,1.24,1.24,-2.99,1.16,-12.65,10.88,12.43,2.39,38.22,0.19,9.84,103.59,2.37,NA_DEPOSIT
-109.72,30.38,55,104,-93.21,28.851,0.039,419,-95.1,27.4,15.53,19.87,3.09,174.23,0.19,49.97,902,101,7.73,7.73,14.61,5.28,5.28,-3.07,0.31,-12.81,25.78,11.54,5.57,44.84,0.22,5.11,113.21,2.39,NA_DEPOSIT
-110.07,29.9,53,101,-96.821,35.765,0.065,371,-100.98,34.24,15.67,-0.18,3.18,153.74,0.2,65.73,902,101,16.44,16.44,15.67,-0.05,0.05,-2.85,1.41,-12.89,5.96,12.82,1.34,46.69,0.24,3.85,114.85,2.37,NA_DEPOSIT
-107.35,25.67,53,101,-96.985,37.49,0.073,362,-101.76,35.86,15.75,-6.18,3.15,147.51,0.19,71.29,902,101,18.18,18.18,15.66,-1.7,1.7,-2.66,1.69,-13.0,-0.07,13.0,-0.02,46.4,0.23,7.07,115.06,2.4,NA_DEPOSIT
-126.88,56.11,55,104,-96.426,34.346,0.052000000000000005,383,-99.52,32.8,15.99,10.29,3.02,164.82,0.2,56.92,902,101,14.38,14.38,15.73,2.86,2.86,-2.92,0.79,-13.32,15.83,12.81,3.63,39.61,0.23,1.66,105.72,2.34,NA_DEPOSIT
-126.23,55.0,55,101,-97.70200000000001,37.777,0.057,363,-101.32,36.3,16.16,-5.21,2.97,148.86,0.19,71.4,902,101,18.18,18.18,16.09,-1.47,1.47,-2.55,1.54,-13.55,0.24,13.55,0.06,48.02,0.24,13.05,117.56,2.38,NA_DEPOSIT
-107.68,27.57,55,101,-95.964,38.731,0.085,362,-101.43,36.46,16.17,18.79,2.97,172.84,0.19,47.33,902,101,18.37,18.37,15.31,5.21,5.21,-2.95,0.37,-13.55,24.22,12.36,5.56,48.02,0.23,13.05,117.56,2.38,NA_DEPOSIT
-126.9,54.81,54,154,-104.971,55.512,0.076,292,-112.65,55.32,16.25,-33.31,2.77,114.66,0.19,90.84,902,101,15.86,41.39,13.58,-8.92,8.92,-1.16,2.52,-13.98,-27.33,12.42,-6.42,0.76,0.03,4.55,43.62,1.49,NA_DEPOSIT
-107.72,26.99,54,101,-97.63,35.595,0.049,371,-100.76,34.46,16.38,0.34,3.18,153.77,0.2,65.78,902,101,16.44,16.44,16.38,0.1,0.1,-2.85,1.4,-13.6,6.27,13.52,1.49,47.64,0.26,10.06,117.19,2.36,NA_DEPOSIT
-120.38,48.61,90,18106,-125.321,70.54,0.005,204,-125.45,70.85,16.38,58.88,-4.63,-75.67,0.19,351.34,926,182,6.2,6.2,8.47,14.02,14.02,1.15,-4.49,-13.56,44.62,9.65,9.53,18.95,0.08,17.08,72.28,2.02,NA_DEPOSIT
-109.73,30.38,54,101,-97.171,36.59,0.061,365,-101.32,35.54,16.43,-5.66,3.16,147.62,0.19,71.47,902,101,17.62,17.62,16.35,-1.62,1.62,-2.67,1.69,-13.68,0.24,13.68,0.06,47.97,0.25,10.06,116.34,2.39,NA_DEPOSIT
-125.96,54.05,33,215,-95.054,22.656999999999996,0.035,496,-96.23,20.97,17.49,44.19,3.0,-124.23,0.19,31.19,902,101,3.78,3.78,12.54,12.19,12.19,-1.68,-2.48,-14.57,41.78,10.86,9.7,8.88,0.08,26.41,55.9,1.7,NA_DEPOSIT
-108.12,27.02,68,16104,-124.3,73.13600000000001,0.040999999999999995,156,-128.16,71.11,17.62,-68.25,3.78,-155.05,0.17,64.81,918,101,0.09,58.12,6.53,-16.36,16.36,-3.43,-1.6,-18.21,-80.39,3.04,-17.96,46.75,0.09,55.55,119.58,2.19,NA_DEPOSIT
-120.71,50.34,70,16104,-121.508,73.281,0.045,157,-126.06,71.1,17.64,-67.92,2.99,-175.68,0.17,66.12,918,101,0.09,58.12,6.63,-16.35,16.35,-2.98,-0.22,-16.96,-77.67,3.62,-16.57,43.43,0.09,36.61,118.32,2.17,NA_DEPOSIT
-140.35,64.33,70,16104,-118.99600000000001,71.694,0.04,158,-125.84,70.94,17.65,-67.86,2.99,-175.69,0.17,66.33,918,101,0.26,57.95,6.65,-16.35,16.35,-2.99,-0.22,-16.96,-77.62,3.64,-16.57,43.43,0.09,36.61,118.32,2.17,NA_DEPOSIT
-110.68,32.7,69,16104,-119.189,71.484,0.044000000000000004,161,-126.45,70.63,17.66,-67.89,3.83,-155.13,0.17,66.08,918,101,0.61,57.6,6.65,-16.36,16.36,-3.48,-1.61,-18.24,-80.17,3.11,-17.97,51.66,0.1,45.06,120.66,2.2,NA_DEPOSIT
-133.41,59.71,70,16104,-118.286,71.564,0.044000000000000004,159,-125.63,70.78,17.66,-67.79,3.0,-175.7,0.17,66.53,918,101,0.44,57.77,6.68,-16.35,16.35,-2.99,-0.22,-16.97,-77.57,3.65,-16.57,46.96,0.09,36.61,120.35,2.17,NA_DEPOSIT
-139.12,63.48,70,16104,-112.814,69.798,0.059000000000000004,181,-120.17,67.68,17.9,-41.34,3.13,-151.07,0.16,46.34,918,101,4.14,54.07,13.44,-11.82,11.82,-2.74,-1.52,-17.09,-51.36,10.67,-13.35,60.37,0.2,51.92,129.63,2.41,NA_DEPOSIT
-125.76,54.27,34,215,-94.891,22.756999999999998,0.035,491,-95.94,20.99,17.93,44.74,3.06,-123.34,0.19,31.27,902,101,3.56,3.56,12.74,12.62,12.62,-1.68,-2.56,-14.96,42.26,11.07,10.06,10.49,0.09,27.8,57.93,1.74,NA_DEPOSIT
-133.75,60.99,70,16113,-112.75200000000001,68.507,0.049,184,-119.46,67.28,17.94,-52.51,3.15,-162.48,0.16,58.3,918,101,4.63,53.58,10.92,-14.23,14.23,-3.0,-0.95,-17.11,-62.55,7.89,-15.18,60.37,0.16,51.92,129.63,2.37,NA_DEPOSIT
-138.45,62.67,71,16105,-125.32700000000001,73.15,0.034,157,-125.67,71.23,18.18,19.83,-3.0,-86.8,0.2,337.77,918,182,0.1,0.1,17.1,6.17,6.17,0.17,-2.99,-17.54,10.32,17.26,3.14,42.72,0.25,29.83,118.4,2.15,NA_DEPOSIT
-125.27,53.33,72,16105,-121.486,72.919,0.033,157,-124.48,71.28,18.25,-68.65,3.01,-175.1,0.17,67.21,918,101,0.09,58.12,6.65,-17.0,17.0,-3.0,-0.26,-17.63,-78.17,3.61,-17.25,42.1,0.09,24.69,118.81,2.14,NA_DEPOSIT
