139, -104.59, 21.22, 3.0, 104
140, -104.59, 21.21, 3.0, 104
141, -104.54, 21.18, 3.0, 104
142, -104.68, 21.28, 3.0, 104
143, -104.68, 21.29, 3.0, 104
144, -104.67, 21.13, 3.0, 104
145, -104.67, 21.48, 3.0, 104
146, -103.74, 20.79, 3.0, 104
147, -104.07, 21.02, 3.0, 104
148, -104.71, 21.52, 3.0, 104
149, -103.86, 20.85, 3.0, 104
150, -103.44, 20.92, 3.0, 104
151, -99.77, 19.15, 1.0, 215
152, -98.83, 19.68, 1.0, 104
153, -98.66, 19.06, 1.0, 215
154, -98.68, 19.06, 1.0, 215
155, -99.50, 19.07, 1.0, 215
156, -99.70, 19.00, 1.0, 215
157, -124.55, 52.72, 1.0, 16101
158, -124.48, 52.74, 1.0, 16101
159, -124.49, 52.73, 1.0, 16101
160, -124.53, 52.76, 1.0, 16101
161, -124.38, 52.66, 1.0, 16101
162, -124.44, 52.64, 1.0, 16101
163, -124.76, 52.40, 1.0, 16101
164, -124.72, 52.53, 1.0, 16101
165, -124.80, 52.53, 1.0, 16101
166, -124.70, 52.40, 1.0, 16101
167, -124.67, 52.34, 1.0, 16101
168, -124.80, 52.49, 1.0, 16101
169, -124.48, 52.28, 1.0, 16101
170, -124.80, 52.27, 1.0, 16101
171, -124.69, 52.48, 1.0, 16101
172, -124.71, 52.43, 1.0, 16101
173, -123.73, 52.93, 1.0, 16101
174, -121.16, 52.61, 1.0, 16107
175, -124.59, 52.13, 1.0, 16101
176, -124.17, 52.46, 1.0, 16101
177, -124.62, 52.44, 1.0, 16101
178, -98.62, 19.02, 0.0, 215
179, -98.77, 19.12, 0.0, 215
180, -98.43, 18.90, 0.0, 215
181, -98.72, 18.87, 0.0, 215
182, -98.33, 19.07, 0.0, 215
183, -98.86, 19.09, 0.0, 215
184, -98.86, 19.09, 0.0, 215
185, -120.52, 49.82, 0.0, 16102
186, -120.55, 50.77, 0.0, 16102
187, -120.64, 49.56, 0.0, 16102
