total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho,label
151.51,97.84,7.72,-5.7,7.63,False
42.54,0.09,-3.7,5.72,-1.96,False
42.54,0.09,-3.7,5.72,-1.96,False
149.22,82.93,14.08,-11.77,13.92,False
139.49,68.24,8.64,-7.93,5.44,False
122.08,48.02,9.1,-7.82,7.28,False
109.98,51.22,2.94,-2.62,1.48,False
102.62,36.36,14.21,-11.92,12.27,False
93.73,38.09,8.93,-7.34,8.93,False
116.97,47.32,8.38,-6.68,5.02,False
61.83,12.26,6.7,-4.57,5.06,False
152.47,89.49,2.86,-4.57,2.81,False
137.43,64.84,8.57,-7.71,8.13,False
154.03,91.56,13.39,-11.55,12.57,False
153.49,87.12,16.3,-11.19,10.99,False
148.44,77.18,13.37,-11.59,12.62,False
149.91,84.33,9.93,-7.22,8.84,False
97.77,35.24,4.7,-3.2,4.54,False
152.19,89.01,9.32,-7.83,8.93,False
154.51,94.23,6.51,-7.8,6.3,False
146.03,74.2,2.85,-2.53,1.3,False
117.62,48.29,1.63,4.49,1.09,False
152.23,88.92,15.86,-10.84,15.71,False
155.22,95.82,10.78,-9.54,10.64,False
155.02,95.5,7.62,-7.86,7.62,False
155.27,95.94,6.93,-5.73,6.07,False
61.53,12.05,-9.42,9.81,-0.23,False
140.67,70.25,8.49,7.09,6.79,False
155.15,95.75,10.26,-9.06,9.1,False
154.62,95.0,9.79,-7.94,9.26,False
148.72,82.01,14.09,-11.72,13.57,False
131.42,60.04,8.48,7.05,6.81,False
149.24,112.3,10.15,-9.14,10.06,False
101.42,36.82,5.97,-4.14,5.38,False
63.77,13.51,4.49,4.96,0.04,False
151.91,104.09,10.07,-9.08,8.73,False
154.36,93.77,2.43,-4.98,2.17,False
149.99,83.23,7.28,-4.79,5.55,False
152.68,79.07,1.59,-3.66,1.55,False
153.9,89.75,16.45,-11.38,8.45,False
151.65,87.72,18.42,-14.92,17.56,False
155.45,95.56,6.91,-5.73,6.06,False
149.86,84.29,11.42,-7.11,11.4,False
157.46,101.38,14.82,-11.88,14.67,False
154.48,94.17,7.46,-7.83,7.02,False
153.36,91.46,2.55,-4.98,2.32,False
1103.82,188.58,7.12,-7.45,6.09,False
154.75,83.79,1.33,-4.73,1.18,False
73.84,19.88,3.43,-2.18,2.2,False
148.84,82.54,8.58,7.09,7.34,False
100.81,31.96,1.63,4.49,1.09,False
127.85,56.55,14.52,-10.75,14.49,False
132.06,62.48,14.62,-10.78,14.6,False
154.88,95.48,7.58,-7.94,7.55,False
98.45,34.93,5.77,-4.04,5.64,False
154.02,92.94,18.54,-15.03,18.22,False
147.34,80.11,15.79,-10.87,12.67,False
97.84,34.54,5.73,-4.03,5.59,False
156.71,99.49,7.4,-5.76,7.2,False
135.48,63.96,7.78,-5.83,7.7,False
1616.63,170.53,1.89,4.32,1.82,False
135.39,63.87,9.97,-7.88,9.61,False
142.7,73.81,5.25,-6.32,5.15,False
152.61,89.78,15.73,-9.5,14.36,False
62.77,13.09,6.01,-4.04,5.17,False
97.99,34.63,5.73,-4.03,5.59,False
142.18,90.06,15.38,-12.96,14.97,False
152.41,89.39,9.55,-7.7,8.67,False
156.39,98.65,1.5,2.7,0.21,False
146.39,78.18,7.56,-4.95,3.61,False
48.16,5.65,4.09,-1.54,3.96,False
150.35,85.11,17.29,-12.62,14.67,False
147.24,76.24,1.5,-4.8,1.09,False
120.5,50.36,14.47,-10.69,3.05,False
149.78,84.11,11.44,-6.92,10.77,False
149.15,81.92,9.76,-8.69,9.48,False
60.24,11.54,5.36,4.99,1.48,False
55.37,8.48,12.4,-10.08,12.31,False
155.98,152.9,8.44,7.03,6.78,False
120.04,49.31,7.98,-7.22,6.31,False
151.83,83.03,10.07,-9.07,8.73,False
149.45,83.44,7.38,-4.84,5.68,False
154.6,94.42,10.09,-8.99,10.01,False
147.32,79.64,9.57,-6.91,9.22,False
153.25,91.2,16.05,-10.26,13.29,False
161.56,162.04,8.28,7.04,6.61,False
124.28,53.67,1.49,4.56,0.34,False
156.51,101.93,14.39,-11.64,10.11,False
150.16,93.89,14.29,-12.24,14.08,False
143.71,74.05,15.62,-10.91,13.6,False
44.75,1.63,4.4,-2.73,4.34,False
153.49,91.76,2.82,-3.86,2.46,False
145.79,91.56,15.46,-12.99,15.02,False
139.36,87.66,8.85,-8.67,6.12,False
149.46,83.47,4.36,-1.41,2.47,False
124.83,53.89,8.85,-9.05,8.81,False
83.47,25.7,3.79,-3.3,2.96,False
148.55,88.05,7.09,-4.9,7.07,False
156.34,98.94,1.92,-3.75,1.83,False
147.6,87.03,1.77,-4.86,1.72,False
73.07,19.38,9.09,-6.99,8.82,False
146.71,84.45,1.79,-4.86,1.73,False
59.58,11.06,4.45,-2.04,3.68,False
56.59,9.02,5.84,-3.87,4.98,False
156.78,99.67,1.5,2.7,0.21,False
138.46,88.68,8.86,-8.7,6.15,False
126.53,75.9,10.35,-9.27,10.34,False
143.01,89.88,10.35,-9.27,10.34,False
150.3,85.04,9.86,-7.23,8.89,False
46.93,3.02,4.45,-2.13,4.39,False
154.96,95.4,9.62,-7.94,8.89,False
149.56,95.33,18.65,-15.06,17.01,False
117.78,46.5,3.23,4.27,3.18,False
154.71,95.9,0.87,2.65,0.64,False
136.01,77.71,8.3,-4.45,6.19,False
153.75,96.44,8.82,7.03,5.74,False
146.93,81.6,1.74,-3.71,1.41,False
146.11,78.03,15.82,-10.86,12.69,False
154.87,95.13,10.45,-9.12,8.98,False
44.75,1.63,4.4,-2.73,4.34,False
157.83,95.28,7.79,-5.59,5.75,False
154.58,94.49,8.21,-7.93,8.18,False
122.75,59.4,8.87,6.94,6.47,False
122.86,61.66,8.87,6.92,6.48,False
139.51,78.14,8.29,-4.41,6.18,False
154.84,95.02,10.38,-9.1,8.89,False
126.83,54.93,6.87,-5.17,6.67,False
141.98,80.51,10.29,-9.24,10.22,False
89.93,28.45,3.6,-3.16,2.49,False
75.41,20.78,9.7,-7.56,8.33,False
126.79,88.45,1.5,-4.18,0.21,False
134.25,80.72,1.92,-4.89,1.47,False
54.15,7.71,4.4,-2.67,4.38,False
62.77,13.09,6.01,-4.04,5.17,False
125.0,76.46,10.34,-9.24,9.44,False
136.25,82.24,1.9,-4.9,1.47,False
54.15,7.71,4.4,-2.67,4.38,False
63.11,10.69,6.01,-3.98,5.2,False
98.71,35.09,5.58,-3.95,5.44,False
140.14,69.34,8.19,-6.18,7.9,False
75.41,20.78,9.64,-7.51,9.36,False
140.65,69.97,8.28,-6.25,7.99,False
149.24,73.77,1.39,-4.75,0.81,False
44.75,1.63,4.4,-2.73,4.34,False
155.19,95.83,1.72,-3.68,1.41,False
