lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
-69.37,-31.3,104.0,202.0,-48.347,-37.208,0.046,1109.0,-51.62,-36.78,10.88,4.17,2.43,-125.65,0.2,97.23,908.0,201.0,27.14,27.14,10.85,0.79,-1.41,-1.97,-9.53,-7.15,9.45,-1.19,42.88,0.16,24.89,104.97,2.47
-69.75,-30.5,75.0,202.0,-52.832,-31.631,0.039,1091.0,-55.47,-31.41,1.84,15.5,1.89,-150.2,0.2,97.1,902.0,201.0,29.86,29.86,1.77,0.49,-1.64,-0.94,-0.48,-73.12,0.14,-0.46,1.16,0.0,21.88,44.19,1.05
-66.65,-27.27,108.0,202.0,-43.934,-33.265,0.077,1142.0,-49.16,-32.71,13.92,-7.57,4.09,168.12,0.2,96.76,908.0,201.0,25.84,31.19,13.8,-1.83,-4.0,0.84,-9.85,-5.83,9.8,-1.0,35.95,0.19,15.9,104.57,2.39
-66.61,-27.33,95.0,202.0,-46.588,-31.614,0.078,1150.0,-51.75,-30.93,8.84,-13.57,2.38,-126.81,0.2,97.59,908.0,201.0,25.46,32.08,8.59,-2.07,-1.43,-1.91,-8.21,-29.06,7.17,-3.99,39.93,0.12,36.22,106.16,2.34
-66.55,-27.4,26.0,202.0,-60.563,-27.223000000000003,0.079,853.0,-65.59,-26.63,10.39,-23.05,2.81,-173.24,0.2,95.26,902.0,201.0,29.22,29.22,9.56,-4.07,-2.79,-0.33,-8.09,-33.05,6.78,-4.41,81.6,0.19,4.37,149.05,2.49
-66.57,-27.28,124.0,202.0,-38.315,-33.731,0.078,1143.0,-43.68,-33.27,9.92,-36.73,2.35,-103.34,0.2,95.41,919.0,201.0,24.48,30.27,7.95,-5.93,-0.54,-2.28,-11.04,-48.09,7.37,-8.22,48.85,0.12,26.33,118.61,2.16
-67.9,-26.3,66.0,202.0,-52.805,-26.488000000000003,0.055999999999999994,1147.0,-56.4,-26.17,3.29,-10.5,1.2,-170.03,0.2,95.89,902.0,201.0,28.07,36.88,3.24,-0.6,-1.18,-0.21,-2.21,-21.44,2.06,-0.81,65.58,0.06,25.72,136.96,2.46
-70.58,-38.25,70.0,283.0,-54.585,-38.869,0.055999999999999994,1002.0,-58.69,-38.71,13.72,6.71,1.53,-144.04,0.16,92.98,904.0,201.0,22.79,22.79,13.63,1.6,-1.24,-0.9,-12.41,3.33,12.39,0.72,5.91,0.06,16.07,51.32,1.64
-69.17,-30.0,108.0,202.0,-46.645,-35.979,0.047,1120.0,-49.98,-35.68,13.46,-7.61,4.0,168.12,0.2,96.79,908.0,201.0,28.14,28.14,13.34,-1.78,-3.91,0.82,-9.48,-5.86,9.43,-0.97,40.83,0.19,12.83,107.53,2.42
-70.05,-31.95,124.0,202.0,-41.961000000000006,-38.451,0.037000000000000005,1109.0,-44.65,-38.23,10.89,-32.1,2.38,-105.5,0.2,95.55,919.0,201.0,25.23,25.23,9.23,-5.79,-0.64,-2.29,-11.78,-43.35,8.56,-8.08,54.99,0.15,23.77,126.14,2.35
-66.6,-24.13,69.0,202.0,-50.79600000000001,-24.616,0.07400000000000001,1132.0,-55.46,-24.29,4.37,6.4,4.19,-160.55,0.2,96.27,902.0,201.0,26.51,37.65,4.34,0.49,-3.95,-1.39,-1.02,-66.86,0.4,-0.94,59.94,0.07,33.31,131.55,2.41
-70.45,-31.76,136.0,202.0,-46.333,-38.857,0.031,1072.0,-48.59,-38.69,11.12,-32.54,-4.12,-8.2,0.2,100.02,919.0,201.0,4.17,4.17,9.37,-5.98,4.08,-0.59,-14.99,-26.15,13.45,-6.61,48.13,0.15,41.33,117.85,2.36
-66.22,-27.38,88.0,202.0,-47.126999999999995,-30.409000000000002,0.084,1162.0,-52.61,-29.63,4.71,-25.78,2.38,-128.36,0.2,97.94,908.0,201.0,25.92,32.78,4.24,-2.05,-1.47,-1.86,-4.82,-54.62,2.79,-3.93,45.63,0.06,38.86,114.32,2.36
-66.76,-25.14,49.0,202.0,-54.518,-25.897,0.073,1219.0,-59.14,-25.5,5.77,8.58,2.33,151.37,0.2,94.17,902.0,201.0,35.03,35.03,5.71,0.86,-2.04,1.12,-4.15,28.26,3.65,1.96,85.83,0.11,25.35,150.73,2.56
-70.63,-39.18,138.0,283.0,-47.358000000000004,-47.336000000000006,0.057,978.0,-52.03,-46.71,5.05,-27.24,-3.95,-25.01,0.15,103.28,919.0,291.0,4.26,20.98,4.49,-2.31,3.58,-1.67,-9.0,-26.66,8.05,-4.04,61.0,0.06,32.94,132.65,2.56
-67.75,-29.0,122.0,202.0,-39.645,-35.069,0.066,1126.0,-44.13,-34.13,9.39,-23.92,2.37,-113.47,0.19,104.75,919.0,201.0,25.68,29.03,8.59,-3.81,-0.94,-2.17,-9.68,-38.14,7.61,-5.98,48.81,0.13,32.41,118.57,2.05
-65.87,-24.2,143.0,202.0,-42.608999999999995,-32.125,0.086,1231.0,-48.34,-31.41,5.03,-18.18,-1.99,-84.9,0.2,100.34,919.0,201.0,12.1,12.1,4.78,-1.57,0.18,-1.98,-6.08,-35.86,4.93,-3.56,29.8,0.06,41.11,90.69,2.13
-69.08,-32.42,138.0,202.0,-45.861999999999995,-39.609,0.052000000000000005,1055.0,-49.64,-39.04,4.17,-54.05,-4.14,-8.1,0.2,101.07,919.0,201.0,3.75,3.75,2.45,-3.37,4.1,-0.58,-7.66,-31.31,6.55,-3.98,48.1,0.04,36.16,117.65,2.22
-69.1,-32.48,121.0,202.0,-41.107,-38.357,0.052000000000000005,1101.0,-44.85,-37.99,10.36,-13.71,2.4,-106.52,0.2,96.0,919.0,201.0,25.03,25.03,10.07,-2.46,-0.68,-2.3,-10.5,-26.96,9.36,-4.76,50.96,0.16,29.11,121.31,2.08
-70.47,-37.43,151.0,2901.0,-48.125,-46.843,0.045,1149.0,-51.93,-46.75,9.87,-16.02,1.91,114.11,0.19,95.77,919.0,291.0,3.08,18.54,9.49,-2.72,-0.78,1.74,-8.77,-6.42,8.72,-0.98,67.47,0.17,29.33,138.69,2.61
-69.97,-32.57,69.0,2901.0,-54.266000000000005,-33.03,0.039,1067.0,-56.91,-32.74,2.49,10.2,3.85,-158.52,0.2,96.54,902.0,201.0,29.09,29.09,2.45,0.44,-3.58,-1.41,1.5,-138.2,-1.12,-1.0,0.06,0.0,22.54,43.2,1.01
-69.43,-32.25,153.0,202.0,-47.226000000000006,-40.19,0.047,1222.0,-50.69,-39.89,9.06,-22.24,1.89,107.93,0.2,99.46,919.0,201.0,3.79,3.79,8.39,-3.43,-0.58,1.8,-7.99,-11.8,7.82,-1.63,45.86,0.13,37.11,114.79,2.55
-67.78,-24.57,49.0,202.0,-55.563,-25.354,0.055999999999999994,1221.0,-59.11,-25.11,5.86,8.45,2.34,151.51,0.2,94.15,902.0,201.0,35.42,35.42,5.8,0.86,-2.06,1.12,-4.21,27.79,3.73,1.96,84.82,0.12,25.35,150.2,2.56
-67.73,-24.58,2.0,202.0,-67.373,-24.475,0.057,878.0,-70.93,-24.13,8.99,-17.95,1.91,156.54,0.2,95.8,911.0,201.0,27.97,27.97,8.56,-2.77,-1.76,0.76,-7.09,-16.41,6.8,-2.0,52.44,0.14,32.96,123.03,2.19
-69.44,-32.14,95.0,202.0,-49.695,-36.361,0.046,1113.0,-52.96,-36.05,8.24,-14.4,2.37,-126.11,0.2,97.82,908.0,201.0,26.85,26.85,7.98,-2.05,-1.4,-1.92,-7.69,-31.07,6.59,-3.97,45.17,0.12,22.24,113.75,2.42
-67.48,-16.92,106.0,201.0,-45.588,-22.994,0.08199999999999999,1141.0,-49.98,-25.47,14.97,31.32,4.28,-152.95,0.2,57.48,908.0,201.0,18.47,38.71,12.79,7.78,-3.82,-1.95,-10.7,32.98,8.98,5.83,28.4,0.16,34.01,83.44,2.18
-66.6,-18.44,117.0,201.0,-40.066,-24.162,0.084,1148.0,-45.03,-25.85,11.17,18.71,4.21,-162.07,0.18,69.9,908.0,201.0,17.91,37.41,10.58,3.58,-4.0,-1.29,-6.96,19.1,6.58,2.28,29.32,0.12,,89.54,2.33
-65.75,-19.63,103.0,201.0,-44.483000000000004,-25.393,0.092,1166.0,-50.26,-26.15,12.11,10.41,2.43,-119.13,0.17,89.58,908.0,201.0,19.63,37.77,11.92,2.19,-1.18,-2.12,-10.74,0.32,10.74,0.06,26.69,0.12,30.97,85.33,2.19
-66.45,-20.95,159.0,201.0,-42.996,-28.052,0.077,1321.0,-47.93,-28.79,5.28,-11.78,1.86,121.72,0.18,80.76,919.0,201.0,14.17,14.17,5.16,-1.08,-0.98,1.58,-4.22,6.92,4.19,0.51,19.83,0.05,3.84,51.31,1.36
-66.03,-20.91,24.0,201.0,-60.665,-20.635,0.084,1015.0,-65.7,-21.61,9.63,-7.66,2.87,-156.41,0.18,77.95,902.0,201.0,33.37,34.97,9.54,-1.28,-2.63,-1.15,-7.33,-19.42,6.92,-2.44,85.42,0.17,5.24,150.58,2.44
-66.0,-18.7,68.0,201.0,-50.53,-19.027,0.092,1127.0,-55.86,-20.58,5.11,30.19,4.3,-135.49,0.18,70.16,902.0,201.0,22.76,41.42,4.42,2.57,-3.06,-3.01,-1.45,-18.69,1.38,-0.47,59.81,0.07,36.71,131.41,2.38
-66.79,-18.14,89.0,201.0,-47.287,-21.337,0.083,1175.0,-52.15,-22.85,6.12,4.16,2.38,-102.21,0.18,71.64,908.0,201.0,18.82,39.74,6.11,0.44,-0.5,-2.33,-5.93,-18.56,5.62,-1.89,37.17,0.08,,101.99,2.27
-67.13,-17.95,108.0,201.0,-44.391000000000005,-23.943,0.079,1148.0,-49.04,-25.57,14.88,18.66,4.27,-165.51,0.18,70.59,908.0,201.0,18.6,38.43,14.1,4.76,-4.13,-1.07,-10.62,20.28,9.96,3.68,25.33,0.15,19.67,85.61,2.22
