total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho,label
93.98,32.1,11.0,-6.82,10.83,False
111.98,25.86,8.42,-3.22,6.39,False
100.11,34.82,10.32,-6.29,9.82,False
115.48,46.54,9.03,-7.19,8.06,False
146.6,82.94,1.63,-1.26,0.86,False
102.23,37.32,8.73,-12.2,6.62,False
93.73,31.9,9.1,-12.38,6.61,False
122.4,48.13,-3.03,2.94,-0.32,False
140.65,69.98,12.62,-10.16,11.79,False
131.77,59.45,13.2,-9.98,12.94,False
85.33,26.69,12.02,-10.64,11.26,False
44.37,1.27,9.56,-8.01,9.53,False
124.84,53.87,1.29,1.46,0.45,False
213.62,157.55,1.9,1.5,1.35,False
140.09,72.38,0.91,-4.39,0.51,False
88.04,20.07,2.47,-2.41,1.51,False
136.89,66.73,1.67,-3.81,0.26,False
226.53,162.34,2.23,0.69,1.57,False
115.55,20.72,4.88,2.34,3.07,False
102.45,16.0,4.74,-2.41,3.07,False
153.68,96.61,8.7,-5.04,8.38,False
141.18,70.65,14.05,-11.56,12.3,False
145.59,74.22,-0.5,2.5,-0.25,False
151.72,84.27,3.81,-1.47,3.81,False
137.43,66.13,5.77,-4.52,3.96,False
149.68,84.89,7.99,-8.2,6.55,False
135.01,65.16,6.5,-5.27,4.54,False
137.13,69.07,1.71,-3.79,0.21,False
133.11,60.17,4.58,-4.51,0.95,False
150.83,87.91,3.59,-2.1,3.36,False
151.18,88.06,7.43,-5.26,7.19,False
141.94,71.66,10.15,-4.91,4.77,False
149.95,84.01,13.15,-9.46,10.14,False
144.65,72.65,1.3,0.65,0.56,False
137.18,65.85,5.78,-4.53,3.98,False
137.83,66.58,9.99,-4.54,4.3,False
108.89,64.11,9.04,-9.05,8.91,False
89.71,43.97,7.72,-7.59,6.9,False
118.54,46.68,9.03,-3.75,8.99,False
136.73,65.48,4.06,-2.39,3.78,False
89.63,37.0,12.09,-8.54,11.89,False
87.42,30.33,7.61,-9.17,7.55,False
111.64,70.21,9.58,-9.5,9.58,False
159.23,107.25,12.77,-10.26,11.98,False
133.53,65.6,9.12,-5.42,6.54,False
118.53,48.86,4.94,-3.47,4.82,False
128.99,58.85,8.84,-6.85,7.43,False
151.39,87.24,12.93,-10.41,11.07,False
104.09,42.2,6.83,-6.59,4.54,False
95.21,28.38,7.55,-8.92,7.46,False
108.21,32.94,8.83,-3.12,8.37,False
58.54,4.15,3.78,-5.24,3.55,False
58.54,4.15,3.83,-5.29,3.61,False
50.28,21.53,5.74,-7.79,5.73,False
150.69,85.79,5.6,-3.06,3.71,False
96.65,36.02,9.54,-8.92,7.76,False
128.69,57.29,9.69,-4.09,7.59,False
92.06,7.29,2.33,-3.74,1.75,False
133.44,74.5,7.66,-4.25,7.39,False
137.84,69.68,9.02,-6.15,3.59,False
74.82,14.38,4.2,-2.66,3.98,False
99.55,7.91,8.63,-2.93,8.16,False
149.79,84.05,10.35,-8.04,9.35,False
102.58,60.62,8.16,-8.02,7.94,False
135.8,64.33,9.83,-4.44,7.97,False
129.98,58.91,12.95,-9.28,12.65,False
149.43,84.84,9.98,-7.66,9.02,False
126.56,68.54,6.21,-4.23,5.66,False
104.43,13.66,4.57,-3.06,4.57,False
83.96,19.44,5.79,-7.43,5.79,False
131.71,62.07,5.04,-3.43,4.02,False
64.75,11.09,3.87,-5.26,3.68,False
141.05,70.53,10.12,-4.85,4.71,False
97.75,35.98,8.31,-6.23,8.07,False
80.69,24.03,5.52,-6.07,4.08,False
89.94,28.37,6.35,-8.38,5.83,False
73.79,20.06,3.56,-4.98,3.04,False
110.86,56.61,7.02,-6.75,7.02,False
