total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho,label
124.15,53.29,2.92,-4.3,1.6,False
123.1,52.41,2.99,-4.31,1.72,False
118.61,48.85,9.92,-11.04,7.95,False
106.16,39.93,8.84,-8.21,8.59,False
118.45,50.32,2.64,-0.89,2.58,False
100.41,38.5,5.79,-4.74,5.19,False
96.38,33.58,11.67,-10.3,11.66,False
46.9,1.3,12.87,-9.23,12.66,False
109.74,42.37,6.57,-7.11,6.43,False
115.33,46.2,6.24,-5.19,5.72,False
108.72,41.69,5.33,-5.29,4.88,False
117.69,48.08,7.14,-6.75,6.81,False
106.07,39.85,10.42,-6.35,10.25,False
97.25,33.97,10.52,-6.45,10.45,False
114.53,45.94,13.31,-11.06,11.92,False
115.98,46.92,9.11,-7.31,8.93,False
148.07,81.99,6.23,-4.96,5.71,False
113.82,45.21,8.37,-7.74,8.15,False
118.52,48.72,7.01,-6.66,6.66,False
128.01,56.61,9.11,-8.63,9.11,False
106.99,53.2,3.07,4.2,1.44,False
112.01,43.82,8.85,-5.09,5.21,False
156.13,98.27,12.17,-9.68,11.46,False
118.73,48.94,-3.04,3.16,-0.71,False
59.99,12.99,9.58,-5.72,9.45,False
128.23,56.86,8.9,-6.93,8.3,False
99.66,35.69,8.28,-9.75,6.98,False
97.36,34.19,7.09,-9.44,3.24,False
149.68,84.82,6.38,-4.62,5.79,False
90.6,29.93,10.97,-6.8,10.81,False
107.17,34.0,8.63,-10.08,8.23,False
88.82,28.86,8.3,-11.36,7.71,False
95.21,32.85,7.91,-9.36,6.65,False
110.43,39.85,5.7,-5.5,5.68,False
112.11,44.04,4.46,-4.85,4.0,False
42.94,0.36,1.88,-0.5,1.82,False
99.22,35.36,6.74,-9.5,2.97,False
92.2,30.97,5.54,-6.74,4.93,False
93.11,22.72,10.3,-6.27,9.83,False
88.58,28.72,9.37,-8.62,9.19,False
105.1,39.21,8.89,-8.19,8.25,False
85.27,26.73,14.89,-10.63,14.89,False
110.43,43.81,5.3,-5.21,4.88,False
125.25,54.22,3.63,-1.67,3.58,False
91.11,30.27,7.7,-6.63,7.59,False
87.58,28.13,11.97,-10.59,11.94,False
86.5,27.49,14.71,-10.49,14.5,False
113.37,44.92,8.22,-7.62,7.98,False
110.64,41.38,-2.79,2.32,-1.42,False
95.51,5.75,8.29,-3.82,4.13,False
96.97,35.36,6.5,-9.02,4.1,False
127.84,56.99,2.81,-1.02,2.75,False
85.32,27.1,5.67,-6.85,5.0,False
127.93,56.55,10.02,-11.99,4.96,False
48.53,23.77,5.42,-4.37,4.82,False
58.04,25.7,5.44,-4.39,4.8,False
93.11,22.72,10.35,-6.31,10.24,False
118.73,48.94,-3.02,3.1,-0.63,False
99.44,35.5,8.29,-8.8,7.86,False
107.42,40.76,10.24,-6.21,9.66,False
121.05,52.46,3.76,-4.27,2.21,False
123.16,52.49,1.68,0.8,1.09,False
109.83,42.44,5.58,-5.3,5.29,False
104.34,38.69,5.8,-4.75,5.2,False
95.83,5.33,8.17,-2.79,2.83,False
117.19,47.65,7.64,-8.3,6.43,False
125.07,54.29,11.27,-8.97,10.52,False
130.17,58.62,4.72,-1.17,4.69,False
78.0,23.02,4.95,-6.16,4.31,False
96.37,35.92,5.77,-4.73,5.17,False
77.54,14.13,8.33,-3.99,6.96,False
89.47,28.4,14.61,-10.41,14.51,False
110.43,43.81,5.41,-5.29,5.01,False
149.05,82.71,10.44,-8.12,9.61,False
103.79,38.43,8.93,-8.23,8.31,False
109.83,42.44,5.69,-5.38,5.4,False
