lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
-70.47,-37.43,108.0,2901.0,-48.168,-43.395,0.054000000000000006,1062.0,-52.26,-42.53,12.27,-17.63,3.75,158.24,0.19,106.8,908.0,201.0,21.01,21.01,11.69,-3.72,-3.48,1.39,-8.53,-15.88,8.21,-2.33,4.88,0.05,0.0,48.75,1.6
-69.97,-32.57,108.0,2901.0,-47.54,-38.541,0.039,1104.0,-50.37,-38.24,13.04,-7.86,3.91,167.85,0.2,97.02,908.0,201.0,25.56,25.56,12.91,-1.78,-3.82,0.82,-9.14,-6.08,9.09,-0.97,42.58,0.19,20.39,110.06,2.44
-69.43,-32.25,147.0,202.0,-47.34,-40.417,0.047,1212.0,-50.76,-39.88,8.08,-19.65,-1.13,-70.95,0.2,100.33,919.0,201.0,3.96,3.96,7.61,-2.72,0.37,-1.07,-8.82,-25.53,7.96,-3.8,45.54,0.12,39.84,113.36,2.32
-67.78,-24.57,145.0,202.0,-44.777,-32.692,0.055999999999999994,1273.0,-48.53,-32.14,4.98,-27.37,-1.26,-56.64,0.2,99.89,919.0,201.0,11.72,11.72,4.42,-2.29,0.69,-1.06,-6.11,-33.39,5.1,-3.36,30.16,0.05,40.65,91.5,2.24
-67.73,-24.58,114.0,202.0,-42.49,-30.375,0.057,1146.0,-46.24,-30.02,10.69,-8.66,4.12,170.61,0.2,96.14,908.0,201.0,22.51,33.42,10.57,-1.61,-4.06,0.67,-6.58,-8.31,6.51,-0.95,39.32,0.15,23.94,105.81,2.4
-69.44,-32.14,3.0,202.0,-68.907,-31.983,0.046,825.0,-72.02,-31.75,9.02,-17.3,1.79,155.18,0.2,95.97,911.0,201.0,20.19,20.19,8.61,-2.68,-1.62,0.75,-7.25,-15.39,6.99,-1.92,40.16,0.12,63.31,106.41,2.1
-67.48,-16.92,149.0,201.0,-44.388999999999996,-25.358,0.08199999999999999,1287.0,-48.97,-27.68,4.62,8.55,-1.41,-11.28,0.2,59.83,919.0,201.0,16.64,16.64,4.57,0.69,1.38,-0.28,-5.96,3.69,5.95,0.38,14.35,0.04,12.53,48.98,1.81
-66.6,-18.44,74.0,201.0,-49.59,-19.516,0.084,1141.0,-54.42,-21.12,4.06,31.94,2.24,-130.17,0.18,70.73,902.0,201.0,21.9,40.41,3.44,2.15,-1.44,-1.71,-2.06,12.0,2.01,0.43,51.72,0.05,,122.25,2.37
-65.75,-19.63,53.0,201.0,-52.788000000000004,-20.043,0.092,1190.0,-58.3,-21.01,6.89,27.82,2.52,162.16,0.17,86.98,902.0,201.0,31.98,44.06,6.1,3.22,-2.4,0.77,-5.42,47.16,3.68,3.97,77.99,0.1,31.33,146.32,2.5
-66.45,-20.95,163.0,201.0,-42.638000000000005,-26.197,0.077,1123.0,-47.49,-26.93,8.38,-42.3,6.44,110.05,0.18,80.75,919.0,201.0,14.17,14.17,6.19,-5.64,-2.21,6.05,-4.04,6.05,4.01,0.43,17.9,0.05,,65.77,1.94
