total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho,label
117.84,48.21,8.36,-6.73,5.0,False
150.21,84.93,11.26,-7.14,11.25,False
42.55,0.09,-3.66,5.71,-1.98,False
153.64,78.19,17.49,-13.42,13.18,False
44.81,1.49,12.2,-9.78,11.54,False
149.46,83.7,9.54,-8.49,9.33,False
57.95,9.98,9.0,-7.32,9.0,False
119.42,65.17,8.43,-5.05,7.49,False
150.79,85.97,10.8,-9.48,10.52,False
153.76,92.37,16.96,-13.6,16.92,False
155.45,95.56,6.9,-5.73,6.04,False
151.71,87.86,2.97,-3.95,2.57,False
152.82,90.25,13.55,-9.54,13.48,False
42.63,0.13,10.67,-8.26,9.56,False
149.67,86.55,15.01,-8.42,6.06,False
104.51,46.37,3.09,-2.75,1.75,False
155.14,95.63,6.2,-4.98,6.05,False
160.27,108.3,13.16,-10.92,7.63,False
116.31,49.08,8.39,-6.66,5.04,False
152.68,89.95,2.6,-4.96,2.39,False
46.82,1.99,-3.74,5.94,-2.08,False
142.88,71.39,8.71,-8.09,5.6,False
148.7,82.35,9.47,-8.42,9.25,False
142.03,71.75,8.69,-8.05,5.56,False
109.93,42.73,1.54,4.54,0.52,False
132.44,63.9,7.28,-4.8,5.55,False
154.09,82.84,1.33,-4.7,0.83,False
111.77,51.78,2.85,-2.52,1.3,False
156.51,101.93,14.39,-11.64,10.11,False
138.09,84.89,1.89,-4.9,1.47,False
155.2,95.77,10.8,-9.51,10.67,False
124.68,54.14,13.67,-11.73,11.26,False
145.25,73.48,2.85,-2.54,1.3,False
107.88,37.16,7.55,-4.78,7.48,False
121.51,52.31,5.97,-4.85,5.59,False
87.42,28.08,3.51,-3.21,3.39,False
154.75,95.09,10.61,-9.16,9.93,False
153.49,87.12,16.31,-11.21,11.01,False
157.9,100.0,7.77,-5.5,5.34,False
139.13,68.3,8.52,7.06,6.84,False
127.72,82.36,10.36,-9.27,9.85,False
153.26,91.22,15.83,-9.72,11.44,False
122.61,52.08,-14.38,-10.71,-0.5,False
153.48,89.9,16.43,-11.35,8.4,False
119.03,49.22,6.84,-7.08,5.27,False
58.79,10.36,-9.74,10.12,-0.11,False
147.67,78.73,13.67,-11.82,11.74,False
136.45,71.11,7.23,-4.76,6.65,False
150.44,85.37,9.96,-7.13,8.87,False
148.48,81.74,9.4,-8.35,9.18,False
153.35,77.44,15.66,-13.02,15.62,False
117.62,48.29,1.61,4.5,1.06,False
146.74,75.98,2.85,-2.53,1.3,False
654.64,98.63,5.26,-4.15,5.23,False
149.86,149.28,8.46,7.03,6.8,False
152.68,153.35,8.4,6.99,6.76,False
75.3,20.76,3.44,-2.21,2.17,False
155.15,84.23,7.23,-4.74,4.46,False
128.72,57.33,14.55,-10.76,14.53,False
149.86,149.28,8.46,7.03,6.8,False
134.64,63.07,7.71,-5.78,7.63,False
140.63,69.48,13.72,-11.87,13.71,False
134.56,62.99,14.91,-10.85,13.13,False
49.24,4.53,4.4,-2.7,4.4,False
60.24,11.54,5.29,-4.95,4.58,False
145.22,78.81,9.95,-8.88,9.68,False
154.96,95.85,8.53,-7.94,8.43,False
867.61,149.03,1.89,3.51,1.82,False
149.22,82.47,1.7,-4.82,1.66,False
142.9,75.46,5.18,-6.29,5.09,False
137.46,66.22,14.71,-12.49,14.51,False
138.02,83.19,15.35,-12.97,14.97,False
117.33,116.23,8.82,6.88,6.95,False
125.0,76.46,10.34,-9.24,9.44,False
152.03,88.71,10.07,-8.99,9.96,False
60.23,7.72,4.38,-1.96,3.54,False
144.67,76.05,7.56,-4.96,3.61,False
89.15,29.0,3.81,-3.3,2.98,False
46.36,3.01,4.1,3.29,1.23,False
132.97,61.32,7.49,-5.5,7.4,False
71.88,18.73,9.94,-10.56,9.73,False
139.06,66.98,8.59,-7.76,8.17,False
128.71,57.38,9.73,-8.21,7.78,False
65.35,14.65,6.01,-4.01,5.18,False
156.03,98.89,2.2,-4.94,2.0,False
152.52,150.06,8.41,7.02,6.75,False
149.45,83.44,7.33,-4.81,5.62,False
154.38,93.98,8.61,-7.83,8.47,False
124.28,53.67,1.49,4.55,0.36,False
95.78,32.75,3.69,-3.08,3.69,False
150.71,85.82,16.09,-10.36,13.34,False
63.94,14.13,-4.4,5.53,-0.68,False
510.74,14.58,16.44,-12.76,11.57,False
104.96,39.15,11.94,-10.75,7.15,False
61.53,12.05,-9.42,9.81,-0.23,False
109.52,44.66,3.99,-3.4,3.2,False
101.11,36.63,5.65,-5.34,5.3,False
45.83,2.27,4.24,-4.2,3.14,False
52.6,6.72,4.16,-1.61,4.08,False
151.78,91.99,8.77,7.01,6.62,False
133.95,63.81,8.79,-8.52,5.97,False
149.38,83.46,10.51,-6.91,6.01,False
128.36,82.01,10.34,-9.25,8.76,False
152.55,89.68,9.54,-7.7,8.67,False
156.59,99.82,1.92,-3.76,1.82,False
61.77,12.58,4.79,-4.48,4.53,False
150.15,94.6,7.64,-5.61,7.64,False
147.97,85.87,7.06,-4.89,7.04,False
51.36,5.87,4.43,-2.08,4.39,False
58.68,9.15,4.8,-4.52,4.15,False
153.55,93.5,8.75,6.99,6.62,False
139.56,87.56,1.88,-4.91,1.48,False
94.22,32.09,7.03,-5.63,6.94,False
51.36,5.87,4.43,-2.08,4.39,False
58.88,10.66,6.35,-4.28,5.74,False
152.45,89.43,2.89,-4.57,2.84,False
149.83,90.52,8.76,7.04,6.6,False
133.28,76.83,8.31,-4.5,6.21,False
134.25,80.72,1.92,-4.89,1.47,False
67.35,18.05,5.41,5.02,1.55,False
57.43,9.8,4.39,-1.97,4.26,False
149.83,82.31,2.7,-4.75,0.96,False
138.71,89.69,8.82,7.01,5.75,False
125.29,134.13,8.65,6.93,6.57,False
73.37,19.56,9.18,-7.05,8.85,False
157.19,92.47,7.71,-5.5,5.65,False
155.52,96.79,1.82,-3.72,1.66,False
46.46,2.42,4.47,-2.14,4.4,False
53.04,7.09,-9.31,9.79,-0.26,False
58.12,10.17,4.48,-2.65,4.46,False
155.04,82.65,19.33,-15.08,16.3,False
136.09,78.17,8.28,-4.4,6.17,False
155.12,95.43,10.4,-9.11,8.94,False
58.97,11.19,3.22,-2.05,2.26,False
155.19,95.83,1.71,-3.68,1.47,False
131.72,60.12,10.13,-8.46,8.27,False
56.59,9.02,5.84,-3.87,4.98,False
156.27,98.35,1.5,-4.48,0.21,False
124.01,56.04,8.87,6.91,6.5,False
98.15,34.74,5.6,-3.97,5.46,False
56.59,9.02,5.84,-3.87,4.98,False
141.25,72.38,10.81,-8.31,10.74,False
124.74,53.13,8.86,6.89,6.5,False
138.24,67.04,12.4,-10.41,12.31,False
122.75,59.4,8.87,6.94,6.47,False
141.03,70.44,11.57,-9.21,7.91,False
125.0,76.46,10.34,-9.24,9.44,False
157.05,101.43,1.5,-4.18,0.21,False
154.47,90.86,15.87,-10.83,12.71,False
128.36,56.03,8.9,-7.51,4.64,False
154.98,95.37,1.75,-3.69,1.44,False
152.03,73.23,1.51,-4.77,1.5,False
