total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho,label
154.22,93.42,2.42,-4.53,1.0,False
144.28,88.77,8.78,7.05,6.61,False
100.81,36.39,5.34,-4.06,5.16,False
139.18,69.22,8.76,-8.03,8.76,False
153.33,108.11,3.87,5.43,3.56,False
126.66,55.49,17.66,-14.3,14.42,False
54.46,7.89,4.45,-2.08,4.41,False
89.05,29.1,10.35,-11.15,10.35,False
156.86,121.49,1.96,7.25,1.74,False
158.65,103.96,7.8,-5.51,5.35,False
163.11,52.46,10.11,-5.26,9.81,False
154.47,104.41,1.16,-4.57,1.08,False
56.8,9.32,4.4,-2.62,4.21,False
155.21,90.86,15.93,-10.79,15.79,False
149.78,86.64,15.88,-10.83,15.73,False
124.99,72.68,10.32,-9.23,8.75,False
133.65,62.01,6.77,-3.92,6.59,False
156.97,100.14,1.5,-4.18,0.21,False
139.5,88.83,1.91,4.92,1.67,False
142.67,72.34,8.17,-7.06,6.63,False
146.1,78.86,8.04,-7.69,7.94,False
151.81,65.21,15.64,-13.02,15.5,False
154.3,93.63,6.54,-5.66,6.32,False
139.55,68.6,8.17,-6.08,7.88,False
73.37,19.56,9.18,-7.05,8.85,False
150.7,85.75,10.09,-7.51,8.25,False
141.0,70.43,10.68,-8.24,10.6,False
155.08,95.88,10.56,-7.94,10.55,False
152.98,85.64,15.91,-11.99,11.19,False
156.15,98.04,1.5,-4.48,0.21,False
109.58,41.71,3.73,4.18,3.69,False
77.0,21.7,5.25,-4.7,1.99,False
149.52,83.64,11.45,-7.02,11.44,False
79.87,23.06,13.28,-11.08,13.24,False
155.6,97.0,1.83,-3.72,1.67,False
53.04,7.09,9.31,9.78,0.49,False
155.32,96.33,1.84,-3.72,1.7,False
130.09,80.33,10.35,-9.27,10.34,False
154.72,95.38,9.89,-7.94,9.37,False
135.69,64.19,8.41,-7.7,8.35,False
62.77,13.09,6.01,-4.04,5.17,False
140.63,69.94,13.76,-11.89,13.75,False
62.77,13.09,6.01,-4.04,5.17,False
153.05,117.66,4.46,5.07,4.23,False
46.36,2.6,7.69,-4.77,7.0,False
59.58,11.06,4.45,-2.04,3.68,False
155.27,95.94,6.96,-5.73,6.93,False
154.9,95.44,10.65,-9.17,10.21,False
97.68,35.56,3.7,-3.25,2.64,False
148.89,82.68,8.83,-8.31,8.09,False
141.09,70.54,15.58,-10.91,13.57,False
155.28,96.03,6.81,-5.71,6.26,False
101.36,36.79,6.15,-4.23,5.58,False
126.82,55.58,12.64,-8.62,12.58,False
123.66,60.64,5.72,-6.58,5.6,False
144.22,87.79,1.83,-3.74,1.66,False
56.59,9.02,5.84,-3.87,4.98,False
43.66,0.86,7.32,-4.35,6.93,False
143.96,78.37,15.54,-13.05,15.47,False
145.14,76.57,2.52,-2.34,1.35,False
151.6,87.66,3.1,-4.96,3.1,False
132.4,60.78,11.78,-9.9,11.78,False
149.51,83.51,2.63,-2.4,1.77,False
47.52,3.25,4.46,-2.14,4.4,False
133.67,61.19,9.52,-7.68,8.81,False
138.35,66.88,14.72,-12.49,14.59,False
153.1,90.86,15.91,-9.81,15.0,False
155.33,96.08,10.51,-9.34,9.29,False
152.82,90.24,15.77,-9.59,14.2,False
44.83,1.58,12.25,-9.82,12.2,False
135.92,62.78,8.55,-7.66,8.1,False
118.05,114.13,8.83,-9.08,8.8,False
136.46,64.96,12.41,-9.69,12.31,False
65.63,14.01,9.32,-7.67,8.5,False
137.43,64.84,8.57,-7.71,8.13,False
133.69,60.2,4.89,-6.06,4.17,False
111.07,49.78,2.81,-2.5,2.04,False
113.17,53.48,2.85,-2.52,1.3,False
153.15,90.99,15.92,-9.83,15.02,False
153.49,87.12,16.29,-11.18,14.92,False
152.17,88.87,2.93,-3.96,2.54,False
152.94,90.5,15.73,-9.54,14.14,False
140.67,70.25,8.5,7.08,6.8,False
65.76,11.13,-4.38,5.52,-0.69,False
141.95,71.21,8.63,-7.85,8.23,False
153.74,92.34,6.42,-5.63,6.37,False
146.03,74.2,2.85,-2.53,1.3,False
155.3,96.01,6.82,-5.65,5.94,False
140.66,70.0,8.95,-8.17,8.95,False
150.05,84.56,10.82,-8.28,10.74,False
152.1,88.7,2.91,-4.57,2.85,False
54.93,8.34,14.05,-11.74,5.22,False
152.34,89.2,3.06,-4.98,2.97,False
158.83,106.84,13.72,-11.31,13.1,False
134.53,62.96,-14.6,-10.77,-0.5,False
150.95,86.22,10.22,-7.76,9.44,False
153.47,91.7,2.53,-4.98,2.3,False
42.56,0.07,-3.78,5.74,-1.42,False
119.55,57.25,5.83,-6.64,5.72,False
138.04,66.36,8.62,-7.87,5.41,False
63.94,14.13,-4.4,5.53,-0.68,False
147.24,73.84,13.26,-11.53,13.21,False
65.76,11.13,-4.38,5.52,-0.69,False
151.23,86.88,3.0,-3.97,2.6,False
124.61,49.5,8.81,-7.61,6.92,False
143.82,72.75,8.73,-8.15,5.63,False
149.88,84.32,11.37,-7.21,11.35,False
152.11,84.42,13.36,-11.55,13.32,False
154.95,95.16,6.18,-4.98,6.03,False
145.88,77.72,8.64,-7.91,8.61,False
152.82,90.25,13.55,-9.54,13.48,False
148.49,81.98,9.34,-8.3,8.72,False
136.34,64.49,8.6,-7.85,5.36,False
148.09,80.91,14.16,-11.8,14.15,False
153.64,78.19,17.49,-13.42,13.18,False
152.1,88.68,13.5,-9.5,13.44,False
130.94,71.67,8.87,6.96,6.45,False
65.76,11.13,-4.38,5.52,-0.69,False
151.6,87.66,3.09,-4.97,3.09,False
