lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
-69.37,-31.3,148.0,202.0,-47.253,-39.552,0.046,1216.0,-50.6,-39.0,7.81,-19.42,-1.14,-68.9,0.2,100.0,919.0,201.0,4.96,4.96,7.36,-2.6,0.41,-1.07,-8.58,-25.39,7.76,-3.68,43.44,0.11,41.63,111.38,2.31
-69.75,-30.5,137.0,202.0,-45.931999999999995,-37.646,0.039,1075.0,-48.75,-37.31,9.95,-33.8,-4.07,-8.27,0.2,100.32,919.0,201.0,5.54,5.54,8.27,-5.54,4.03,-0.59,-13.76,-26.6,12.3,-6.16,45.29,0.13,32.06,113.88,2.22
-66.65,-27.27,150.0,202.0,-44.125,-35.804,0.077,1269.0,-49.48,-35.07,8.45,-24.74,1.88,105.97,0.2,99.3,919.0,201.0,9.22,9.22,7.67,-3.53,-0.52,1.8,-7.37,-13.59,7.16,-1.73,35.87,0.1,37.28,100.06,2.23
-66.61,-27.33,165.0,202.0,-42.865,-31.438000000000002,0.078,1077.0,-48.0,-30.69,8.55,-57.9,6.44,92.08,0.2,98.41,919.0,201.0,9.22,9.22,4.54,-7.24,-0.23,6.43,-4.41,-10.52,4.34,-0.81,29.18,0.05,0.07,63.66,1.97
-66.55,-27.4,130.0,202.0,-39.213,-34.442,0.079,1135.0,-44.61,-33.76,7.68,-61.31,-3.9,-9.49,0.2,96.82,919.0,201.0,24.8,27.68,3.69,-6.74,3.84,-0.64,-10.57,-44.5,7.54,-7.41,42.51,0.05,44.23,109.96,2.3
-66.57,-27.28,3.0,202.0,-66.038,-27.124000000000002,0.078,860.0,-71.04,-26.6,9.01,-17.74,1.87,156.17,0.2,95.93,911.0,201.0,25.43,25.43,8.59,-2.75,-1.71,0.76,-7.16,-16.09,6.88,-1.98,49.14,0.13,40.8,118.91,2.19
-67.9,-26.3,71.0,202.0,-51.568000000000005,-27.041999999999998,0.057,1131.0,-55.18,-26.69,2.91,9.04,2.03,-155.06,0.2,96.55,902.0,201.0,28.53,35.11,2.88,0.46,-1.84,-0.86,-1.12,-21.57,1.04,-0.41,44.26,0.04,30.23,112.47,2.43
-70.58,-38.25,78.0,283.0,-53.47,-39.686,0.055999999999999994,1011.0,-57.61,-39.47,8.73,9.02,1.6,-138.45,0.16,94.18,904.0,201.0,21.51,21.51,8.62,1.37,-1.2,-1.06,-7.43,2.41,7.42,0.31,5.24,0.04,34.43,75.92,1.89
-69.17,-30.0,151.0,202.0,-46.973,-38.266,0.048,1236.0,-50.39,-37.85,8.8,-22.94,1.88,107.29,0.2,99.37,919.0,201.0,6.17,6.17,8.11,-3.43,-0.56,1.8,-7.73,-12.2,7.56,-1.63,41.57,0.12,42.52,108.66,2.3
-70.05,-31.95,68.0,202.0,-54.708,-32.247,0.037000000000000005,1068.0,-57.19,-31.99,2.62,8.92,3.87,-159.0,0.2,96.45,902.0,201.0,29.87,29.87,2.59,0.41,-3.61,-1.39,1.43,-134.89,-1.01,-1.01,6.96,0.02,14.57,50.0,0.81
-66.6,-24.13,102.0,202.0,-45.558,-29.7,0.07400000000000001,1166.0,-50.43,-29.34,11.84,3.05,2.43,-126.7,0.2,96.98,908.0,201.0,23.06,34.4,11.83,0.63,-1.45,-1.95,-10.47,-7.28,10.38,-1.33,29.34,0.14,31.71,89.57,2.22
-70.45,-31.76,116.0,202.0,-44.523999999999994,-37.508,0.031,1100.0,-46.73,-37.29,12.41,-18.42,3.86,171.13,0.19,96.33,919.0,201.0,25.89,25.89,11.78,-3.92,-3.81,0.6,-8.63,-22.43,7.97,-3.29,46.27,0.18,3.53,90.85,2.04
-66.22,-27.38,105.0,202.0,-44.783,-33.508,0.084,1140.0,-50.47,-32.82,14.06,-8.53,4.11,167.0,0.2,97.02,908.0,201.0,25.92,31.34,13.9,-2.09,-4.01,0.93,-9.96,-6.73,9.89,-1.17,32.49,0.18,24.3,94.66,2.3
-66.76,-25.14,53.0,202.0,-53.64,-25.576,0.073,1197.0,-58.25,-25.17,6.02,24.53,2.45,154.16,0.2,94.28,902.0,201.0,36.17,39.87,5.48,2.5,-2.2,1.07,-4.82,47.4,3.26,3.55,81.99,0.11,26.2,148.07,2.54
-70.63,-39.18,24.0,283.0,-65.053,-38.941,0.057,878.0,-69.15,-38.41,7.98,-37.73,2.59,-179.46,0.17,102.98,902.0,201.0,17.81,17.81,6.31,-4.88,-2.59,-0.02,-6.17,-52.83,3.73,-4.92,42.97,0.08,24.77,110.38,2.05
