conv_rate,dist_nearest_edge,subduction_volume_km3y,carbonate_sediment_thickness,ocean_crust_carb_percent
11.74,21.97,0.17,24.16,2.11
11.82,24.61,0.2,23.84,2.1
11.19,11.73,0.05,53.27,1.47
11.51,16.9,0.12,31.3,2.12
11.06,9.96,0.06,21.43,1.19
11.06,9.96,0.06,21.43,1.19
2.3,7.48,0.03,24.55,2.13
2.28,4.81,0.03,24.16,2.8
2.28,4.81,0.03,24.16,2.8
2.26,2.99,0.03,206.57,2.57
2.27,3.62,0.04,82.79,2.57
2.24,1.21,0.03,48.79,2.57
6.86,1.82,0.01,52.58,1.14
2.26,2.85,0.04,206.57,2.57
2.14,0.1,0.04,51.52,2.74
2.22,0.43,0.04,48.79,2.68
2.25,1.76,0.0,206.57,2.57
2.24,1.42,0.02,48.79,2.57
2.24,1.71,0.02,206.57,2.57
2.14,0.49,0.04,51.52,2.74
2.24,1.32,0.02,48.79,2.57
2.16,1.68,0.05,53.88,2.59
2.19,2.61,0.05,51.31,2.57
2.17,2.46,0.05,53.88,2.59
2.3,7.81,0.03,24.55,2.13
10.93,9.71,0.15,36.63,2.14
10.9,9.26,0.08,36.63,2.14
11.31,14.84,0.14,40.72,2.1
11.36,15.61,0.18,43.39,2.1
11.06,11.32,0.15,37.36,2.13
11.55,19.11,0.17,26.88,2.21
11.4,16.39,0.18,49.03,2.12
11.26,14.07,0.14,40.72,2.1
11.84,28.76,0.17,10.61,2.6
11.8,26.45,0.17,10.84,2.59
11.94,33.19,0.23,6.53,2.58
11.92,29.91,0.19,11.04,2.33
11.93,30.47,0.19,11.04,2.33
11.93,31.62,0.21,9.3,2.43
11.94,33.77,0.23,6.53,2.58
11.93,33.9,0.21,6.53,2.59
11.94,33.58,0.23,6.53,2.58
11.92,33.37,0.2,6.53,2.57
11.9,31.8,0.2,11.46,2.58
11.92,32.84,0.2,11.46,2.57
11.89,31.44,0.2,11.46,2.59
11.88,30.69,0.21,11.46,2.59
11.89,31.08,0.2,11.46,2.59
11.85,29.14,0.17,10.61,2.6
11.87,29.9,0.17,10.61,2.59
11.88,30.69,0.21,11.46,2.59
11.91,32.49,0.2,11.46,2.58
11.53,18.72,0.17,26.88,2.21
11.65,21.46,0.18,26.4,2.33
11.6,20.29,0.18,26.4,2.28
11.78,25.69,0.17,10.84,2.59
11.74,24.16,0.17,19.81,2.59
11.84,28.38,0.17,8.16,2.6
11.82,27.81,0.17,8.16,2.6
11.63,21.07,0.18,26.4,2.28
11.76,24.73,0.17,13.44,2.59
11.73,23.78,0.17,25.33,2.6
11.59,18.35,0.11,21.97,2.14
11.76,22.54,0.17,23.84,2.11
11.85,26.0,0.2,17.68,2.24
11.88,27.39,0.21,13.92,2.24
11.84,25.41,0.2,20.94,2.13
11.92,33.55,0.2,6.53,2.57
11.92,33.37,0.2,6.53,2.57
11.94,32.4,0.22,9.25,2.43
11.93,34.36,0.23,6.53,2.57
11.91,29.34,0.19,13.92,2.31
11.93,30.85,0.2,9.3,2.43
11.93,31.23,0.21,9.3,2.43
11.82,24.61,0.2,23.84,2.1
11.86,26.2,0.2,17.68,2.24
11.7,21.03,0.17,23.37,2.11
11.79,23.48,0.17,23.84,2.1
11.76,22.73,0.17,23.84,2.1
11.81,24.42,0.17,23.84,2.1
11.8,24.04,0.17,23.84,2.1
11.5,16.58,0.14,31.3,2.12
11.61,18.81,0.14,21.97,2.13
11.28,12.92,0.09,35.4,1.51
11.38,14.57,0.07,35.43,1.94
11.19,11.62,0.05,53.27,1.47
11.41,15.02,0.1,35.43,1.94
11.4,14.84,0.1,35.43,1.94
11.41,15.02,0.1,35.43,1.94
11.62,18.98,0.14,21.97,2.13
11.51,16.9,0.12,31.3,2.12
11.63,19.15,0.14,21.97,2.13
11.13,10.8,0.07,35.54,1.19
2.81,3.54,0.01,61.93,1.22
2.91,6.14,0.0,34.97,-0.01
2.91,6.31,0.0,34.97,-0.01
2.75,0.06,0.0,127.89,1.16
2.75,0.06,0.0,127.89,1.16
11.14,10.98,0.07,35.54,1.19
2.91,6.14,0.0,34.97,-0.01
11.06,9.96,0.06,21.43,1.19
11.15,11.16,0.07,35.54,1.19
11.15,11.16,0.07,35.54,1.19
2.75,0.06,0.0,127.89,1.16
11.88,26.99,0.21,16.31,2.24
2.3,7.12,0.03,24.55,2.13
2.29,5.72,0.03,24.96,2.13
2.29,6.16,0.02,24.96,2.13
2.27,4.35,0.04,82.79,2.8
2.29,5.72,0.03,24.96,2.13
2.27,3.62,0.04,82.79,2.57
2.28,4.81,0.03,24.16,2.8
2.27,3.62,0.04,82.79,2.57
2.26,2.99,0.03,206.57,2.57
2.27,3.62,0.04,82.79,2.57
2.26,2.85,0.04,206.57,2.57
2.26,2.99,0.03,206.57,2.57
2.26,2.99,0.03,206.57,2.57
2.24,1.62,0.02,48.79,2.57
2.24,1.71,0.02,206.57,2.57
2.25,2.2,0.04,206.57,2.57
2.23,0.71,0.03,48.79,2.68
2.23,0.37,0.02,48.79,2.68
2.24,1.21,0.03,48.79,2.57
2.26,3.25,0.05,82.79,2.57
2.25,2.02,0.04,206.57,2.57
2.27,4.35,0.04,82.79,2.8
2.26,2.99,0.03,206.57,2.57
2.27,3.62,0.04,82.79,2.57
2.14,0.1,0.04,51.52,2.74
2.14,0.1,0.04,51.52,2.74
2.14,0.1,0.04,51.52,2.74
2.14,0.1,0.04,51.52,2.74
2.14,0.1,0.04,51.52,2.74
2.23,0.71,0.03,48.79,2.68
2.22,0.26,0.04,48.79,2.68
2.2,2.24,0.05,48.79,2.61
2.21,1.49,0.05,48.79,2.61
2.25,1.85,0.04,206.57,2.57
2.24,1.62,0.02,48.79,2.57
2.26,2.99,0.03,206.57,2.57
2.26,2.85,0.04,206.57,2.57
2.24,1.62,0.02,48.79,2.57
2.24,1.32,0.02,48.79,2.57
2.24,1.71,0.02,206.57,2.57
2.25,1.76,0.0,206.57,2.57
2.26,2.99,0.03,206.57,2.57
2.26,2.99,0.03,206.57,2.57
2.24,1.71,0.02,206.57,2.57
2.24,1.71,0.02,206.57,2.57
2.24,1.32,0.02,48.79,2.57
2.24,1.21,0.03,48.79,2.57
2.17,2.46,0.05,53.88,2.59
2.26,2.85,0.04,206.57,2.57
2.24,1.62,0.02,48.79,2.57
2.24,1.71,0.02,206.57,2.57
2.17,2.46,0.05,53.88,2.59
2.14,0.49,0.04,51.52,2.74
2.2,1.86,0.05,48.79,2.61
2.19,2.99,0.05,51.31,2.57
2.24,0.85,0.02,48.79,2.68
2.24,0.96,0.02,48.79,2.57
2.24,0.96,0.02,48.79,2.57
2.18,2.86,0.05,53.88,2.59
2.24,1.08,0.03,48.79,2.57
2.14,0.1,0.04,51.52,2.74
2.15,1.28,0.05,51.52,2.59
2.16,1.68,0.05,53.88,2.59
2.18,2.86,0.05,53.88,2.59
2.18,3.05,0.05,51.31,2.57
2.17,2.07,0.05,53.88,2.59
2.29,5.72,0.03,24.96,2.13
2.3,7.48,0.03,24.55,2.13
2.29,6.76,0.03,24.55,2.13
10.95,9.87,0.11,37.12,2.14
2.3,7.65,0.03,24.55,2.13
2.31,8.28,0.03,24.55,2.13
2.3,7.65,0.03,24.55,2.13
2.31,8.62,0.02,24.55,2.13
11.0,10.56,0.11,37.12,2.14
11.0,10.56,0.11,37.12,2.14
10.92,9.52,0.15,36.63,2.14
11.14,12.31,0.15,37.36,2.12
11.12,12.11,0.15,37.36,2.12
11.06,11.32,0.15,37.36,2.13
11.38,16.0,0.18,43.39,2.1
11.4,16.39,0.18,49.03,2.12
11.33,15.23,0.17,43.39,2.1
11.12,12.11,0.15,37.36,2.12
11.03,10.93,0.15,37.36,2.14
11.12,12.11,0.15,37.36,2.12
10.9,9.26,0.08,36.63,2.14
10.98,10.28,0.1,37.12,2.14
10.98,10.28,0.1,37.12,2.14
11.56,19.5,0.17,26.4,2.19
11.52,18.53,0.17,26.88,2.21
11.51,18.33,0.17,26.88,2.21
11.43,16.77,0.18,49.03,2.12
11.49,17.94,0.17,26.88,2.21
11.38,16.0,0.18,43.39,2.1
11.45,17.16,0.18,26.88,2.12
11.08,11.52,0.15,37.36,2.13
11.02,10.73,0.15,37.12,2.14
11.33,15.23,0.17,43.39,2.1
11.31,14.84,0.14,40.72,2.1
11.36,15.61,0.18,43.39,2.1
11.15,12.5,0.15,37.36,2.12
11.29,14.46,0.14,40.72,2.1
11.15,12.5,0.15,37.36,2.12
11.83,28.19,0.17,8.16,2.6
11.82,27.62,0.12,8.16,2.6
11.82,27.62,0.12,8.16,2.6
11.78,25.69,0.17,10.84,2.59
11.81,27.03,0.12,10.84,2.6
11.93,34.16,0.23,6.53,2.57
11.93,30.47,0.19,11.04,2.33
11.93,30.85,0.2,9.3,2.43
11.93,31.43,0.21,9.3,2.43
11.91,29.16,0.19,13.92,2.31
11.92,29.53,0.19,13.92,2.31
11.92,30.09,0.19,11.04,2.33
11.93,31.04,0.21,9.3,2.43
11.93,31.62,0.21,9.3,2.43
11.93,30.85,0.2,9.3,2.43
11.94,32.8,0.23,9.25,2.58
11.94,33.58,0.23,6.53,2.58
11.94,32.6,0.22,9.25,2.43
11.93,34.61,0.21,6.53,2.57
11.92,33.73,0.21,6.53,2.59
11.93,34.55,0.23,6.53,2.57
11.93,34.08,0.21,6.53,2.59
11.93,34.36,0.23,6.53,2.57
11.93,34.36,0.23,6.53,2.57
11.94,32.4,0.22,9.25,2.43
11.94,32.6,0.22,9.25,2.43
11.94,33.38,0.23,6.53,2.58
11.92,33.55,0.2,6.53,2.57
11.92,33.2,0.2,11.46,2.57
11.92,33.55,0.2,6.53,2.57
11.9,31.98,0.2,11.46,2.58
11.9,31.8,0.2,11.46,2.58
11.9,31.98,0.2,11.46,2.58
11.9,31.8,0.2,11.46,2.58
11.9,31.8,0.2,11.46,2.58
11.9,31.98,0.2,11.46,2.58
11.9,31.8,0.2,11.46,2.58
11.89,31.08,0.2,11.46,2.59
11.89,31.44,0.2,11.46,2.59
11.89,31.08,0.2,11.46,2.59
11.87,30.3,0.21,11.46,2.59
11.88,30.69,0.21,11.46,2.59
11.88,30.89,0.21,11.46,2.59
11.87,29.9,0.17,10.61,2.59
11.87,30.1,0.21,11.46,2.59
11.87,30.3,0.21,11.46,2.59
11.84,28.57,0.17,10.61,2.6
11.85,28.95,0.17,10.61,2.6
11.86,29.71,0.17,10.61,2.59
11.88,30.69,0.21,11.46,2.59
11.89,31.08,0.2,11.46,2.59
11.87,30.3,0.21,11.46,2.59
11.89,31.44,0.2,11.46,2.59
11.88,30.89,0.21,11.46,2.59
11.89,31.08,0.2,11.46,2.59
11.92,33.37,0.2,6.53,2.57
11.92,33.37,0.2,6.53,2.57
11.92,33.37,0.2,6.53,2.57
11.9,31.8,0.2,11.46,2.58
11.92,32.84,0.2,11.46,2.57
11.87,30.3,0.21,11.46,2.59
11.89,31.08,0.2,11.46,2.59
11.86,29.33,0.17,10.61,2.6
11.91,32.32,0.2,11.46,2.58
11.9,31.8,0.2,11.46,2.58
11.38,16.0,0.18,43.39,2.1
11.5,18.13,0.17,26.88,2.21
11.43,16.77,0.18,49.03,2.12
11.56,19.5,0.17,26.4,2.19
11.5,18.13,0.17,26.88,2.21
11.56,19.5,0.17,26.4,2.19
11.54,18.92,0.17,26.88,2.21
11.62,20.68,0.18,26.4,2.28
11.6,20.29,0.18,26.4,2.28
11.66,21.85,0.18,25.33,2.33
11.65,21.46,0.18,26.4,2.33
11.62,20.68,0.18,26.4,2.28
11.77,25.31,0.17,13.44,2.59
11.75,24.54,0.17,13.44,2.59
11.82,27.62,0.12,8.16,2.6
11.79,26.07,0.17,10.84,2.59
11.74,24.35,0.17,13.44,2.59
11.72,23.59,0.16,25.33,2.6
11.76,24.73,0.17,13.44,2.59
11.66,21.85,0.18,25.33,2.33
11.72,23.4,0.16,25.33,2.6
11.7,22.82,0.16,25.33,2.6
11.83,28.19,0.17,8.16,2.6
11.82,27.81,0.17,8.16,2.6
11.86,29.52,0.17,10.61,2.6
11.84,28.76,0.17,10.61,2.6
11.82,27.81,0.17,8.16,2.6
11.82,27.62,0.12,8.16,2.6
11.82,27.81,0.17,8.16,2.6
11.87,30.1,0.21,11.46,2.59
11.87,29.9,0.17,10.61,2.59
11.82,27.81,0.17,8.16,2.6
11.85,29.14,0.17,10.61,2.6
11.82,27.81,0.17,8.16,2.6
11.56,19.5,0.17,26.4,2.19
11.66,21.85,0.18,25.33,2.33
11.62,20.68,0.18,26.4,2.28
11.62,20.68,0.18,26.4,2.28
11.58,19.9,0.18,26.4,2.28
11.77,25.31,0.17,13.44,2.59
11.73,23.97,0.17,19.81,2.6
11.82,27.62,0.12,8.16,2.6
11.77,25.31,0.17,13.44,2.59
11.82,27.62,0.12,8.16,2.6
11.76,24.73,0.17,13.44,2.59
11.63,21.07,0.18,26.4,2.28
11.72,23.59,0.16,25.33,2.6
11.74,24.35,0.17,13.44,2.59
11.66,21.85,0.18,25.33,2.33
11.53,17.24,0.15,31.3,2.12
11.63,19.15,0.14,21.97,2.13
11.73,21.6,0.16,24.16,2.11
11.74,21.97,0.17,24.16,2.11
11.7,21.03,0.17,23.37,2.11
11.79,23.67,0.17,23.84,2.1
11.8,24.04,0.17,23.84,2.1
11.77,23.1,0.17,23.84,2.1
11.83,25.01,0.2,20.94,2.13
11.85,25.8,0.2,17.68,2.24
11.82,24.81,0.2,20.94,2.13
11.88,26.99,0.21,16.31,2.24
11.89,27.59,0.21,13.92,2.24
11.87,26.79,0.21,16.31,2.24
11.86,26.4,0.2,17.68,2.24
11.9,28.58,0.21,13.92,2.29
11.91,29.34,0.19,13.92,2.31
11.9,31.8,0.2,11.46,2.58
11.9,31.8,0.2,11.46,2.58
11.92,33.37,0.2,6.53,2.57
11.9,31.98,0.2,11.46,2.58
11.92,33.73,0.21,6.53,2.59
11.92,33.37,0.2,6.53,2.57
11.92,33.37,0.2,6.53,2.57
11.9,31.98,0.2,11.46,2.58
11.94,33.97,0.23,6.53,2.57
11.93,34.61,0.21,6.53,2.57
11.93,32.01,0.22,9.25,2.43
11.94,33.19,0.23,6.53,2.58
11.94,32.8,0.23,9.25,2.58
11.94,33.58,0.23,6.53,2.58
11.94,33.38,0.23,6.53,2.58
11.93,30.85,0.2,9.3,2.43
11.93,31.23,0.21,9.3,2.43
11.9,28.38,0.21,13.92,2.29
11.92,29.91,0.19,11.04,2.33
11.92,29.91,0.19,11.04,2.33
11.93,30.85,0.2,9.3,2.43
11.93,30.47,0.19,11.04,2.33
11.93,30.85,0.2,9.3,2.43
11.93,31.43,0.21,9.3,2.43
11.93,31.04,0.21,9.3,2.43
11.93,32.01,0.22,9.25,2.43
11.93,34.26,0.21,6.53,2.59
11.93,34.61,0.21,6.53,2.57
11.92,33.73,0.21,6.53,2.59
11.86,26.2,0.2,17.68,2.24
11.88,26.99,0.21,16.31,2.24
11.82,24.61,0.2,23.84,2.1
11.83,25.21,0.2,20.94,2.13
11.82,24.61,0.2,23.84,2.1
11.84,25.6,0.2,20.94,2.13
11.83,25.21,0.2,20.94,2.13
11.77,22.91,0.17,23.84,2.1
11.8,23.86,0.17,23.84,2.1
11.69,20.65,0.17,23.37,2.11
11.74,21.97,0.17,24.16,2.11
11.71,21.22,0.17,23.37,2.11
11.76,22.73,0.17,23.84,2.1
11.75,22.35,0.17,23.84,2.11
11.75,22.35,0.17,23.84,2.11
11.79,23.48,0.17,23.84,2.1
11.77,22.91,0.17,23.84,2.1
11.79,23.67,0.17,23.84,2.1
11.82,24.61,0.2,23.84,2.1
11.82,24.61,0.2,23.84,2.1
11.81,24.23,0.17,23.84,2.1
11.81,24.23,0.17,23.84,2.1
11.79,23.67,0.17,23.84,2.1
11.81,24.42,0.17,23.84,2.1
11.6,18.65,0.14,21.97,2.13
11.63,19.15,0.14,21.97,2.13
11.5,16.58,0.14,31.3,2.12
11.53,17.24,0.15,31.3,2.12
11.51,16.74,0.12,31.3,2.12
11.52,17.06,0.15,31.3,2.12
11.52,17.06,0.15,31.3,2.12
11.38,14.57,0.07,35.43,1.94
11.44,15.54,0.13,31.13,1.94
11.33,13.72,0.11,35.4,1.58
11.21,11.99,0.06,53.27,1.47
11.34,13.92,0.11,35.4,1.58
11.34,13.92,0.11,35.4,1.58
11.19,11.62,0.05,53.27,1.47
11.35,14.07,0.06,35.4,1.58
11.34,13.92,0.11,35.4,1.58
11.19,11.62,0.05,53.27,1.47
11.36,14.18,0.06,35.4,1.58
11.35,14.07,0.06,35.4,1.58
11.45,15.71,0.13,31.13,1.94
11.45,15.71,0.13,31.13,1.94
11.41,15.02,0.1,35.43,1.94
11.45,15.71,0.13,31.13,1.94
11.4,14.84,0.1,35.43,1.94
11.45,15.71,0.13,31.13,1.94
11.36,14.18,0.06,35.4,1.58
11.63,19.15,0.14,21.97,2.13
11.52,17.06,0.15,31.3,2.12
11.62,18.98,0.14,21.97,2.13
11.68,20.47,0.17,23.37,2.11
11.67,20.28,0.16,21.97,2.12
11.45,15.71,0.13,31.13,1.94
11.51,16.9,0.12,31.3,2.12
11.41,15.02,0.1,35.43,1.94
11.51,16.9,0.12,31.3,2.12
11.45,15.71,0.13,31.13,1.94
11.63,19.15,0.14,21.97,2.13
11.61,18.81,0.14,21.97,2.13
11.69,20.65,0.17,23.37,2.11
11.7,21.03,0.17,23.37,2.11
11.52,17.06,0.15,31.3,2.12
11.52,17.06,0.15,31.3,2.12
11.62,18.98,0.14,21.97,2.13
11.06,9.81,0.02,21.43,1.19
11.06,9.96,0.06,21.43,1.19
11.06,9.81,0.02,21.43,1.19
2.83,4.11,0.01,54.56,1.15
2.88,5.53,0.0,45.45,0.84
2.88,5.53,0.0,45.45,0.84
2.76,0.7,0.0,127.89,0.87
2.88,5.53,0.0,45.45,0.84
2.88,5.53,0.0,45.45,0.84
2.93,6.69,0.0,34.97,-0.01
2.93,6.88,0.0,24.68,-0.01
2.91,6.14,0.0,34.97,-0.01
2.95,7.62,0.0,4.67,0.72
2.94,7.07,0.0,4.67,-0.01
2.75,0.06,0.0,127.89,1.16
2.75,0.06,0.0,127.89,1.16
2.76,0.58,0.0,127.89,0.87
2.75,0.06,0.0,127.89,1.16
2.76,0.7,0.0,127.89,0.87
2.76,0.7,0.0,127.89,0.87
2.78,2.56,0.01,71.42,1.31
11.19,11.62,0.05,53.27,1.47
11.06,9.96,0.06,21.43,1.19
11.13,10.8,0.07,35.54,1.19
11.18,11.49,0.07,53.27,1.47
11.18,11.49,0.07,53.27,1.47
11.06,9.96,0.06,21.43,1.19
11.06,9.96,0.06,21.43,1.19
2.76,0.7,0.0,127.89,0.87
2.91,6.14,0.0,34.97,-0.01
11.06,9.96,0.06,21.43,1.19
11.06,9.96,0.06,21.43,1.19
11.06,9.96,0.06,21.43,1.19
11.13,10.8,0.07,35.54,1.19
11.15,11.16,0.07,35.54,1.19
11.11,10.62,0.07,35.54,1.19
11.18,11.49,0.07,53.27,1.47
11.18,11.49,0.07,53.27,1.47
11.18,11.49,0.07,53.27,1.47
11.18,11.49,0.07,53.27,1.47
11.08,10.11,0.06,21.43,1.19
11.11,10.62,0.07,35.54,1.19
11.14,10.98,0.07,35.54,1.19
2.75,0.06,0.0,127.89,1.16
2.76,0.32,0.0,127.89,0.87
2.76,0.58,0.0,127.89,0.87
2.75,0.06,0.0,127.89,1.16
11.06,9.96,0.06,21.43,1.19
2.76,0.58,0.0,127.89,0.87
11.06,9.96,0.06,21.43,1.19
11.13,10.8,0.07,35.54,1.19
11.89,27.59,0.21,13.92,2.24
11.84,25.6,0.2,20.94,2.13
11.87,26.6,0.2,17.68,2.24
11.89,27.98,0.21,13.92,2.29
11.89,27.59,0.21,13.92,2.24
11.82,24.61,0.2,23.84,2.1
11.83,25.01,0.2,20.94,2.13
11.85,26.0,0.2,17.68,2.24
11.88,26.99,0.21,16.31,2.24
11.9,27.43,0.21,15.01,2.29
2.21,1.68,0.05,48.75,2.69
11.48,17.74,0.18,25.88,2.27
11.93,33.9,0.21,7.64,2.59
11.82,27.81,0.17,8.37,2.59
11.68,19.91,0.17,26.36,2.11
11.19,11.07,0.05,36.96,1.37
2.76,0.04,0.0,133.07,1.14
2.29,6.6,0.03,24.74,2.11
2.25,1.76,0.0,48.75,2.55
2.14,0.1,0.04,44.96,2.73
2.18,3.25,0.05,48.75,2.57
2.24,1.32,0.02,48.75,2.55
11.08,11.52,0.15,34.49,2.12
11.94,31.46,0.22,8.7,2.42
11.93,34.26,0.21,7.64,2.59
11.9,31.8,0.2,9.16,2.58
11.87,30.1,0.2,9.16,2.6
11.89,31.44,0.2,9.16,2.59
11.71,23.21,0.17,23.19,2.59
11.82,27.62,0.12,8.37,2.59
11.81,23.87,0.17,23.2,2.1
11.92,29.73,0.19,10.77,2.36
11.74,21.42,0.16,25.5,2.1
11.82,24.06,0.2,23.2,2.1
11.2,11.18,0.05,36.96,1.37
11.51,16.19,0.13,26.34,2.13
11.07,9.41,0.04,19.06,1.04
11.07,9.41,0.04,19.06,1.04
2.3,7.48,0.03,23.42,2.11
2.28,4.96,0.04,27.59,2.11
2.28,4.96,0.04,27.59,2.11
2.26,2.99,0.03,213.21,2.55
2.27,3.62,0.04,45.29,2.55
2.24,1.32,0.02,48.75,2.55
6.74,2.93,0.04,63.78,0.95
2.26,2.85,0.04,213.21,2.55
2.14,0.1,0.04,44.96,2.73
2.22,0.43,0.04,48.75,2.69
2.25,1.76,0.0,48.75,2.55
2.24,1.42,0.02,48.75,2.55
2.24,1.71,0.02,48.75,2.55
2.14,0.3,0.04,51.98,2.62
2.24,1.32,0.02,48.75,2.55
2.16,1.68,0.05,53.28,2.59
2.19,2.8,0.05,48.75,2.57
2.17,2.46,0.05,53.28,2.59
2.3,7.81,0.03,28.13,2.11
10.93,9.71,0.15,28.13,2.12
10.89,9.26,0.09,28.13,2.12
11.31,14.84,0.14,34.67,2.15
11.36,15.61,0.18,42.8,2.22
11.04,11.12,0.15,34.49,2.12
11.53,18.92,0.18,25.88,2.32
11.4,16.39,0.18,43.75,2.22
11.26,14.07,0.14,34.93,2.15
11.84,28.57,0.17,10.0,2.59
11.79,26.26,0.17,8.58,2.58
11.94,32.63,0.22,7.64,2.57
11.92,29.35,0.19,10.77,2.36
11.92,29.73,0.19,10.77,2.36
11.93,31.07,0.22,9.1,2.36
11.94,33.22,0.22,7.64,2.57
11.93,33.9,0.21,7.64,2.59
11.94,33.03,0.22,7.64,2.57
11.92,33.37,0.2,7.64,2.56
11.9,31.8,0.2,9.16,2.58
11.92,33.02,0.2,9.16,2.56
11.89,31.08,0.2,9.16,2.59
11.88,30.69,0.2,9.16,2.59
11.89,31.08,0.2,9.16,2.59
11.85,29.14,0.17,10.0,2.6
11.87,29.9,0.17,9.16,2.6
11.88,30.69,0.2,9.16,2.59
11.91,32.32,0.2,9.16,2.58
11.53,18.72,0.18,25.88,2.27
11.64,21.27,0.19,24.68,2.52
11.59,20.09,0.18,24.68,2.32
11.77,25.5,0.17,8.58,2.58
11.74,24.16,0.17,10.99,2.59
11.84,28.38,0.17,10.0,2.59
11.82,27.81,0.17,8.37,2.59
11.64,21.27,0.19,24.68,2.52
11.75,24.73,0.17,10.99,2.59
11.72,23.59,0.17,23.19,2.59
11.6,17.94,0.12,24.23,2.11
11.76,21.99,0.16,25.5,2.1
11.86,25.65,0.2,16.74,2.22
11.88,26.84,0.21,15.01,2.27
11.84,24.85,0.2,19.76,2.22
11.92,33.55,0.21,7.64,2.59
11.92,33.37,0.2,7.64,2.56
11.94,31.85,0.22,8.7,2.42
11.93,33.81,0.23,7.64,2.57
11.92,28.98,0.19,13.29,2.3
11.93,30.29,0.2,9.1,2.36
11.93,30.68,0.22,9.1,2.36
11.82,24.06,0.2,23.2,2.1
11.86,25.65,0.2,16.74,2.22
11.71,20.48,0.17,26.92,2.11
11.78,22.74,0.17,25.5,2.1
11.76,22.17,0.17,25.5,2.1
11.81,23.87,0.17,23.2,2.1
11.8,23.49,0.17,23.2,2.1
11.5,16.03,0.14,26.34,2.13
11.61,18.26,0.14,24.23,2.11
11.28,12.37,0.09,36.96,1.63
11.39,14.14,0.09,29.98,1.81
11.19,11.07,0.05,36.96,1.37
11.4,14.29,0.12,29.98,1.81
11.4,14.29,0.12,29.98,1.81
11.42,14.64,0.14,29.98,1.81
11.62,18.43,0.14,24.23,2.11
11.51,16.19,0.13,26.34,2.13
11.62,18.43,0.14,24.23,2.11
11.13,10.25,0.06,41.35,1.37
2.81,2.99,0.01,56.54,1.17
2.91,5.59,0.0,1.34,0.21
2.91,5.76,0.0,1.34,0.21
2.76,0.04,0.0,133.07,1.14
2.76,0.04,0.0,133.07,1.14
11.14,10.43,0.06,41.35,1.37
2.91,5.59,0.0,1.34,0.21
11.07,9.41,0.04,19.06,1.04
11.15,10.61,0.06,41.35,1.37
11.15,10.61,0.06,41.35,1.37
2.76,0.04,0.0,133.07,1.14
11.87,26.24,0.21,15.01,2.27
2.3,7.12,0.03,23.42,2.11
2.28,5.52,0.05,27.59,2.11
2.29,6.16,0.02,24.74,2.11
2.27,4.35,0.04,27.59,2.55
2.29,5.72,0.03,24.74,2.11
2.27,3.77,0.04,45.29,2.55
2.28,4.96,0.04,27.59,2.11
2.27,3.62,0.04,45.29,2.55
2.26,2.99,0.03,213.21,2.55
2.26,3.45,0.05,45.29,2.55
2.26,2.85,0.04,213.21,2.55
2.26,2.99,0.03,213.21,2.55
2.26,2.99,0.03,213.21,2.55
2.24,1.71,0.02,48.75,2.55
2.24,1.71,0.02,48.75,2.55
2.25,2.2,0.04,213.21,2.55
2.23,0.71,0.03,48.75,2.68
2.23,0.37,0.02,48.75,2.68
2.24,1.21,0.03,48.75,2.55
2.26,3.25,0.05,45.29,2.55
2.25,2.02,0.04,213.21,2.55
2.27,4.35,0.04,27.59,2.55
2.26,2.99,0.03,213.21,2.55
2.27,3.62,0.04,45.29,2.55
2.14,0.1,0.04,44.96,2.73
2.14,0.1,0.04,44.96,2.73
2.14,0.1,0.04,44.96,2.73
2.14,0.1,0.04,44.96,2.73
2.14,0.1,0.04,44.96,2.73
2.23,0.71,0.03,48.75,2.68
2.22,0.26,0.04,48.75,2.68
2.2,2.24,0.05,48.75,2.69
2.21,1.49,0.05,48.75,2.69
2.25,1.85,0.04,48.75,2.55
2.24,1.62,0.02,48.75,2.55
2.26,2.99,0.03,213.21,2.55
2.26,2.85,0.04,213.21,2.55
2.24,1.71,0.02,48.75,2.55
2.24,1.32,0.02,48.75,2.55
2.24,1.71,0.02,48.75,2.55
2.25,1.76,0.0,48.75,2.55
2.26,2.99,0.03,213.21,2.55
2.26,2.99,0.03,213.21,2.55
2.24,1.71,0.02,48.75,2.55
2.24,1.71,0.02,48.75,2.55
2.24,1.32,0.02,48.75,2.55
2.24,1.08,0.03,48.75,2.55
2.17,2.27,0.05,53.28,2.59
2.26,2.85,0.04,213.21,2.55
2.24,1.62,0.02,48.75,2.55
2.24,1.71,0.02,48.75,2.55
2.17,2.46,0.05,53.28,2.59
2.14,0.49,0.04,51.98,2.62
2.2,2.05,0.05,48.75,2.69
2.19,2.99,0.05,48.75,2.57
2.24,0.96,0.02,48.75,2.55
2.24,0.96,0.02,48.75,2.55
2.24,0.96,0.02,48.75,2.55
2.18,2.86,0.05,53.28,2.59
2.24,1.08,0.03,48.75,2.55
2.14,0.1,0.04,44.96,2.73
2.15,0.89,0.04,51.98,2.62
2.16,1.68,0.05,53.28,2.59
2.18,2.86,0.05,53.28,2.59
2.18,3.25,0.05,48.75,2.57
2.17,2.27,0.05,53.28,2.59
2.29,5.72,0.03,24.74,2.11
2.3,7.48,0.03,23.42,2.11
2.29,6.6,0.03,24.74,2.11
10.94,9.87,0.12,28.13,2.12
2.3,7.65,0.03,23.42,2.11
2.31,8.28,0.03,28.13,2.11
