index,lon,lat,age
312,-104.091,20.942,4
313,-104.058,21.041,4
314,-104.018,21.043,4
315,-103.985,21.019,4
316,-103.976,21.023,4
317,-103.954,21.036,4
318,-103.73,21.054,4
319,-103.719,20.947,4
320,-103.697,21.066,4
321,-103.638,21.186,4
322,-103.602,21.097,4
323,-103.579,20.855,4
324,-103.538,20.871,4
325,-103.538,20.873,4
326,-103.537,20.869,4
327,-103.5,21.075,4
328,-103.49,20.868,4
329,-103.484,21.087,4
330,-103.463,20.938,4
331,-103.425,21.043,4
332,-103.423,21.006,4
333,-103.423,21.01,4
334,-103.419,21.05,4
335,-103.409,20.962,4
336,-103.406,20.937,4
337,-103.353,20.885,4
338,-103.352,20.869,4
339,-103.343,20.782,4
340,-103.34,20.809,4
341,-103.34,20.824,4
342,-103.339,20.802,4
343,-103.337,20.772,4
344,-103.302,20.799,4
345,-103.257,20.842,4
346,-103.17,21.01,4
347,-100.515,19.3967,4
348,-100.5135,19.411,4
349,-100.4625,19.4253,4
350,-100.43,19.417,4
351,-118.17,49.6,5
352,-121.3,50.7,8
353,-128.563,53.466,9
354,-128.385,54.004,10
355,-120.7,51.4,10
356,-127.603,52.273,11
357,-128.269,54.136,13
358,-128.711,53.893,14
359,-128.711,53.896,16
360,-129.624,53.05,20
361,-128.63,53.495,20
362,-128.511,53.433,20
363,-123,51,20
364,-122.63,54.52,26
365,-119.87,49.55,27
366,-119.74,49.8275,27
367,-119.6472,49.4753,27
368,-119.62,49.3,27
369,-106.71,38.23,27
370,-106.53,37.35,28
371,-106.8,38,32
372,-127.202,52.351,38
373,-127.055,52.622,44
374,-129.172,54.201,45
375,-126.5307,54.4753,50
376,-126.382,54.4965,50
377,-126.3652,54.4692,50
378,-126.2787,54.3422,50
379,-126.2742,54.3412,50
380,-126.198,54.3443,50
381,-126.1923,54.3343,50
382,-126.1913,54.2813,50
383,-126.1272,54.3303,50
384,-122.5,51.3,50
385,-126.5037,54.1602,51
386,-126.4993,54.4837,51
387,-126.374,54.379,51
388,-126.356,54.4805,51
389,-126.3398,54.4443,51
