index,lon,lat,age
344,-69.622911,-36.277068,2
345,-69.3049,-36.2802,2
346,-69.3296,-36.2814,2
347,-69.3186,-36.2948,2
348,-69.332,-36.2966,2
349,-69.333707,-36.301032,2
350,-69.413251,-36.301812,2
351,-69.3314,-36.30236,2
352,-69.3314,-36.30237,2
353,-69.07818,-36.30255,2
354,-69.07819,-36.30256,2
355,-69.3165,-36.3032,2
356,-69.31853,-36.306,2
357,-69.3185,-36.306,2
358,-69.2967,-36.3079,2
359,-69.296578,-36.308101,2
360,-69.29797,-36.30911,2
361,-69.2988,-36.3095,2
362,-69.666953,-36.310645,2
363,-69.28743,-36.31122,2
364,-69.28744,-36.31122,2
365,-69.6664,-36.3124,2
366,-69.66558,-36.31269,2
367,-69.6636,-36.3129,2
368,-69.6633,-36.3129,2
369,-69.66588,-36.31321,2
370,-69.664,-36.3133,2
371,-69.55395,-36.31385,2
372,-69.66344,-36.31422,2
373,-69.374542,-36.319077,2
374,-69.680367,-36.321231,2
375,-69.30044,-36.32369,2
376,-69.6465,-36.3281,2
377,-69.31183,-36.33335,2
378,-69.31183,-36.33336,2
379,-69.32452,-36.3346,2
380,-69.32453,-36.33461,2
381,-69.6206,-36.3362,2
382,-69.6199,-36.3363,2
383,-69.400259,-36.337061,2
384,-69.47198,-36.33761,2
385,-69.39555,-36.33783,2
386,-69.39556,-36.33783,2
387,-69.470704,-36.338115,2
388,-69.38658,-36.33972,2
389,-69.411389,-36.354544,2
390,-69.234062,-36.356047,2
391,-69.27699,-36.35665,2
392,-69.2765,-36.35861,2
393,-68.57544,-36.37317,2
394,-68.5763,-36.373194,2
395,-69.2135,-36.3739,2
396,-69.453104,-36.374001,2
397,-69.402349,-36.374773,2
398,-69.208615,-36.375531,2
399,-69.25908,-36.37664,2
400,-69.25872,-36.37667,2
401,-69.23782,-36.37672,2
402,-69.26119,-36.37672,2
403,-69.25739,-36.37697,2
404,-69.219251,-36.377181,2
405,-69.22119,-36.37789,2
406,-69.43778,-36.378602,2
407,-69.30486,-36.37942,2
408,-69.403254,-36.380263,2
409,-69.2101,-36.3803,2
410,-69.219795,-36.380322,2
411,-69.19827,-36.38033,2
412,-69.1774,-36.38328,2
413,-69.2353,-36.3855,2
414,-69.35017,-36.3855,2
415,-69.35016,-36.3855,2
416,-69.04147,-36.3871,2
417,-69.04147,-36.38711,2
418,-69.29718,-36.3886,2
419,-69.29719,-36.38861,2
420,-69.17307,-36.38952,2
421,-69.16877,-36.3898,2
422,-69.21708,-36.3903,2
423,-69.04269,-36.39061,2
424,-69.36699,-36.3917,2
425,-69.392026,-36.393234,2
426,-69.39119,-36.39371,2
427,-69.2191,-36.3938,2
428,-69.22035,-36.39402,2
429,-69.16847,-36.39553,2
430,-69.05822,-36.3958,2
431,-69.35,-36.4,2
432,-69.425,-36.4,2
