conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,dist_nearest_edge,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent,label
3.97,-4.2,2.23,-164.45,0.18,25.22,3.96,-0.29,-2.15,-0.6,-2.03,-26.29,1.82,-0.9,60.95,34.65,132.56,2.42,False
9.02,-26.59,1.86,147.16,0.19,24.86,8.06,-4.04,-1.57,1.01,-7.17,-24.9,6.5,-3.02,49.14,40.8,118.91,2.19,False
5.13,-22.2,1.85,111.38,0.17,15.56,4.75,-1.94,-0.68,1.73,-4.08,-2.92,4.08,-0.21,17.41,0.07,64.9,1.36,False
5.09,-16.8,-1.98,-85.27,0.2,11.91,4.87,-1.47,0.16,-1.97,-6.08,-34.65,5.0,-3.46,32.88,43.55,95.29,2.24,False
12.46,-18.12,2.86,-172.33,0.18,33.55,11.84,-3.87,-2.84,-0.38,-9.97,-25.34,9.01,-4.27,89.94,7.14,152.66,2.25,False
7.78,-26.09,1.86,105.43,0.18,13.99,6.99,-3.42,-0.5,1.8,-6.7,-14.04,6.5,-1.63,30.27,24.36,91.11,2.07,False
9.55,5.59,2.43,-110.13,0.18,20.64,9.51,0.93,-0.84,-2.28,-8.79,-8.88,8.68,-1.36,28.08,36.11,87.59,2.16,False
11.93,-29.79,0.77,-166.33,0.19,30.01,10.35,-5.93,-0.74,-0.18,-11.38,-32.25,9.63,-6.07,2.72,24.33,46.43,1.28,False
4.62,8.55,-1.41,-11.28,0.2,16.64,4.57,0.69,1.38,-0.28,-5.96,3.69,5.95,0.38,14.35,12.53,48.98,1.81,False
9.46,-11.27,2.43,-126.94,0.18,20.94,9.27,-1.85,-1.46,-1.94,-8.7,-25.91,7.82,-3.8,28.72,36.41,89.69,2.16,False
9.0,3.17,2.38,-110.55,0.18,20.64,8.99,0.5,-0.84,-2.23,-8.35,-12.01,8.17,-1.74,38.16,37.98,103.52,2.27,False
8.8,-17.26,2.36,-103.86,0.2,23.52,8.4,-2.61,-0.56,-2.29,-9.22,-32.12,7.81,-4.9,47.46,29.53,116.78,2.03,False
8.26,-54.4,-1.77,-25.89,0.18,20.81,4.81,-6.71,1.59,-0.77,-9.86,-49.47,6.41,-7.49,39.34,45.18,103.7,1.99,False
10.7,-27.8,2.41,-121.78,0.19,23.66,9.46,-4.99,-1.27,-2.05,-10.78,-40.73,8.17,-7.03,51.68,19.69,122.22,2.11,False
8.79,-13.6,2.38,-126.65,0.18,21.64,8.54,-2.07,-1.42,-1.91,-8.18,-29.2,7.14,-3.99,37.18,36.85,102.03,2.3,False
8.57,-55.28,-1.78,-26.72,0.2,21.01,4.88,-7.04,1.59,-0.8,-10.17,-50.48,6.47,-7.85,36.82,23.61,101.43,2.13,False
11.91,-19.97,2.81,-172.96,0.2,27.71,11.19,-4.07,-2.79,-0.34,-9.5,-27.74,8.41,-4.42,81.56,13.04,148.41,2.36,False
8.23,-18.49,2.35,-102.7,0.2,21.37,7.81,-2.61,-0.52,-2.29,-8.76,-34.02,7.26,-4.9,35.5,29.53,99.44,2.24,False
9.0,-18.11,1.92,156.44,0.2,28.16,8.55,-2.8,-1.76,0.77,-7.09,-16.57,6.79,-2.02,50.86,38.63,121.12,2.2,False
-0.07,111.91,1.04,177.06,0.19,35.5,-0.02,0.06,-1.04,0.05,1.07,174.3,-1.07,0.11,73.6,23.26,143.41,2.52,False
8.58,-66.31,-6.44,83.2,0.19,9.03,3.45,-7.86,0.76,6.39,-4.48,-19.07,4.24,-1.47,31.87,0.06,81.54,2.03,False
3.29,-75.31,-3.63,-2.3,0.17,15.52,0.83,-3.18,3.63,-0.15,-5.59,-36.85,4.47,-3.35,32.51,65.2,80.12,1.92,False
8.97,-17.1,1.94,157.75,0.18,29.66,8.57,-2.64,-1.79,0.73,-7.04,-15.62,6.78,-1.9,55.42,31.27,126.59,2.17,False
2.64,11.95,2.03,-152.36,0.2,28.34,2.58,0.55,-1.79,-0.94,-0.89,-27.1,0.79,-0.41,50.32,32.67,118.45,1.32,False
8.51,-57.73,6.44,92.6,0.2,12.74,4.54,-7.2,-0.29,6.43,-4.35,-10.09,4.28,-0.76,21.87,1.9,73.23,1.62,False
9.96,-46.2,-2.11,-21.56,0.2,24.02,6.89,-7.19,1.96,-0.77,-11.91,-41.97,8.86,-7.97,56.55,20.01,127.93,2.33,False
10.8,4.2,2.42,-125.61,0.2,26.55,10.78,0.79,-1.41,-1.97,-9.45,-7.21,9.38,-1.19,42.88,24.89,104.97,2.47,False
10.96,-7.56,4.17,171.64,0.18,20.46,10.86,-1.44,-4.13,0.61,-6.79,-7.16,6.73,-0.85,25.58,23.94,83.44,2.3,False
12.04,3.63,2.43,-126.02,0.18,21.59,12.02,0.76,-1.43,-1.97,-10.67,-6.52,10.6,-1.21,27.84,36.68,87.2,2.23,False
5.76,-26.44,1.88,105.97,0.2,9.22,5.16,-2.56,-0.52,1.8,-4.71,-9.3,4.65,-0.76,33.32,7.98,95.96,2.22,False
3.69,-27.32,1.85,130.09,0.18,15.74,3.27,-1.69,-1.19,1.42,-2.09,-7.74,2.07,-0.28,24.33,0.32,49.53,1.63,False
3.55,8.32,2.14,-155.43,0.18,25.61,3.51,0.51,-1.94,-0.89,-1.62,-13.82,1.58,-0.39,57.76,37.19,129.25,2.42,False
8.16,-15.22,2.38,-127.92,0.2,25.43,7.87,-2.14,-1.46,-1.88,-7.59,-32.08,6.43,-4.03,43.26,35.22,111.0,2.34,False
7.95,-25.46,2.38,-135.86,0.19,25.93,7.17,-3.42,-1.71,-1.66,-7.48,-42.86,5.48,-5.09,40.83,36.22,107.5,2.36,False
5.13,-3.3,1.85,130.09,0.19,15.74,5.13,-0.3,-1.19,1.42,-4.1,15.96,3.94,1.13,20.7,0.65,50.06,1.63,False
2.6,3.23,2.02,-161.13,0.19,28.54,2.59,0.15,-1.91,-0.65,-0.86,-37.15,0.69,-0.52,50.32,32.67,118.45,1.32,False
4.43,-35.64,2.37,-137.35,0.19,27.46,3.6,-2.58,-1.74,-1.61,-4.61,-65.98,1.88,-4.21,47.71,37.83,117.12,2.38,False
9.62,5.27,1.81,-147.24,0.18,26.99,9.57,0.88,-1.52,-0.98,-8.06,-0.63,8.06,-0.09,1.85,49.67,45.22,1.31,False
5.16,-26.33,-1.25,-57.92,0.2,10.94,4.63,-2.29,0.66,-1.06,-6.25,-32.53,5.27,-3.36,34.65,40.65,98.13,2.22,False
8.96,-16.94,1.93,157.86,0.18,29.49,8.58,-2.61,-1.79,0.73,-7.04,-15.45,6.79,-1.88,55.48,30.76,130.47,2.16,False
5.03,-28.9,-1.3,-53.37,0.18,13.24,4.41,-2.43,0.78,-1.04,-6.23,-34.08,5.16,-3.49,26.54,42.66,84.62,2.2,False
8.96,-17.11,1.94,157.78,0.18,29.84,8.57,-2.64,-1.8,0.73,-7.03,-15.64,6.77,-1.9,55.42,31.27,126.59,2.17,False
18.64,5.5,2.36,-119.05,0.16,11.92,18.55,1.79,-1.15,-2.06,-17.4,-0.86,17.39,-0.26,14.85,22.06,65.71,1.78,False
5.24,-11.87,1.86,121.62,0.18,14.52,5.12,-1.08,-0.98,1.58,-4.19,6.98,4.16,0.51,19.83,3.84,51.31,1.36,False
13.17,-20.38,2.5,178.01,0.2,22.35,12.35,-4.59,-2.5,0.09,-10.83,-24.49,9.85,-4.49,56.83,16.77,128.09,2.19,False
8.5,-58.09,6.44,92.49,0.2,11.96,4.49,-7.22,-0.28,6.43,-4.31,-10.41,4.24,-0.78,23.01,1.15,44.91,2.01,False
-9.33,-99.63,4.07,149.59,0.19,0.09,-1.56,-9.2,-3.51,2.06,8.75,-124.89,-5.01,-7.18,71.17,25.5,141.56,2.15,False
4.75,-49.57,6.76,117.13,0.1,0.05,3.08,-3.61,-3.08,6.02,2.41,90.57,-0.02,2.41,19.39,61.25,112.09,2.03,False
0.94,-51.82,-3.57,-24.38,0.19,1.86,0.58,-0.74,3.25,-1.47,-4.43,-29.84,3.84,-2.2,70.63,295.6,140.1,2.61,False
9.87,-27.28,2.38,-126.86,0.18,0.09,8.77,-4.53,-1.43,-1.91,-9.78,-41.2,7.36,-6.44,79.35,35.46,149.82,2.15,False
4.27,-60.41,-5.4,86.62,0.18,0.09,2.11,-3.71,0.32,5.39,-2.95,34.79,2.43,1.69,32.26,29.93,162.91,2.09,False
9.84,10.87,4.76,-172.69,0.2,4.99,9.67,1.86,-4.72,-0.61,-5.1,13.82,4.95,1.22,66.1,12.83,137.39,2.59,False
4.93,-74.02,7.0,95.32,0.18,0.09,1.36,-4.74,-0.65,6.97,-2.34,72.92,0.69,2.24,29.08,74.09,142.49,2.08,False
10.0,-21.41,2.69,174.81,0.11,9.26,9.31,-3.65,-2.68,0.24,-7.45,-27.08,6.63,-3.39,50.31,28.11,120.39,2.08,False
3.96,0.62,2.6,-165.05,0.19,0.1,3.96,0.04,-2.51,-0.67,-1.6,-23.93,1.46,-0.65,86.43,43.06,152.67,2.5,False
7.97,-14.12,2.12,157.73,0.14,10.42,7.73,-1.94,-1.96,0.8,-5.88,-11.12,5.77,-1.13,31.74,100.8,93.4,1.79,False
10.92,-58.78,6.48,94.52,0.2,0.1,5.66,-9.34,-0.51,6.46,-5.87,-29.46,5.11,-2.89,72.33,9.68,142.41,2.62,False
9.74,-8.34,2.86,152.12,0.2,11.71,9.64,-1.41,-2.53,1.34,-7.1,-0.73,7.1,-0.09,75.38,16.24,139.33,2.28,False
2.54,-86.15,-2.09,-45.51,0.2,1.67,0.17,-2.54,1.46,-1.49,-4.35,-67.95,1.63,-4.03,64.2,30.35,135.63,2.59,False
4.99,-16.55,2.6,-166.52,0.2,0.52,4.79,-1.42,-2.53,-0.61,-3.05,-42.16,2.26,-2.05,87.63,42.46,153.38,2.31,False
7.71,-14.95,2.64,-168.79,0.16,0.08,7.45,-1.99,-2.59,-0.51,-5.48,-27.3,4.87,-2.51,92.63,41.84,153.75,2.46,False
3.86,11.78,-0.91,14.55,0.19,0.1,3.78,0.79,0.88,0.23,-4.77,12.54,4.65,1.03,53.76,106.25,123.69,2.23,False
13.94,-19.78,2.91,-172.57,0.2,12.11,13.12,-4.72,-2.88,-0.38,-11.44,-26.49,10.24,-5.1,79.43,8.49,147.18,2.47,False
9.38,42.57,4.43,-161.12,0.19,0.1,6.91,6.35,-4.19,-1.43,-5.6,60.8,2.73,4.89,74.03,138.37,138.99,2.32,False
7.78,-40.37,2.38,-127.18,0.19,0.1,5.92,-5.04,-1.44,-1.9,-8.28,-57.06,4.5,-6.95,78.87,35.04,149.05,2.16,False
7.39,-14.66,2.59,-167.39,0.2,1.6,7.15,-1.87,-2.53,-0.57,-5.24,-27.87,4.63,-2.45,88.06,22.83,151.18,2.62,False
0.71,-20.91,2.89,-163.86,0.1,0.05,0.66,-0.25,-2.77,-0.8,2.36,-153.53,-2.11,-1.05,68.08,318.17,141.14,2.49,False
12.26,-22.37,2.9,-172.79,0.2,11.71,11.33,-4.66,-2.88,-0.36,-9.84,-30.78,8.45,-5.03,75.51,8.83,144.75,2.53,False
10.51,-28.3,6.4,122.16,0.01,0.01,9.26,-4.98,-3.41,5.42,-5.83,4.06,5.82,0.41,72.72,9.8,142.7,2.62,False
6.6,19.48,2.73,-138.92,0.2,8.92,6.23,2.2,-2.06,-1.8,-4.19,5.49,4.18,0.4,65.14,16.97,126.26,2.21,False
8.49,51.83,-2.91,-85.09,0.19,9.56,5.25,6.68,0.25,-2.9,-6.66,34.53,5.49,3.78,25.16,17.94,87.72,2.36,False
5.36,35.99,-2.38,-58.74,0.19,15.1,4.34,3.15,1.24,-2.04,-5.7,11.39,5.59,1.13,45.63,26.96,108.61,2.27,False
6.32,23.95,2.43,-128.55,0.2,8.74,5.78,2.57,-1.52,-1.9,-4.32,8.74,4.27,0.66,74.13,29.18,129.69,2.38,False
8.23,24.53,-2.38,-76.22,0.19,12.24,7.49,3.42,0.57,-2.31,-8.14,7.81,8.07,1.11,46.34,20.25,99.41,2.22,False
3.3,20.96,-1.53,0.1,0.19,18.24,3.08,1.18,1.53,0.0,-4.76,14.08,4.62,1.16,11.09,0.0,55.02,1.93,False
3.54,-0.1,2.25,-164.54,0.19,14.84,3.54,-0.01,-2.17,-0.6,-1.5,-24.12,1.37,-0.61,63.68,28.65,132.58,2.21,False
7.29,12.12,1.84,143.03,0.2,17.24,7.13,1.53,-1.47,1.11,-6.26,25.02,5.67,2.65,17.88,0.84,49.27,1.81,False
7.28,-13.98,2.38,-99.19,0.19,3.36,7.07,-1.76,-0.38,-2.35,-7.86,-31.52,6.7,-4.11,70.37,36.18,111.47,2.32,False
2.11,43.81,-1.22,19.44,0.2,6.96,1.52,1.46,1.15,0.41,-3.26,35.26,2.66,1.88,14.7,52.27,98.99,2.16,False
15.11,42.22,4.31,-141.76,0.19,16.5,11.19,10.15,-3.38,-2.67,-10.81,43.76,7.81,7.48,28.02,7.37,86.5,2.16,False
5.12,16.54,-2.38,-79.15,0.19,16.44,4.91,1.46,0.45,-2.34,-5.45,-9.28,5.38,-0.88,41.7,25.65,108.61,2.28,False
11.53,62.57,4.27,-117.54,0.19,13.8,5.31,10.23,-1.98,-3.79,-7.25,62.55,3.34,6.44,23.85,1.07,80.57,2.25,False
5.77,10.63,-2.38,-77.06,0.19,12.2,5.67,1.07,0.53,-2.32,-6.35,-11.36,6.23,-1.25,47.5,22.24,103.86,2.24,False
7.05,3.35,-3.45,42.56,0.19,19.45,7.04,0.41,2.54,2.33,-9.99,15.81,9.61,2.72,12.22,1.71,47.38,1.99,False
2.0,85.15,-2.3,-87.48,0.19,17.41,0.17,1.99,0.1,-2.3,-0.42,-46.1,0.29,-0.3,36.31,34.68,111.18,2.13,False
7.18,23.37,1.84,154.02,0.19,17.83,6.59,2.85,-1.65,0.8,-6.16,36.49,4.95,3.66,15.25,0.0,60.06,1.79,False
4.52,-81.61,-2.93,29.66,0.19,2.4,0.66,-4.48,2.54,1.45,-4.4,-43.19,3.21,-3.01,57.01,169.46,128.34,2.24,False
13.27,31.27,2.9,-122.08,0.19,23.97,11.35,6.89,-1.54,-2.46,-10.76,24.29,9.81,4.43,88.82,17.24,151.19,2.25,False
7.65,15.53,2.49,-140.41,0.19,6.53,7.37,2.05,-1.92,-1.59,-5.48,4.75,5.46,0.45,76.63,25.35,131.62,2.41,False
2.13,-69.12,-1.96,-19.93,0.19,6.31,0.76,-1.99,1.84,-0.67,-3.71,-45.65,2.6,-2.66,56.07,11.04,127.25,2.35,False
11.66,59.77,4.31,-120.18,0.19,14.5,5.87,10.07,-2.17,-3.73,-7.35,59.66,3.71,6.34,20.04,9.25,74.14,2.09,False
7.97,24.65,-2.38,-75.92,0.19,13.52,7.24,3.32,0.58,-2.31,-7.9,7.39,7.84,1.02,45.64,17.32,98.11,2.21,False
-2.02,91.21,2.34,-108.56,0.19,12.32,-0.04,2.02,-0.75,-2.22,0.8,-164.74,-0.77,-0.21,39.79,24.38,110.62,2.11,False
12.75,-1.83,4.42,-153.41,0.2,5.46,12.74,-0.41,-3.95,-1.98,-9.12,-15.23,8.8,-2.4,54.85,84.36,125.45,2.43,False
4.54,-81.77,-2.95,29.58,0.19,7.75,0.65,-4.5,2.56,1.46,-4.42,-43.22,3.22,-3.03,54.96,185.99,130.76,2.25,False
3.37,-0.1,2.2,-164.13,0.19,16.0,3.37,-0.01,-2.11,-0.6,-1.4,-25.98,1.26,-0.61,58.72,19.3,129.68,2.21,False
4.05,21.77,-1.49,0.11,0.19,18.58,3.76,1.5,1.49,0.0,-5.45,15.71,5.25,1.48,14.35,0.0,48.98,1.72,False
12.73,-1.99,4.42,-153.71,0.2,5.88,12.72,-0.44,-3.96,-1.96,-9.1,-15.37,8.77,-2.41,56.53,78.47,128.43,2.41,False
6.27,42.37,2.62,-119.81,0.19,24.35,4.63,4.23,-1.3,-2.28,-3.87,30.08,3.35,1.94,81.4,33.82,148.34,2.49,False
1.58,27.07,2.36,-122.45,0.2,11.0,1.41,0.72,-1.27,-1.99,-1.3,-83.07,0.16,-1.29,39.64,31.7,111.22,2.09,False
2.75,49.86,1.72,-159.63,0.19,28.0,1.78,2.11,-1.61,-0.6,-1.5,83.62,0.17,1.5,73.55,32.8,144.02,2.47,False
11.41,41.08,4.26,-139.42,0.19,16.82,8.6,7.5,-3.24,-2.77,-7.15,41.29,5.37,4.72,22.45,0.02,78.21,2.17,False
7.9,-37.06,2.38,-128.14,0.18,0.09,6.31,-4.76,-1.47,-1.87,-8.23,-53.88,4.85,-6.65,83.81,40.1,150.91,2.16,False
2.53,-59.41,-1.97,-19.86,0.19,6.35,1.29,-2.18,1.85,-0.67,-4.23,-42.25,3.13,-2.85,58.44,17.06,129.82,2.44,False
8.89,-17.23,6.5,145.28,0.19,13.25,8.49,-2.63,-5.34,3.7,-3.3,18.38,3.13,1.04,44.98,4.8,113.1,2.44,False
-2.41,118.12,2.32,-104.63,0.19,16.23,-1.14,2.12,-0.59,-2.24,1.71,-175.72,-1.7,-0.13,41.38,33.08,110.64,2.07,False
4.85,-12.46,1.73,141.64,0.2,10.81,4.74,-1.05,-1.36,1.08,-3.37,0.34,3.37,0.02,46.21,5.4,114.92,2.33,False
