conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,dist_nearest_edge,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent,label
4.45,-34.24,2.41,147.02,0.17,0.09,3.68,-2.5,-2.02,1.31,-2.04,-35.92,1.65,-1.2,11.06,15.76,59.58,1.53,False
8.88,29.41,-3.82,-87.39,0.19,3.56,7.74,4.36,0.17,-3.82,-7.93,3.68,7.91,0.51,97.61,12.3,155.66,2.85,False
8.72,50.14,-6.8,-68.04,0.19,3.95,5.59,6.69,2.54,-6.31,-8.16,2.65,8.15,0.38,70.22,4.64,140.54,2.73,False
10.78,-6.56,4.81,-139.16,0.19,16.44,10.71,-1.23,-3.64,-3.15,-8.3,-31.91,7.04,-4.38,69.75,37.34,141.25,2.44,False
8.79,49.64,9.13,-176.78,0.19,12.32,5.7,6.7,-9.12,-0.51,7.06,118.99,-3.42,6.18,97.09,6.37,155.7,1.39,False
9.02,5.02,5.3,-116.51,0.07,0.04,8.98,0.79,-2.36,-4.74,-7.73,-30.64,6.65,-3.94,54.94,1.78,130.47,2.58,False
13.95,-55.35,4.9,-178.4,0.2,19.48,7.93,-11.48,-4.89,-0.14,-11.99,-75.37,3.03,-11.6,71.95,30.43,142.18,2.57,False
1.5,-82.08,-2.72,-66.39,0.19,0.09,0.21,-1.49,1.09,-2.49,-4.18,-71.95,1.3,-3.98,88.45,12.1,126.79,2.54,False
1.5,-82.08,-2.99,-75.81,0.19,0.09,0.21,-1.49,0.73,-2.9,-4.48,-77.98,0.93,-4.39,98.35,19.94,156.27,2.82,False
15.72,25.96,6.46,-141.77,0.2,16.24,14.13,6.88,-5.07,-4.0,-9.52,17.43,9.08,2.85,90.5,22.07,152.94,2.69,False
7.23,-15.72,2.73,138.94,0.19,0.09,6.96,-1.96,-2.06,1.79,-4.91,-1.83,4.91,-0.16,2.49,20.36,45.43,1.06,False
13.92,-31.71,3.76,-163.32,0.19,11.79,11.84,-7.32,-3.61,-1.08,-11.76,-45.65,8.22,-8.41,51.49,27.78,121.96,2.14,False
17.18,9.52,5.66,-140.11,0.17,7.24,16.95,2.84,-4.34,-3.63,-12.63,-3.66,12.6,-0.81,82.34,38.05,149.44,2.6,False
8.37,41.24,4.77,-109.61,0.2,4.54,6.3,5.52,-1.6,-4.49,-4.79,12.66,4.67,1.05,32.48,0.0,94.61,2.36,False
4.46,-43.81,1.67,-144.51,0.18,11.22,3.22,-3.09,-1.36,-0.97,-4.45,-65.48,1.85,-4.05,1.42,6.43,44.69,1.52,False
8.83,38.79,9.09,172.79,0.2,7.44,6.89,5.53,-9.02,1.14,7.0,107.75,-2.13,6.67,88.28,4.8,125.49,2.52,False
15.57,29.26,5.16,-129.65,0.19,12.53,13.58,7.61,-3.29,-3.97,-10.91,19.26,10.3,3.6,65.67,35.61,137.02,2.38,False
8.8,49.24,9.12,-176.77,0.19,8.1,5.75,6.67,-9.11,-0.51,7.0,118.62,-3.35,6.15,90.19,7.42,133.58,2.53,False
15.76,36.59,5.31,-124.43,0.19,16.44,12.65,9.4,-3.0,-4.38,-10.88,27.24,9.67,4.98,71.57,44.06,141.91,2.42,False
7.29,-30.4,9.23,-177.12,0.19,15.44,6.29,-3.69,-9.21,-0.46,5.05,-125.41,-2.93,-4.12,88.67,3.95,146.98,1.92,False
10.81,4.17,1.73,-158.93,0.19,3.53,10.78,0.79,-1.61,-0.62,-9.17,0.92,9.17,0.15,98.77,17.64,155.88,2.74,False
14.49,9.85,4.97,-114.43,0.18,22.09,14.27,2.48,-2.05,-4.52,-12.4,-9.47,12.23,-2.04,62.37,15.14,133.96,2.54,False
9.91,-14.56,4.54,-143.54,0.17,11.61,9.59,-2.49,-3.65,-2.7,-7.86,-41.29,5.91,-5.19,62.95,33.82,135.47,2.17,False
9.02,0.73,2.38,-138.94,0.19,19.19,9.01,0.11,-1.8,-1.57,-7.35,-11.34,7.2,-1.44,14.95,13.82,65.85,1.78,False
8.83,38.81,9.1,172.79,0.2,7.64,6.88,5.53,-9.03,1.14,7.0,107.8,-2.14,6.67,88.28,4.8,125.49,2.52,False
12.67,-50.24,4.93,-175.84,0.2,19.48,8.1,-9.74,-4.92,-0.36,-10.56,-72.53,3.17,-10.08,76.83,38.54,145.58,2.14,False
2.73,45.39,3.67,-92.94,0.19,1.03,1.92,1.94,-0.19,-3.67,-2.45,-44.5,1.75,-1.72,55.0,-0.0,115.27,2.62,False
8.82,38.86,9.11,172.8,0.2,8.44,6.87,5.53,-9.04,1.14,7.01,107.99,-2.16,6.67,88.98,6.19,130.16,2.53,False
9.91,26.0,5.29,-110.08,0.2,0.99,8.91,4.34,-1.82,-4.97,-7.13,-5.29,7.1,-0.66,85.93,12.28,150.65,2.67,False
14.43,-6.99,3.14,-158.98,0.19,10.72,14.32,-1.75,-2.93,-1.13,-11.75,-14.12,11.39,-2.87,106.84,18.88,159.66,2.74,False
15.82,25.61,6.41,-142.47,0.2,16.24,14.27,6.84,-5.08,-3.91,-9.65,17.47,9.2,2.9,90.21,23.24,152.8,2.61,False
2.59,22.77,-4.35,-70.26,0.2,3.77,2.39,1.0,1.47,-4.09,-4.94,-38.69,3.86,-3.09,90.33,18.23,152.85,2.69,False
10.34,-2.39,1.94,-130.57,0.19,5.68,10.34,-0.43,-1.26,-1.47,-9.27,-11.86,9.07,-1.91,75.43,9.78,130.85,2.53,False
8.76,48.85,9.13,-176.78,0.19,3.66,5.76,6.59,-9.11,-0.51,6.93,118.88,-3.35,6.07,124.51,3.73,112.73,2.47,False
7.05,-54.57,2.52,133.55,0.19,0.09,4.09,-5.75,-1.74,1.83,-4.56,-58.46,2.38,-3.89,2.6,17.52,46.12,1.01,False
14.45,-6.41,3.16,-158.51,0.17,10.36,14.36,-1.61,-2.94,-1.16,-11.76,-13.55,11.43,-2.75,105.41,18.88,159.07,2.74,False
8.02,37.46,3.99,-162.17,0.11,4.59,6.36,4.88,-3.8,-1.22,-4.47,55.11,2.56,3.67,2.16,18.68,45.52,0.88,False
8.67,16.92,6.75,-102.75,0.07,0.04,8.3,2.52,-1.49,-6.58,-7.95,-30.85,6.82,-4.08,74.42,5.5,144.66,2.77,False
6.01,-30.65,2.1,166.27,0.17,0.09,5.17,-3.07,-2.04,0.5,-4.04,-39.08,3.13,-2.55,13.09,49.24,62.77,1.7,False
14.26,-3.13,2.49,-153.34,0.17,13.95,14.24,-0.78,-2.22,-1.12,-12.16,-9.01,12.01,-1.9,12.99,37.16,62.51,2.01,False
6.17,24.72,4.15,-112.1,0.2,4.94,5.61,2.58,-1.56,-3.85,-4.25,-17.24,4.06,-1.26,36.68,0.0,101.18,2.54,False
8.82,38.99,9.11,172.8,0.2,9.81,6.86,5.55,-9.04,1.14,7.03,108.06,-2.18,6.68,96.44,5.01,153.75,2.48,False
12.42,1.05,2.46,-171.17,0.2,19.71,12.42,0.23,-2.43,-0.38,-9.99,-0.79,9.99,-0.14,2.66,15.8,44.85,1.28,False
16.92,3.68,4.58,-138.68,0.19,16.91,16.89,1.09,-3.44,-3.02,-13.61,-8.2,13.47,-1.94,93.07,20.05,154.07,2.69,False
10.47,-28.72,2.51,-151.03,0.2,13.9,9.18,-5.03,-2.19,-1.21,-9.39,-41.69,7.01,-6.24,95.04,16.55,154.9,2.71,False
15.86,25.51,6.39,-142.52,0.2,16.64,14.31,6.83,-5.07,-3.89,-9.71,17.42,9.26,2.91,90.33,23.72,152.86,2.59,False
8.71,49.72,-6.76,-69.34,0.19,0.1,5.63,6.65,2.38,-6.32,-8.05,2.26,8.04,0.32,77.56,5.39,146.6,2.77,False
15.79,25.73,6.42,-142.16,0.2,16.44,14.23,6.86,-5.07,-3.94,-9.62,17.42,9.17,2.88,90.52,22.41,152.94,2.66,False
8.46,8.21,4.62,-138.83,0.2,0.1,8.37,1.21,-3.48,-3.04,-5.21,-20.25,4.89,-1.8,66.54,0.09,113.44,2.52,False
13.52,-18.6,5.92,-161.13,0.19,18.18,12.81,-4.31,-5.6,-1.91,-9.51,-40.87,7.19,-6.22,87.61,28.56,151.59,2.49,False
2.85,62.86,-3.68,-74.03,0.19,0.1,1.3,2.54,1.01,-3.53,-2.53,-22.88,2.33,-0.98,49.78,-0.0,111.07,2.59,False
12.6,3.99,4.32,-158.5,0.2,14.18,12.57,0.88,-4.02,-1.58,-8.58,-4.73,8.56,-0.71,55.44,13.61,126.65,2.21,False
13.35,18.98,2.48,-152.67,0.19,10.8,12.63,4.34,-2.2,-1.14,-10.9,17.14,10.42,3.21,12.53,34.68,61.76,1.79,False
2.79,44.09,3.67,-93.57,0.19,0.47,2.01,1.94,-0.23,-3.67,-2.49,-43.72,1.8,-1.72,55.0,-0.0,115.27,2.62,False
8.66,50.45,-6.75,-69.23,0.19,0.48,5.52,6.68,2.39,-6.31,-7.94,2.62,7.93,0.36,72.75,5.27,142.93,2.76,False
9.86,26.13,5.23,-108.1,0.2,3.36,8.86,4.34,-1.62,-4.97,-7.27,-5.19,7.24,-0.66,84.68,12.38,150.11,2.67,False
15.82,1.65,3.94,-139.81,0.19,16.49,15.81,0.46,-3.01,-2.54,-12.98,-9.26,12.81,-2.09,93.74,20.68,154.35,2.7,False
8.71,49.89,-6.76,-69.14,0.19,0.67,5.61,6.66,2.41,-6.32,-8.05,2.37,8.04,0.33,75.21,5.12,145.02,2.77,False
2.81,43.67,3.68,-93.56,0.19,0.28,2.04,1.94,-0.23,-3.67,-2.51,-43.33,1.83,-1.72,73.48,0.14,145.25,0.77,False
15.57,-25.28,3.16,-174.54,0.15,0.07,14.08,-6.65,-3.15,-0.3,-12.95,-32.41,10.94,-6.94,56.98,31.4,151.19,2.67,False
6.17,-36.73,2.03,-170.8,0.19,14.12,4.94,-3.69,-2.0,-0.32,-4.98,-53.61,2.95,-4.01,95.16,15.13,154.95,2.7,False
10.44,-28.82,2.5,-150.92,0.2,13.7,9.15,-5.03,-2.18,-1.21,-9.37,-41.79,6.99,-6.24,95.98,16.71,155.28,2.71,False
10.52,-61.84,4.17,93.74,0.17,0.08,4.97,-9.28,-0.27,4.16,-6.93,-47.67,4.67,-5.12,83.22,9.98,149.29,2.66,False
3.01,-0.9,-3.09,-71.13,0.2,3.16,3.01,-0.05,1.0,-2.92,-4.99,-36.59,4.0,-2.97,90.05,18.9,152.74,2.69,False
15.82,19.8,6.4,-147.41,0.19,18.18,14.88,5.36,-5.39,-3.45,-9.69,11.15,9.51,1.87,91.22,22.21,153.26,2.69,False
5.7,12.67,4.04,-122.82,0.19,1.04,5.56,1.25,-2.19,-3.4,-4.01,-32.29,3.39,-2.14,34.93,0.0,98.45,2.41,False
4.02,-88.37,2.54,130.61,0.19,0.09,0.11,-4.02,-1.65,1.92,2.46,-125.4,-1.43,-2.01,2.51,7.56,67.58,1.1,False
12.64,-5.48,4.31,-167.97,0.2,16.64,12.58,-1.21,-4.22,-0.9,-8.63,-14.16,8.37,-2.11,55.58,13.38,126.82,2.27,False
15.81,-7.99,5.38,-169.14,0.19,16.82,15.66,-2.2,-5.28,-1.01,-10.86,-17.4,10.36,-3.25,80.11,42.0,147.34,2.47,False
-3.78,-112.08,2.85,-172.92,0.15,0.08,-1.42,-3.5,-2.83,-0.35,5.74,-137.68,-4.25,-3.87,0.07,48.37,42.56,1.0,False
9.91,-17.75,2.01,150.76,0.19,7.57,9.44,-3.02,-1.76,0.98,-7.94,-15.15,7.67,-2.08,94.36,12.83,154.39,2.84,False
10.03,14.84,1.13,-146.18,0.19,10.6,9.69,2.57,-0.94,-0.63,-8.97,12.4,8.76,1.93,93.46,22.3,154.2,2.7,False
10.97,6.07,3.25,-139.47,0.2,3.55,10.91,1.16,-2.47,-2.11,-8.5,-6.52,8.44,-0.97,86.41,22.73,151.0,2.67,False
13.57,-18.45,5.95,-160.86,0.19,18.18,12.87,-4.29,-5.62,-1.95,-9.55,-40.81,7.23,-6.24,90.25,25.78,152.82,2.51,False
6.61,-19.16,2.32,-142.68,0.17,9.86,6.24,-2.17,-1.85,-1.41,-5.67,-38.98,4.41,-3.57,94.14,16.26,154.51,2.7,False
14.91,17.56,3.83,-122.56,0.18,10.48,14.21,4.5,-2.06,-3.23,-12.24,5.98,12.17,1.27,91.6,21.78,154.48,2.7,False
3.01,-0.9,-3.09,-71.13,0.2,3.16,3.01,-0.05,1.0,-2.92,-4.99,-36.59,4.0,-2.97,90.05,18.9,152.74,2.69,False
9.04,-22.83,2.39,-162.98,0.19,19.13,8.33,-3.51,-2.28,-0.7,-7.35,-34.77,6.04,-4.19,13.27,15.66,57.02,1.77,False
10.87,-13.05,4.98,-132.84,0.19,17.62,10.59,-2.45,-3.39,-3.65,-9.43,-40.25,7.19,-6.09,86.19,32.27,150.89,2.37,False
-3.77,-106.76,3.94,175.81,0.11,5.86,-1.09,-3.61,-3.93,0.29,6.03,-146.4,-5.03,-3.34,2.0,63.01,45.52,1.03,False
9.39,12.22,1.93,-115.93,0.19,0.29,9.18,1.99,-0.85,-1.74,-8.34,1.7,8.34,0.25,83.03,6.89,149.1,2.79,False
2.97,29.74,-4.21,-85.88,0.2,1.98,2.58,1.47,0.3,-4.2,-3.97,-43.5,2.88,-2.73,87.51,20.88,151.53,2.68,False
2.94,59.72,-3.65,-75.32,0.19,1.25,1.48,2.54,0.93,-3.53,-2.62,-22.07,2.43,-0.98,51.22,0.0,109.98,2.59,False
2.42,32.55,-4.4,-58.61,0.19,13.76,2.04,1.3,2.29,-3.76,-4.98,-29.62,4.33,-2.46,94.7,15.06,154.75,2.7,False
12.39,-16.57,3.74,-159.77,0.19,18.18,11.88,-3.53,-3.51,-1.29,-9.67,-30.05,8.37,-4.84,64.96,14.81,136.46,2.53,False
8.65,50.91,-6.77,-68.58,0.19,2.41,5.45,6.71,2.47,-6.3,-7.96,2.93,7.95,0.41,67.34,5.01,138.64,2.71,False
6.97,-4.89,2.73,149.88,0.03,0.01,6.94,-0.59,-2.36,1.37,-4.65,9.72,4.59,0.79,4.84,4.65,47.69,1.27,False
10.22,22.69,4.99,-110.68,0.19,18.37,9.43,3.94,-1.76,-4.67,-7.69,-5.35,7.65,-0.72,84.96,32.92,150.3,2.49,False
2.52,18.63,-4.37,-73.65,0.17,8.44,2.39,0.81,1.23,-4.19,-4.96,-43.14,3.62,-3.39,92.52,15.38,153.82,2.7,False
15.88,43.58,6.37,-123.79,0.19,18.37,11.5,10.95,-3.54,-5.29,-9.78,35.15,7.99,5.63,91.21,22.32,153.25,2.67,False
2.81,43.67,3.68,-93.75,0.19,0.28,2.04,1.94,-0.24,-3.67,-2.5,-43.44,1.82,-1.72,53.27,-0.0,113.85,2.61,False
9.0,1.12,2.38,-138.94,0.19,19.32,9.0,0.18,-1.8,-1.56,-7.32,-10.88,7.19,-1.38,13.27,15.66,57.02,1.77,False
10.76,-9.82,2.6,-134.05,0.19,15.83,10.6,-1.84,-1.81,-1.87,-9.56,-22.72,8.82,-3.69,95.86,16.63,155.23,2.7,False
15.36,13.02,2.98,-134.27,0.19,15.38,14.96,3.46,-2.08,-2.13,-12.96,5.93,12.89,1.34,88.37,17.62,139.86,2.41,False
9.21,-0.53,2.39,-138.93,0.19,18.93,9.21,-0.09,-1.8,-1.57,-7.57,-12.57,7.39,-1.65,21.09,10.91,75.22,1.87,False
8.83,-23.66,1.3,-141.21,0.0,0.0,8.09,-3.54,-1.01,-0.81,-8.31,-31.6,7.08,-4.36,82.68,6.51,148.89,2.79,False
4.06,-9.73,2.64,177.9,0.15,0.08,4.0,-0.69,-2.64,0.1,-1.49,-23.57,1.37,-0.6,7.68,78.97,53.67,1.49,False
15.91,19.47,6.35,-148.09,0.19,18.18,15.0,5.3,-5.39,-3.36,-9.81,11.21,9.62,1.91,90.86,23.07,153.1,2.63,False
12.05,29.43,2.46,-142.55,0.19,0.09,10.49,5.92,-1.95,-1.49,-9.62,27.45,8.54,4.43,3.69,17.26,46.54,1.48,False
10.21,22.76,4.99,-111.04,0.19,18.56,9.41,3.95,-1.79,-4.66,-7.64,-5.26,7.6,-0.7,85.81,32.58,150.73,2.49,False
4.06,-9.73,2.64,177.9,0.15,0.08,4.0,-0.69,-2.64,0.1,-1.49,-23.57,1.37,-0.6,7.68,78.97,53.67,1.49,False
17.0,27.87,4.59,-115.04,0.19,17.7,15.03,7.95,-1.94,-4.16,-13.65,16.14,13.11,3.79,92.37,20.21,153.76,2.7,False
2.44,24.28,-4.42,-67.62,0.2,4.34,2.23,1.0,1.68,-4.09,-4.98,-38.33,3.91,-3.09,93.42,16.22,154.21,2.7,False
1.67,-14.34,-3.33,-41.51,0.19,4.09,1.62,-0.41,2.49,-2.2,-4.88,-32.57,4.11,-2.62,80.34,13.84,133.73,2.54,False
9.44,12.11,1.93,-116.16,0.19,0.68,9.23,1.98,-0.85,-1.74,-8.38,1.66,8.38,0.24,84.05,9.47,149.68,2.76,False
16.96,3.93,4.58,-138.95,0.19,17.32,16.92,1.16,-3.46,-3.01,-13.6,-7.82,13.48,-1.85,92.37,20.21,153.76,2.7,False
8.66,50.49,-6.75,-69.3,0.19,0.29,5.51,6.68,2.38,-6.31,-7.93,2.63,7.92,0.36,72.75,5.27,142.93,2.76,False
11.91,29.81,2.45,-142.44,0.19,1.39,10.34,5.92,-1.94,-1.49,-9.49,27.87,8.39,4.43,1.19,34.4,44.36,1.28,False
10.22,22.57,4.98,-109.61,0.19,18.37,9.44,3.92,-1.67,-4.7,-7.79,-5.62,7.75,-0.76,86.5,33.0,151.09,2.37,False
8.6,51.49,-6.75,-68.66,0.19,2.22,5.36,6.73,2.46,-6.29,-7.85,3.17,7.84,0.43,64.49,3.05,136.34,2.68,False
8.19,35.58,-6.83,-89.14,0.19,9.49,6.66,4.76,0.1,-6.83,-7.1,-17.04,6.79,-2.08,72.34,4.71,142.67,2.75,False
9.66,11.89,1.94,-116.38,0.2,4.25,9.45,1.99,-0.86,-1.74,-8.6,1.66,8.59,0.25,83.98,6.7,149.62,2.81,False
9.52,12.08,1.94,-116.08,0.19,2.22,9.31,1.99,-0.85,-1.74,-8.46,1.69,8.46,0.25,83.03,6.5,149.09,2.8,False
14.07,-68.02,3.99,159.37,0.19,19.29,5.27,-13.04,-3.73,1.41,-11.74,-82.58,1.52,-11.64,1.53,0.0,44.65,1.21,False
8.73,49.84,-6.79,-68.48,0.19,2.6,5.63,6.67,2.49,-6.31,-8.15,2.45,8.14,0.35,72.75,5.01,143.82,2.77,False
6.22,18.24,-4.31,-83.65,0.2,2.92,5.91,1.95,0.48,-4.29,-6.82,-19.82,6.42,-2.31,55.39,-0.0,121.22,2.6,False
6.96,-4.76,2.57,-133.1,0.19,15.36,6.93,-0.58,-1.76,-1.88,-5.73,-25.22,5.18,-2.44,95.94,15.79,155.27,2.71,False
10.22,22.73,4.99,-111.03,0.19,18.37,9.42,3.95,-1.79,-4.66,-7.65,-5.25,7.62,-0.7,85.81,32.58,150.73,2.49,False
12.41,7.44,3.74,-135.77,0.19,18.37,12.31,1.61,-2.68,-2.61,-9.69,-6.02,9.63,-1.02,64.96,14.81,136.46,2.53,False
16.98,27.91,4.59,-114.99,0.19,17.51,15.01,7.95,-1.94,-4.16,-13.63,16.17,13.09,3.79,92.37,20.21,153.76,2.7,False
6.53,37.57,-3.18,-41.17,0.19,10.79,5.18,3.98,2.39,-2.09,-7.8,13.78,7.58,1.86,94.07,20.14,154.44,2.74,False
8.76,-10.13,1.25,131.05,0.19,11.1,8.63,-1.54,-0.82,0.94,-7.83,-4.68,7.8,-0.64,89.16,17.29,152.27,2.78,False
16.8,4.86,5.47,-143.18,0.17,0.09,16.74,1.42,-4.38,-3.28,-12.49,-8.63,12.35,-1.87,73.15,57.91,143.17,2.45,False
15.82,19.8,6.4,-147.41,0.19,18.18,14.88,5.36,-5.39,-3.45,-9.69,11.15,9.51,1.87,91.22,22.21,153.26,2.69,False
3.69,0.81,1.99,-122.91,0.19,0.1,3.69,0.05,-1.08,-1.67,-3.08,-31.96,2.61,-1.63,32.75,43.05,95.78,2.09,False
8.3,-29.48,4.92,-160.42,0.19,16.82,7.22,-4.08,-4.64,-1.65,-6.27,-65.73,2.58,-5.71,71.67,36.27,141.96,2.13,False
16.98,27.91,4.59,-114.99,0.19,17.51,15.01,7.95,-1.94,-4.16,-13.63,16.17,13.09,3.79,92.37,20.21,153.76,2.7,False
1.41,28.07,-4.55,-63.34,0.19,13.31,1.24,0.66,2.04,-4.07,-4.73,-46.14,3.28,-3.41,74.41,23.34,151.2,2.68,False
15.93,19.35,6.33,-148.38,0.19,18.0,15.03,5.28,-5.39,-3.32,-9.84,11.25,9.65,1.92,88.86,25.57,149.39,2.49,False
6.8,-39.51,4.7,-146.75,0.17,0.09,5.24,-4.33,-3.93,-2.58,-7.0,-79.39,1.29,-6.88,49.5,54.26,120.22,2.49,False
8.58,36.9,9.08,169.36,0.2,3.27,6.86,5.15,-8.92,1.68,7.12,106.87,-2.07,6.82,93.3,8.24,154.13,1.96,False
1.66,-33.58,2.72,-100.85,0.19,14.07,1.38,-0.92,-0.51,-2.67,-3.69,-76.43,0.87,-3.59,77.37,22.62,151.96,2.67,False
1.83,-23.85,2.73,-95.69,0.2,9.25,1.67,-0.74,-0.27,-2.71,-3.72,-67.99,1.4,-3.45,97.0,17.56,155.6,2.71,False
8.73,49.84,-6.79,-68.48,0.19,2.6,5.63,6.67,2.49,-6.31,-8.15,2.45,8.14,0.35,72.75,5.01,143.82,2.77,False
10.14,7.57,1.89,-119.11,0.19,12.21,10.05,1.34,-0.92,-1.65,-9.13,-2.01,9.13,-0.32,104.04,14.05,149.75,2.75,False
-8.87,-91.99,1.25,-167.18,0.15,0.07,-0.31,-8.87,-1.22,-0.28,9.28,-99.57,-1.54,-9.15,12.5,28.86,62.67,1.81,False
15.8,47.14,5.43,-112.67,0.19,14.51,10.74,11.58,-2.09,-5.01,-10.87,37.02,8.68,6.54,90.6,30.98,153.85,2.7,False
8.69,50.39,-6.78,-68.56,0.19,2.41,5.54,6.69,2.48,-6.31,-8.05,2.69,8.04,0.38,71.2,4.96,141.45,2.75,False
1.52,9.52,-2.73,-57.6,0.19,10.13,1.5,0.25,1.46,-2.3,-3.6,-34.79,2.96,-2.05,93.49,24.27,154.23,2.7,False
9.87,29.11,5.17,-104.38,0.18,6.3,8.63,4.8,-1.28,-5.01,-7.36,-1.86,7.35,-0.24,85.01,11.21,150.26,2.67,False
14.5,3.4,4.46,-149.12,0.17,0.09,14.48,0.86,-3.82,-2.29,-10.75,-7.82,10.65,-1.46,57.83,53.66,129.25,2.19,False
7.13,23.51,4.38,-116.37,0.2,12.75,6.54,2.85,-1.94,-3.92,-4.73,-13.08,4.61,-1.07,41.24,0.0,107.35,2.5,False
6.99,6.72,2.57,-123.58,0.17,17.29,6.94,0.82,-1.42,-2.14,-5.67,-13.39,5.52,-1.31,96.83,15.19,155.63,2.71,False
3.64,1.4,2.0,-122.57,0.19,0.1,3.64,0.09,-1.08,-1.69,-3.03,-32.05,2.57,-1.61,32.73,41.23,94.97,2.06,False
-4.38,-99.03,2.61,-177.84,0.17,0.09,-0.69,-4.32,-2.61,-0.1,5.52,-126.65,-3.3,-4.43,11.13,97.81,65.76,1.54,False
10.68,26.29,2.45,-145.25,0.16,0.24,9.58,4.73,-2.01,-1.39,-8.27,23.86,7.56,3.35,0.13,28.64,42.63,0.72,False
2.65,-47.2,-2.07,-42.99,0.19,13.88,1.8,-1.95,1.52,-1.41,-4.72,-45.41,3.31,-3.36,80.62,22.04,152.83,2.68,False
1.32,50.08,-4.57,-41.3,0.15,0.39,0.85,1.01,3.43,-3.02,-4.73,-25.17,4.28,-2.01,83.79,23.18,154.75,2.7,False
