conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,dist_nearest_edge,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent,label
3.07,-62.02,2.1,-135.49,0.2,27.59,1.44,-2.71,-1.5,-1.47,4.2,-90.5,-0.04,-4.2,53.2,3.66,106.99,2.07,False
8.85,-53.87,6.44,91.75,0.2,3.99,5.21,-7.14,-0.2,6.43,-5.09,-7.96,5.04,-0.71,43.82,7.77,112.01,2.49,False
12.17,-19.63,2.93,-171.98,0.2,30.63,11.46,-4.09,-2.9,-0.41,-9.68,-27.76,8.56,-4.51,98.27,22.48,156.13,2.25,False
-3.04,103.6,2.15,-149.74,0.19,24.34,-0.71,2.95,-1.86,-1.08,3.16,144.2,-2.56,1.85,48.94,33.73,118.73,2.25,False
9.58,-9.51,3.86,170.27,0.2,25.63,9.45,-1.58,-3.81,0.65,-5.72,-9.48,5.64,-0.94,12.99,26.21,59.99,1.85,False
8.9,21.21,1.98,-163.72,0.2,30.89,8.3,3.22,-1.9,-0.56,-6.93,22.69,6.39,2.67,56.86,33.31,128.23,2.17,False
6.38,24.91,2.41,169.57,0.18,33.37,5.79,2.69,-2.37,0.44,-4.62,42.32,3.41,3.11,84.82,25.35,149.68,2.52,False
10.97,9.61,4.17,-171.23,0.18,19.76,10.81,1.83,-4.12,-0.64,-6.8,10.04,6.7,1.19,29.93,22.35,90.6,2.34,False
8.3,-21.75,-3.58,16.44,0.18,16.27,7.71,-3.07,3.43,1.01,-11.36,-10.63,11.16,-2.09,28.86,29.91,88.82,1.93,False
5.7,-3.95,2.38,-111.28,0.18,20.97,5.68,-0.39,-0.86,-2.22,-5.5,-28.43,4.84,-2.62,39.85,35.43,110.43,2.29,False
1.88,13.66,1.89,-151.54,0.2,30.47,1.82,0.44,-1.66,-0.9,-0.5,-69.56,0.17,-0.47,0.36,24.32,42.94,1.04,False
6.74,-63.87,-3.8,-9.62,0.2,11.77,2.97,-6.05,3.74,-0.63,-9.5,-44.98,6.72,-6.71,35.36,43.11,99.22,2.08,False
5.54,-27.26,-1.3,-53.11,0.18,13.45,4.93,-2.54,0.78,-1.04,-6.74,-32.33,5.69,-3.6,30.97,12.53,92.2,2.16,False
10.3,-17.41,4.03,161.96,0.19,25.06,9.83,-3.08,-3.83,1.25,-6.27,-17.11,5.99,-1.84,22.72,23.83,93.11,2.35,False
9.37,-11.13,2.43,-126.7,0.18,22.13,9.19,-1.81,-1.45,-1.95,-8.62,-25.91,7.75,-3.76,28.72,36.25,88.58,2.19,False
8.89,-21.86,2.43,-136.53,0.19,26.27,8.25,-3.31,-1.76,-1.67,-8.19,-37.5,6.5,-4.99,39.21,37.82,105.1,2.33,False
14.89,-0.91,4.27,174.68,0.17,19.58,14.89,-0.24,-4.25,0.4,-10.63,0.81,10.63,0.15,26.73,32.38,85.27,2.19,False
5.3,-22.78,2.38,-128.48,0.2,22.98,4.88,-2.05,-1.48,-1.86,-5.21,-48.96,3.42,-3.93,43.81,38.86,110.43,2.32,False
3.63,8.74,2.17,-154.69,0.18,24.24,3.58,0.55,-1.96,-0.93,-1.67,-13.5,1.63,-0.39,54.22,37.15,125.25,2.38,False
7.7,-9.88,1.86,121.62,0.18,14.52,7.59,-1.32,-0.98,1.58,-6.63,2.29,6.62,0.27,30.27,24.36,91.11,2.07,False
11.97,4.19,2.43,-125.57,0.18,21.2,11.94,0.88,-1.41,-1.98,-10.59,-6.01,10.53,-1.11,28.13,30.97,87.58,2.2,False
14.71,9.65,4.24,-174.67,0.18,20.39,14.5,2.47,-4.22,-0.39,-10.49,11.35,10.28,2.06,27.49,33.44,86.5,2.22,False
8.22,-13.84,2.41,-126.8,0.2,25.65,7.98,-1.97,-1.44,-1.93,-7.62,-30.8,6.55,-3.9,44.92,22.12,113.37,2.44,False
6.5,-50.84,-3.67,7.37,0.18,14.35,4.1,-5.04,3.64,0.47,-9.02,-30.61,7.76,-4.59,35.36,43.11,96.97,1.94,False
2.81,11.23,2.05,-152.76,0.2,27.56,2.75,0.55,-1.83,-0.94,-1.02,-23.48,0.94,-0.41,56.99,32.67,127.84,1.32,False
5.67,-27.99,-1.3,-53.64,0.18,13.08,5.0,-2.66,0.77,-1.04,-6.85,-32.91,5.75,-3.72,27.1,41.55,85.32,2.11,False
10.02,-60.35,-2.12,-35.91,0.19,23.44,4.96,-8.71,1.72,-1.25,-11.99,-56.15,6.68,-9.96,56.55,20.01,127.93,2.33,False
5.42,-27.32,1.87,105.71,0.18,13.1,4.82,-2.49,-0.5,1.8,-4.37,-9.11,4.32,-0.69,23.77,7.92,48.53,1.8,False
5.44,-28.11,1.87,104.92,0.2,12.74,4.8,-2.56,-0.48,1.8,-4.39,-9.98,4.33,-0.76,25.7,6.48,58.04,1.84,False
10.35,-8.5,4.04,170.85,0.2,24.67,10.24,-1.53,-3.99,0.64,-6.31,-8.19,6.25,-0.9,22.72,23.83,93.11,2.37,False
-3.02,101.98,2.16,-149.93,0.19,23.97,-0.63,2.95,-1.87,-1.08,3.1,143.4,-2.49,1.85,48.94,33.73,118.73,2.25,False
8.29,-18.37,2.35,-102.81,0.2,21.56,7.86,-2.61,-0.52,-2.29,-8.8,-33.84,7.31,-4.9,35.5,29.53,99.44,2.24,False
10.24,-19.41,4.03,160.22,0.19,26.91,9.66,-3.4,-3.79,1.36,-6.21,-19.27,5.86,-2.05,40.76,24.77,107.42,2.42,False
3.76,-53.89,2.19,-146.9,0.19,26.71,2.21,-3.04,-1.84,-1.2,-4.27,-84.7,0.39,-4.25,52.46,34.45,121.05,2.39,False
1.68,49.74,2.24,-147.64,0.17,21.77,1.09,1.28,-1.89,-1.2,0.8,175.12,-0.79,0.07,52.49,37.59,123.16,2.34,False
5.58,-18.49,2.38,-128.1,0.18,21.74,5.29,-1.77,-1.47,-1.87,-5.3,-43.61,3.84,-3.66,42.44,38.7,109.83,2.31,False
5.8,-26.24,1.88,105.97,0.2,9.22,5.2,-2.56,-0.52,1.8,-4.75,-9.21,4.69,-0.76,38.69,16.88,104.34,2.21,False
7.64,-32.66,-1.11,-88.54,0.19,2.57,6.43,-4.12,0.03,-1.11,-8.3,-39.17,6.44,-5.24,47.65,37.19,117.19,2.32,False
11.27,-20.95,2.73,-172.42,0.2,22.68,10.52,-4.03,-2.71,-0.36,-8.97,-29.36,7.82,-4.4,54.29,11.55,125.07,2.33,False
4.72,6.79,4.24,-159.92,0.18,24.85,4.69,0.56,-3.99,-1.46,-1.17,-52.55,0.71,-0.93,58.62,37.2,130.17,2.4,False
4.95,-29.45,-1.31,-52.84,0.18,13.6,4.31,-2.43,0.79,-1.04,-6.16,-34.51,5.08,-3.49,23.02,42.66,78.0,2.2,False
5.77,-26.37,1.88,105.97,0.2,9.22,5.17,-2.56,-0.52,1.8,-4.73,-9.27,4.66,-0.76,35.92,9.61,96.37,2.22,False
8.33,-33.36,6.45,119.1,0.18,15.74,6.96,-4.58,-3.13,5.63,-3.99,15.56,3.85,1.07,14.13,0.01,77.54,1.84,False
14.61,-6.98,4.22,168.62,0.18,21.48,14.51,-1.77,-4.14,0.83,-10.41,-5.24,10.37,-0.95,28.4,32.34,89.47,2.27,False
5.41,-22.26,2.38,-128.5,0.2,22.4,5.01,-2.05,-1.48,-1.86,-5.29,-47.94,3.54,-3.93,43.81,38.86,110.43,2.31,False
10.44,-22.95,2.82,-173.25,0.2,29.61,9.61,-4.07,-2.8,-0.33,-8.12,-32.89,6.82,-4.41,82.71,4.76,149.05,2.47,False
8.93,-21.51,2.43,-136.33,0.19,26.21,8.31,-3.28,-1.76,-1.68,-8.23,-37.08,6.56,-4.96,38.43,37.59,103.79,2.33,False
5.69,-18.12,2.38,-128.12,0.18,21.21,5.4,-1.77,-1.47,-1.87,-5.38,-42.77,3.95,-3.66,42.44,36.79,109.83,2.31,False
11.0,9.98,4.17,-170.86,0.18,19.3,10.83,1.91,-4.12,-0.66,-6.82,10.41,6.71,1.23,32.1,21.49,93.98,2.33,False
10.32,-17.84,4.04,161.56,0.19,25.24,9.82,-3.16,-3.83,1.28,-6.29,-17.56,5.99,-1.9,34.82,24.03,100.11,2.31,False
9.03,-26.88,1.86,146.66,0.19,24.11,8.06,-4.08,-1.55,1.02,-7.19,-25.16,6.51,-3.06,46.54,50.65,115.48,2.16,False
1.63,58.23,0.75,-170.59,0.2,30.63,0.86,1.38,-0.74,-0.12,-1.26,84.94,0.11,1.26,82.94,0.03,146.6,1.72,False
8.73,-40.67,-3.85,-9.41,0.2,10.95,6.62,-5.69,3.79,-0.63,-12.2,-31.38,10.42,-6.36,37.32,34.88,102.23,2.06,False
9.1,-43.43,-3.73,-8.86,0.18,13.28,6.61,-6.25,3.69,-0.57,-12.38,-33.7,10.3,-6.87,31.9,45.38,93.73,1.93,False
-3.03,96.07,2.19,-150.69,0.18,23.14,-0.32,3.01,-1.91,-1.07,2.94,139.2,-2.22,1.92,48.13,39.81,122.4,2.35,False
12.62,-20.93,2.65,178.71,0.18,32.97,11.79,-4.51,-2.65,0.06,-10.16,-25.88,9.14,-4.44,69.98,7.46,140.65,2.58,False
13.2,-11.34,3.23,172.77,0.16,11.17,12.94,-2.6,-3.2,0.41,-9.98,-12.47,9.74,-2.15,59.45,262.73,131.77,2.14,False
12.02,20.46,2.43,-109.22,0.18,20.67,11.26,4.2,-0.8,-2.3,-10.64,10.29,10.47,1.9,26.69,30.97,85.33,2.19,False
9.56,4.46,1.84,-146.19,0.2,27.2,9.53,0.74,-1.53,-1.02,-8.01,-1.93,8.01,-0.27,1.27,35.21,44.37,1.29,False
1.29,69.79,2.13,-153.14,0.2,25.37,0.45,1.21,-1.9,-0.96,1.46,170.74,-1.44,0.24,53.87,37.59,124.84,1.74,False
1.9,44.81,2.79,-165.85,0.17,0.78,1.35,1.34,-2.7,-0.68,1.5,154.25,-1.35,0.65,157.55,45.73,213.62,2.66,False
0.91,-56.01,-3.59,-23.94,0.19,1.02,0.51,-0.75,3.28,-1.46,-4.39,-30.11,3.8,-2.2,72.38,318.08,140.09,2.61,False
2.47,-52.53,4.6,108.21,0.1,0.05,1.51,-1.96,-1.44,4.37,-2.41,88.61,0.06,2.41,20.07,40.26,88.04,1.78,False
1.67,-81.03,-2.91,-10.78,0.19,0.68,0.26,-1.65,2.85,-0.54,-3.81,-35.02,3.12,-2.19,66.73,13.8,136.89,2.59,False
2.23,45.2,2.61,-148.66,0.17,0.54,1.57,1.58,-2.23,-1.36,0.69,160.96,-0.66,0.23,162.34,46.47,226.53,2.59,False
4.88,-51.04,6.99,119.12,0.1,0.05,3.07,-3.79,-3.4,6.11,2.34,98.69,-0.35,2.31,20.72,76.12,115.55,1.95,False
4.74,-49.54,6.74,116.93,0.1,0.05,3.07,-3.6,-3.05,6.01,-2.41,89.99,0.0,2.41,16.0,35.29,102.45,1.89,False
8.7,-15.62,4.62,-169.0,0.11,0.39,8.38,-2.34,-4.53,-0.88,-5.04,-40.18,3.85,-3.25,96.61,20.91,153.68,2.64,False
14.05,-28.88,2.89,178.05,0.14,8.62,12.3,-6.79,-2.88,0.1,-11.56,-35.41,9.42,-6.7,70.65,14.54,141.18,2.52,False
-0.5,119.45,1.99,115.08,0.1,0.05,-0.25,0.44,-0.84,1.81,2.5,116.09,-1.1,2.24,74.22,168.7,145.59,2.5,False
3.81,1.84,2.58,-163.98,0.19,0.28,3.81,0.12,-2.48,-0.71,-1.47,-24.43,1.34,-0.61,84.27,44.35,151.72,2.18,False
5.77,-46.71,1.63,98.98,0.2,0.88,3.96,-4.2,-0.25,1.61,-4.52,-35.11,3.69,-2.6,66.13,15.63,137.43,2.58,False
7.99,-34.94,2.38,-128.79,0.18,0.09,6.55,-4.58,-1.49,-1.86,-8.2,-51.78,5.07,-6.44,84.89,41.57,149.68,2.34,False
6.5,-45.77,1.63,98.32,0.2,0.56,4.54,-4.66,-0.24,1.61,-5.27,-35.46,4.29,-3.05,65.16,11.48,135.01,2.56,False
1.71,-82.83,-2.91,-10.19,0.17,0.42,0.21,-1.7,2.86,-0.51,-3.79,-35.62,3.08,-2.21,69.07,14.67,137.13,2.58,False
4.58,-77.96,-2.8,31.15,0.19,0.1,0.95,-4.48,2.4,1.45,-4.51,-41.91,3.36,-3.01,60.17,169.46,133.11,2.43,False
3.59,-20.49,2.56,-165.8,0.2,1.88,3.36,-1.26,-2.48,-0.63,-2.1,-64.98,0.89,-1.91,87.91,20.44,150.83,2.59,False
7.43,-14.59,2.6,-167.41,0.2,1.4,7.19,-1.87,-2.53,-0.57,-5.26,-27.71,4.66,-2.45,88.06,22.83,151.18,2.62,False
10.15,-61.95,6.48,94.53,0.2,0.49,4.77,-8.95,-0.51,6.46,-4.91,-30.61,4.23,-2.5,71.66,9.86,141.94,2.61,False
13.15,-39.58,4.43,168.14,0.19,0.09,10.14,-8.38,-4.34,0.91,-9.46,-52.24,5.8,-7.48,84.01,105.31,149.95,2.13,False
1.3,-64.63,1.72,134.53,0.1,0.05,0.56,-1.18,-1.21,1.23,0.65,175.52,-0.65,0.05,72.65,178.72,144.65,2.51,False
5.78,-46.5,1.63,98.98,0.2,0.88,3.98,-4.19,-0.25,1.61,-4.53,-34.87,3.72,-2.59,65.85,15.69,137.18,2.58,False
9.99,-64.52,6.48,94.54,0.19,0.09,4.3,-9.02,-0.51,6.46,-4.54,-34.35,3.75,-2.56,66.58,16.09,137.83,2.58,False
9.04,9.63,-2.38,-88.05,0.2,5.52,8.91,1.51,0.08,-2.38,-9.05,-5.5,9.0,-0.87,64.11,35.84,108.89,2.27,False
7.72,26.55,-2.43,-75.79,0.19,11.11,6.9,3.45,0.6,-2.36,-7.59,8.29,7.51,1.09,43.97,16.38,89.71,2.19,False
4.06,21.55,1.74,-170.75,0.2,17.74,3.78,1.49,-1.71,-0.28,-2.39,30.15,2.07,1.2,65.48,16.59,136.73,2.29,False
12.09,10.38,4.36,-141.01,0.19,12.29,11.89,2.18,-3.39,-2.74,-8.54,-3.85,8.52,-0.57,37.0,44.39,89.63,2.23,False
9.58,0.3,2.38,-98.9,0.19,2.54,9.58,0.05,-0.37,-2.35,-9.5,-14.03,9.22,-2.3,70.21,35.46,111.64,2.33,False
12.77,20.26,2.88,-133.93,0.2,30.5,11.98,4.42,-2.0,-2.08,-10.26,13.18,9.99,2.34,107.25,12.36,159.23,2.62,False
9.12,44.19,4.41,-160.74,0.2,2.06,6.54,6.36,-4.17,-1.46,-5.42,63.93,2.38,4.87,65.6,92.8,133.53,2.08,False
4.94,-12.24,1.73,141.38,0.2,10.03,4.82,-1.05,-1.35,1.08,-3.47,0.33,3.47,0.02,48.86,6.31,118.53,2.41,False
8.84,32.79,2.0,-152.61,0.19,28.95,7.43,4.79,-1.78,-0.92,-6.85,34.43,5.65,3.87,58.85,30.7,128.99,2.16,False
12.93,31.11,2.89,-123.13,0.19,28.95,11.07,6.68,-1.58,-2.42,-10.41,24.13,9.5,4.25,87.24,11.62,151.39,2.26,False
6.83,48.33,-2.38,-57.91,0.19,15.25,4.54,5.1,1.27,-2.02,-6.59,27.98,5.82,3.09,42.2,23.0,104.09,2.25,False
8.83,-18.58,6.5,145.28,0.19,12.81,8.37,-2.81,-5.34,3.7,-3.12,16.0,3.0,0.86,32.94,0.63,108.21,2.29,False
3.78,20.07,-1.53,0.1,0.19,18.12,3.55,1.3,1.53,0.0,-5.24,14.04,5.08,1.27,4.15,0.0,58.54,1.96,False
3.83,19.77,-1.53,0.1,0.19,18.31,3.61,1.3,1.53,0.0,-5.29,13.9,5.13,1.27,4.15,0.0,58.54,1.96,False
5.74,-3.36,-3.42,63.15,0.19,13.95,5.73,-0.34,1.54,3.05,-7.79,20.36,7.31,2.71,21.53,-0.02,50.28,2.21,False
5.6,48.46,2.62,-121.16,0.19,29.71,3.71,4.19,-1.36,-2.24,-3.06,39.17,2.38,1.94,85.79,31.38,150.69,2.53,False
9.69,-38.5,6.49,122.77,0.19,4.31,7.59,-6.03,-3.51,5.46,-4.09,-8.37,4.04,-0.6,57.29,13.87,128.69,2.53,False
2.33,-41.15,-1.67,0.92,0.19,14.57,1.75,-1.53,1.67,0.03,-3.74,-23.77,3.42,-1.51,7.29,-0.0,92.06,1.89,False
7.66,15.32,4.52,-136.95,0.19,6.35,7.39,2.02,-3.3,-3.09,-4.25,-14.78,4.11,-1.08,74.5,34.19,133.44,2.4,False
9.02,66.57,2.9,-106.82,0.19,1.99,3.59,8.28,-0.84,-2.78,-6.15,63.21,2.77,5.49,69.68,57.36,137.84,2.33,False
4.2,18.9,1.81,174.11,0.19,16.58,3.98,1.36,-1.8,0.19,-2.66,35.2,2.18,1.54,14.38,0.0,74.82,2.1,False
8.63,-19.01,6.49,145.24,0.19,14.34,8.16,-2.81,-5.34,3.7,-2.93,17.05,2.81,0.86,7.91,0.63,99.55,2.14,False
10.35,25.5,2.91,-122.51,0.19,23.21,9.35,4.46,-1.56,-2.45,-8.04,14.43,7.79,2.0,84.05,5.86,149.79,2.44,False
8.16,13.41,-2.43,-88.79,0.2,5.17,7.94,1.89,0.05,-2.43,-8.02,-3.83,8.0,-0.54,60.62,17.7,102.58,2.28,False
9.83,-35.85,6.49,122.78,0.19,4.96,7.97,-5.76,-3.52,5.46,-4.44,-4.1,4.43,-0.32,64.33,9.49,135.8,2.58,False
12.95,-12.35,4.43,-164.54,0.19,3.6,12.65,-2.77,-4.27,-1.18,-9.28,-25.3,8.39,-3.96,58.91,79.25,129.98,2.45,False
9.98,25.3,2.89,-123.38,0.19,29.14,9.02,4.26,-1.59,-2.41,-7.66,13.94,7.44,1.85,84.84,10.11,149.43,2.44,False
6.21,24.39,2.42,-128.2,0.2,9.33,5.66,2.57,-1.5,-1.9,-4.23,8.94,4.17,0.66,68.54,25.19,126.56,2.34,False
4.57,0.07,1.77,154.55,0.19,13.04,4.57,0.01,-1.6,0.76,-3.06,14.28,2.97,0.76,13.66,0.02,104.43,2.23,False
5.79,-0.3,-2.46,-56.2,0.2,7.8,5.79,-0.03,1.37,-2.05,-7.43,-16.41,7.13,-2.1,19.44,3.43,83.96,2.03,False
5.04,37.05,1.69,-129.06,0.19,27.81,4.02,3.04,-1.06,-1.31,-3.43,30.24,2.96,1.73,62.07,36.44,131.71,2.37,False
3.87,17.79,-1.45,0.11,0.19,17.6,3.68,1.18,1.45,0.0,-5.26,12.72,5.13,1.16,11.09,0.66,64.75,1.89,False
10.12,-62.24,6.48,94.59,0.2,1.08,4.71,-8.95,-0.52,6.46,-4.85,-30.99,4.16,-2.5,70.53,9.86,141.05,2.6,False
8.31,13.59,2.1,-174.9,0.19,15.81,8.07,1.95,-2.1,-0.19,-6.23,16.52,5.98,1.77,35.98,91.88,97.75,2.06,False
5.52,42.43,-2.44,-46.02,0.19,10.53,4.08,3.73,1.69,-1.75,-6.07,18.7,5.75,1.95,24.03,4.98,80.69,2.28,False
6.35,-23.29,-3.41,42.44,0.19,14.29,5.83,-2.51,2.52,2.3,-8.38,-1.5,8.37,-0.22,28.37,52.34,89.94,2.21,False
3.56,31.5,-2.1,-27.19,0.19,17.58,3.04,1.86,1.87,-0.96,-4.98,10.05,4.9,0.87,20.06,0.02,73.79,1.97,False
7.02,1.48,2.3,-105.21,0.2,9.86,7.02,0.18,-0.6,-2.22,-6.75,-17.55,6.43,-2.03,56.61,24.9,110.86,2.28,False
