conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,dist_nearest_edge,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent,label
4.45,-34.24,2.41,147.02,0.17,0.09,3.68,-2.5,-2.02,1.31,-2.04,-35.92,1.65,-1.2,11.06,15.76,59.58,1.53,False
1.89,34.34,-4.5,-55.65,0.19,0.9,1.56,1.07,2.54,-3.71,-4.88,-32.92,4.1,-2.65,82.93,14.44,135.58,2.56,False
4.48,0.22,2.28,152.88,0.19,2.75,4.48,0.02,-2.03,1.04,-2.67,23.22,2.45,1.05,8.14,55.56,54.9,1.41,False
14.41,10.73,2.54,-140.21,0.19,10.74,14.16,2.68,-1.95,-1.63,-12.25,4.91,12.21,1.05,34.36,57.64,97.65,2.12,False
15.49,29.97,5.11,-128.35,0.17,11.44,13.42,7.74,-3.17,-4.0,-10.91,19.82,10.27,3.7,64.71,34.8,136.15,2.33,False
10.8,10.83,4.98,-108.53,0.19,18.37,10.61,2.03,-1.58,-4.72,-9.4,-16.58,9.01,-2.68,87.31,32.99,151.46,2.39,False
8.56,9.25,3.8,-102.96,0.19,6.94,8.45,1.38,-0.85,-3.71,-7.94,-17.3,7.58,-2.36,95.61,13.7,154.85,2.81,False
8.77,51.8,-6.89,-64.28,0.2,9.99,5.42,6.89,2.99,-6.21,-8.46,4.59,8.43,0.68,64.66,3.83,134.75,2.63,False
12.6,4.0,4.32,-158.5,0.2,13.98,12.56,0.88,-4.02,-1.58,-8.58,-4.74,8.55,-0.71,55.44,13.61,126.65,2.21,False
4.46,-9.86,2.33,169.75,0.18,0.09,4.4,-0.76,-2.29,0.41,-2.14,-9.63,2.11,-0.36,3.25,27.81,47.52,1.21,False
6.97,-4.89,2.73,149.88,0.03,0.01,6.94,-0.59,-2.36,1.37,-4.65,9.72,4.59,0.79,4.84,4.65,47.69,1.27,False
8.81,38.75,9.11,172.8,0.2,7.32,6.88,5.52,-9.04,1.14,6.99,108.02,-2.16,6.65,89.69,7.2,134.13,2.53,False
-3.79,-94.14,3.97,-168.19,0.13,2.87,-0.27,-3.78,-3.89,-0.81,6.21,-132.07,-4.16,-4.61,1.0,48.59,43.9,0.91,False
9.3,-35.27,1.93,-163.13,0.19,0.17,7.59,-5.37,-1.85,-0.56,-8.26,-45.92,5.74,-5.93,80.84,5.62,147.88,2.79,False
18.74,12.71,4.76,-131.56,0.19,10.72,18.28,4.12,-3.16,-3.56,-15.13,2.1,15.12,0.55,92.48,26.54,153.81,2.7,False
2.29,-47.38,-2.2,-76.12,0.2,9.85,1.55,-1.68,0.53,-2.13,-4.34,-61.51,2.07,-3.82,89.83,18.53,145.49,2.63,False
14.64,-7.97,4.99,-132.69,0.2,28.67,14.5,-2.03,-3.38,-3.67,-12.49,-27.14,11.12,-5.7,67.36,18.55,138.55,2.56,False
9.79,-14.97,4.47,-143.6,0.17,11.61,9.46,-2.53,-3.6,-2.65,-7.8,-41.62,5.83,-5.18,63.02,36.88,134.58,2.1,False
-3.1,-94.99,2.54,130.14,0.19,0.09,-0.27,-3.09,-1.64,1.94,2.1,-149.38,-1.8,-1.07,4.37,31.88,266.39,1.18,False
2.54,23.04,-4.36,-69.47,0.18,7.38,2.34,0.99,1.53,-4.08,-4.95,-38.66,3.86,-3.09,92.5,15.18,153.81,2.7,False
2.99,-25.71,2.04,-166.56,0.19,10.83,2.69,-1.3,-1.99,-0.47,-1.92,-68.31,0.71,-1.78,11.55,46.11,60.85,1.85,False
9.33,-21.0,1.93,-148.98,0.07,0.04,8.71,-3.34,-1.66,-1.0,-8.29,-31.61,7.06,-4.34,81.64,5.97,148.29,2.8,False
4.46,-9.73,2.32,169.63,0.18,0.09,4.39,-0.75,-2.28,0.42,-2.13,-9.23,2.11,-0.34,3.79,13.13,48.12,1.23,False
10.53,-20.97,1.47,177.46,0.2,10.05,9.83,-3.77,-1.47,0.07,-9.14,-23.99,8.35,-3.72,94.83,17.31,154.71,2.71,False
-3.78,-112.08,2.85,-172.92,0.15,0.08,-1.42,-3.5,-2.83,-0.35,5.74,-137.68,-4.25,-3.87,0.07,48.37,42.56,1.0,False
8.36,53.3,-4.31,-73.46,0.19,0.1,5.0,6.71,1.23,-4.13,-6.73,22.67,6.21,2.59,48.21,0.29,117.84,2.62,False
10.34,4.56,4.98,-127.47,0.2,16.44,10.31,0.82,-3.03,-3.95,-7.91,-23.19,7.27,-3.12,85.59,32.54,150.6,2.39,False
10.91,-7.06,4.97,-126.38,0.2,16.44,10.83,-1.34,-2.95,-4.0,-9.51,-34.1,7.87,-5.33,85.21,32.41,150.4,2.37,False
2.84,43.26,3.68,-93.7,0.19,0.09,2.07,1.94,-0.24,-3.67,-2.53,-43.04,1.85,-1.73,77.96,0.19,147.11,0.75,False
8.81,38.24,-5.31,-82.79,0.19,0.1,6.92,5.46,0.67,-5.27,-7.61,1.6,7.61,0.21,49.5,0.84,124.61,2.54,False
9.45,-14.81,2.15,169.91,0.17,0.95,9.14,-2.42,-2.12,0.38,-7.31,-16.01,7.03,-2.02,19.56,50.45,73.37,1.98,False
8.61,51.37,-6.75,-68.93,0.19,1.45,5.37,6.72,2.43,-6.3,-7.83,3.08,7.82,0.42,64.94,5.33,136.96,2.67,False
9.92,26.76,5.24,-108.54,0.2,3.36,8.86,4.47,-1.67,-4.97,-7.22,-4.25,7.2,-0.53,84.69,11.61,150.11,2.67,False
12.78,10.81,2.37,-127.22,0.2,12.49,12.56,2.4,-1.43,-1.89,-11.14,2.68,11.13,0.52,84.6,24.55,150.38,2.67,False
7.58,50.75,5.51,-115.58,0.2,0.1,4.8,5.87,-2.38,-4.97,-2.58,20.16,2.42,0.89,83.04,12.38,149.24,2.66,False
10.91,-7.06,4.97,-126.38,0.2,16.44,10.83,-1.34,-2.95,-4.0,-9.51,-34.1,7.87,-5.33,85.21,32.41,150.4,2.37,False
10.73,-33.88,2.59,-157.93,0.19,15.64,8.91,-5.98,-2.4,-0.97,-9.54,-46.8,6.53,-6.95,95.86,16.63,155.23,2.7,False
10.8,-8.98,2.63,-134.98,0.19,16.3,10.67,-1.69,-1.86,-1.86,-9.51,-21.82,8.83,-3.54,95.77,17.15,155.2,2.71,False
13.34,-5.13,2.46,-144.61,0.19,16.27,13.29,-1.19,-2.01,-1.43,-11.59,-13.02,11.29,-2.61,73.04,17.6,146.18,2.65,False
8.69,50.15,-6.76,-69.15,0.19,0.67,5.57,6.67,2.4,-6.31,-8.0,2.49,7.99,0.35,72.89,5.26,143.75,2.77,False
15.77,25.8,6.43,-142.02,0.2,16.44,14.2,6.86,-5.07,-3.96,-9.59,17.41,9.15,2.87,90.24,22.13,152.82,2.67,False
7.28,40.32,4.42,-100.31,0.2,11.15,5.55,4.71,-0.79,-4.35,-4.79,4.48,4.77,0.37,86.29,13.48,150.92,0.76,False
8.36,53.3,-4.31,-73.53,0.19,0.1,5.0,6.71,1.22,-4.13,-6.72,22.69,6.2,2.59,49.37,0.08,118.49,2.61,False
-3.78,-112.08,2.85,-172.92,0.15,0.08,-1.42,-3.5,-2.83,-0.35,5.74,-137.68,-4.25,-3.87,0.07,48.37,42.56,1.0,False
2.59,22.77,-4.35,-70.26,0.2,3.77,2.39,1.0,1.47,-4.09,-4.94,-38.69,3.86,-3.09,90.33,18.23,152.85,2.69,False
-3.1,-94.99,2.54,130.14,0.19,0.09,-0.27,-3.09,-1.64,1.94,2.1,-149.38,-1.8,-1.07,4.37,31.88,266.39,1.18,False
2.85,62.86,-3.68,-73.91,0.19,0.1,1.3,2.54,1.02,-3.53,-2.54,-22.82,2.34,-0.98,73.48,0.14,145.25,0.77,False
4.41,1.39,2.25,152.0,0.19,2.36,4.41,0.11,-1.98,1.06,-2.69,25.49,2.43,1.16,6.06,17.15,51.6,1.21,False
15.65,35.52,6.49,-132.96,0.2,14.18,12.74,9.09,-4.43,-4.75,-9.39,27.32,8.34,4.31,89.58,22.07,152.52,2.66,False
16.7,9.77,4.55,-132.35,0.2,15.36,16.46,2.83,-3.07,-3.36,-13.43,-2.26,13.42,-0.53,92.06,20.07,153.63,2.69,False
3.23,-10.39,5.7,-142.02,0.2,0.1,3.18,-0.58,-4.49,-3.51,4.27,-108.19,-1.33,-4.06,46.5,2.04,117.78,2.49,False
9.93,42.78,5.31,-94.01,0.15,0.08,7.29,6.74,-0.37,-5.3,-7.08,11.53,6.94,1.41,85.38,12.45,150.46,2.67,False
15.56,5.35,3.05,-143.51,0.19,10.53,15.49,1.45,-2.45,-1.81,-13.05,-1.55,13.04,-0.35,84.9,21.51,146.93,2.59,False
-14.67,91.95,-4.6,-60.76,0.2,0.1,-0.5,14.66,2.25,-4.01,-10.79,80.48,1.78,10.64,71.8,60.79,142.06,2.44,False
15.84,25.63,3.95,-115.88,0.19,16.68,14.28,6.85,-1.72,-3.55,-13.0,14.74,12.57,3.31,93.74,20.06,154.35,2.7,False
16.29,23.65,5.97,-131.4,0.19,18.18,14.92,6.53,-3.95,-4.48,-11.18,10.49,10.99,2.04,87.12,21.35,153.49,2.69,False
2.61,48.18,3.67,-91.6,0.19,2.16,1.74,1.94,-0.1,-3.67,-2.39,-46.08,1.66,-1.72,55.79,0.0,116.94,2.57,False
4.02,-88.37,2.54,130.61,0.19,0.09,0.11,-4.02,-1.65,1.92,2.46,-125.4,-1.43,-2.01,2.51,7.56,67.58,1.1,False
8.68,50.32,-6.76,-68.96,0.19,1.25,5.54,6.68,2.43,-6.31,-8.0,2.6,7.99,0.36,71.75,5.08,142.03,2.75,False
8.36,53.3,-4.31,-73.35,0.19,0.1,5.0,6.71,1.24,-4.13,-6.74,22.64,6.22,2.59,51.93,-0.0,114.81,2.62,False
2.84,43.26,3.68,-93.88,0.19,0.09,2.07,1.94,-0.25,-3.67,-2.52,-43.15,1.84,-1.72,49.78,-0.0,111.07,2.59,False
13.27,-4.31,2.46,-144.86,0.19,15.75,13.24,-1.0,-2.02,-1.42,-11.49,-12.1,11.23,-2.41,83.91,22.45,151.86,2.69,False
9.34,12.34,1.93,-115.66,0.19,0.1,9.12,2.0,-0.84,-1.74,-8.3,1.75,8.29,0.25,81.64,5.97,148.29,2.8,False
9.38,12.24,1.93,-115.87,0.2,0.3,9.17,1.99,-0.84,-1.74,-8.34,1.71,8.33,0.25,82.69,6.62,148.91,2.79,False
10.8,-8.98,2.63,-134.98,0.19,16.3,10.67,-1.69,-1.86,-1.86,-9.51,-21.82,8.83,-3.54,95.77,17.15,155.2,2.71,False
13.5,5.38,5.91,-137.09,0.19,18.37,13.44,1.27,-4.33,-4.02,-9.5,-16.91,9.09,-2.76,88.68,28.56,152.1,2.5,False
9.11,-22.67,2.38,-162.98,0.19,19.26,8.41,-3.51,-2.28,-0.7,-7.42,-34.45,6.12,-4.2,8.47,22.42,55.35,1.75,False
10.76,10.69,4.98,-107.81,0.19,18.37,10.57,2.0,-1.52,-4.74,-9.44,-16.85,9.04,-2.74,87.15,32.02,151.36,2.45,False
2.64,36.88,-4.31,-56.78,0.19,2.19,2.11,1.58,2.36,-3.6,-4.91,-24.35,4.47,-2.02,79.05,17.18,149.79,2.65,False
8.6,51.49,-6.75,-68.66,0.19,2.22,5.36,6.73,2.46,-6.29,-7.85,3.17,7.84,0.43,64.49,3.05,136.34,2.68,False
15.57,30.98,6.52,-137.75,0.17,13.22,13.35,8.02,-4.83,-4.39,-9.28,22.82,8.55,3.6,88.62,21.9,152.07,2.66,False
2.42,32.55,-4.4,-58.61,0.19,13.76,2.04,1.3,2.29,-3.76,-4.98,-29.62,4.33,-2.46,94.7,15.06,154.75,2.7,False
8.94,5.0,5.3,-116.36,0.07,0.04,8.91,0.78,-2.35,-4.75,-7.69,-31.01,6.59,-3.96,53.11,1.28,128.32,2.56,False
12.41,7.44,3.74,-135.77,0.19,18.37,12.31,1.61,-2.68,-2.61,-9.69,-6.02,9.63,-1.02,64.96,14.81,136.46,2.53,False
9.55,12.0,1.94,-116.24,0.19,2.6,9.35,1.99,-0.86,-1.74,-8.5,1.67,8.49,0.25,84.37,6.83,149.83,2.81,False
4.4,1.58,2.25,151.97,0.19,2.75,4.4,0.12,-1.99,1.06,-2.69,25.95,2.42,1.18,6.37,21.92,52.02,1.15,False
10.78,-9.4,2.61,-134.52,0.19,16.07,10.64,-1.76,-1.83,-1.86,-9.54,-22.27,8.82,-3.61,95.82,16.84,155.22,2.71,False
8.71,16.39,6.76,-102.73,0.07,0.04,8.36,2.46,-1.49,-6.59,-8.04,-31.1,6.88,-4.15,77.56,5.39,146.6,2.77,False
10.84,-13.09,4.98,-132.88,0.19,18.18,10.55,-2.45,-3.39,-3.65,-9.4,-40.41,7.15,-6.09,86.67,32.62,151.15,2.38,False
8.66,50.62,-6.75,-69.03,0.19,1.06,5.49,6.69,2.42,-6.31,-7.94,2.73,7.93,0.38,70.24,5.25,141.15,2.74,False
13.28,-3.89,2.47,-145.12,0.19,15.77,13.25,-0.9,-2.03,-1.41,-11.47,-11.61,11.23,-2.31,93.36,21.58,153.92,2.7,False
13.37,18.85,2.47,-120.73,0.19,16.46,12.65,4.32,-1.26,-2.12,-11.61,10.97,11.4,2.21,73.04,17.6,146.18,2.65,False
15.8,43.85,6.4,-123.23,0.19,18.37,11.4,10.95,-3.51,-5.36,-9.68,35.1,7.92,5.56,90.9,22.42,153.12,2.69,False
4.06,-9.73,2.64,177.9,0.15,0.08,4.0,-0.69,-2.64,0.1,-1.49,-23.57,1.37,-0.6,7.68,78.97,53.67,1.49,False
2.96,59.21,-3.65,-75.3,0.19,1.44,1.51,2.54,0.93,-3.53,-2.65,-21.82,2.46,-0.98,69.03,0.25,142.91,0.8,False
10.33,24.19,1.95,-104.49,0.18,0.46,9.43,4.23,-0.49,-1.89,-9.24,14.7,8.94,2.34,68.29,5.06,119.38,2.51,False
6.15,-36.87,2.01,-170.7,0.19,13.74,4.92,-3.69,-1.98,-0.32,-4.98,-53.63,2.95,-4.01,94.35,15.16,154.6,2.7,False
9.05,-23.22,2.39,-162.98,0.19,19.0,8.32,-3.57,-2.28,-0.7,-7.38,-35.24,6.03,-4.26,12.4,13.82,65.85,1.79,False
8.99,38.16,-5.3,-83.24,0.19,0.29,7.07,5.55,0.62,-5.26,-7.72,2.34,7.71,0.32,53.11,1.28,128.32,2.56,False
-3.66,-122.63,3.14,170.92,0.0,0.38,-1.98,-3.09,-3.1,0.5,5.71,-152.83,-5.08,-2.61,0.09,22.16,42.55,0.22,False
2.5,24.8,-4.41,-67.52,0.2,4.34,2.27,1.05,1.69,-4.08,-4.98,-37.45,3.96,-3.03,91.68,16.93,153.46,2.69,False
11.31,2.83,4.15,-169.35,0.2,4.91,11.3,0.56,-4.08,-0.77,-7.23,-1.97,7.22,-0.25,84.1,10.35,149.85,2.67,False
11.78,24.01,2.46,-146.93,0.18,5.21,10.76,4.79,-2.06,-1.34,-9.36,21.68,8.69,3.46,7.28,19.14,51.41,1.49,False
17.15,27.3,4.6,-115.16,0.19,18.79,15.24,7.87,-1.95,-4.16,-13.81,15.58,13.3,3.71,94.01,20.0,154.47,2.7,False
9.52,12.08,1.94,-116.08,0.19,2.22,9.31,1.99,-0.85,-1.74,-8.46,1.69,8.46,0.25,83.03,6.5,149.09,2.8,False
8.87,6.58,6.91,-106.23,0.19,0.09,8.81,1.02,-1.93,-6.64,-8.9,-39.31,6.88,-5.64,57.77,2.61,125.8,2.54,False
-4.4,-98.93,2.61,-177.92,0.17,0.09,-0.68,-4.35,-2.6,-0.09,5.53,-126.47,-3.29,-4.45,14.13,91.86,63.94,1.56,False
2.53,23.09,-4.36,-69.34,0.18,7.74,2.33,0.99,1.54,-4.08,-4.95,-38.63,3.87,-3.09,91.75,15.18,153.48,2.69,False
11.22,1.92,4.08,-169.47,0.2,4.14,11.22,0.38,-4.02,-0.75,-7.21,-3.27,7.2,-0.41,83.96,11.08,149.71,2.67,False
8.37,53.22,-4.3,-74.1,0.19,0.67,5.01,6.71,1.18,-4.13,-6.7,22.78,6.17,2.59,49.37,0.08,118.49,2.61,False
11.39,3.27,4.29,-169.55,0.2,3.71,11.37,0.65,-4.21,-0.78,-7.16,-1.34,7.16,-0.17,84.94,9.99,150.19,2.67,False
-3.64,-124.49,3.94,157.65,0.15,0.08,-2.06,-3.0,-3.64,1.5,5.91,-165.14,-5.71,-1.52,0.95,49.97,43.62,0.84,False
3.19,47.93,1.73,-95.37,0.2,0.1,2.14,2.37,-0.16,-1.73,-2.09,17.91,1.98,0.64,21.63,33.31,76.75,1.98,False
17.53,-19.74,4.2,-163.94,0.15,0.07,16.5,-5.92,-4.04,-1.16,-14.33,-29.61,12.46,-7.08,93.73,39.6,154.35,2.7,False
7.8,-46.63,3.78,174.05,0.15,0.07,5.35,-5.67,-3.76,0.39,-5.51,-73.13,1.6,-5.27,103.96,22.96,158.65,2.74,False
15.91,19.47,6.35,-148.09,0.19,18.18,15.0,5.3,-5.39,-3.36,-9.81,11.21,9.62,1.91,90.86,23.07,153.1,2.63,False
3.48,15.15,1.71,-99.49,0.2,0.1,3.36,0.91,-0.28,-1.69,-3.18,-14.33,3.08,-0.79,27.3,37.43,85.54,2.03,False
1.5,-82.05,1.84,-154.62,0.19,0.28,0.21,-1.49,-1.66,-0.79,2.7,-122.62,-1.46,-2.27,99.67,17.87,156.78,2.76,False
14.1,15.51,4.99,-112.07,0.19,18.37,13.58,3.77,-1.88,-4.63,-11.73,-4.15,11.7,-0.85,82.01,22.17,148.72,2.16,False
9.02,-30.49,1.4,117.38,0.19,13.41,7.78,-4.58,-0.64,1.24,-7.88,-25.37,7.12,-3.37,95.02,15.59,154.8,2.85,False
9.42,12.21,1.94,-115.86,0.19,1.06,9.21,1.99,-0.84,-1.74,-8.38,1.72,8.37,0.25,82.0,6.35,148.51,2.8,False
3.44,-50.73,1.74,162.83,0.15,0.07,2.17,-2.66,-1.66,0.51,-2.21,-76.78,0.51,-2.15,20.76,32.71,75.3,1.96,False
3.43,13.81,5.93,151.38,0.11,0.06,3.33,0.82,-5.2,2.84,4.15,116.17,-1.83,3.73,55.2,285.33,310.17,2.33,False
1.37,-35.73,-3.4,-49.5,0.19,14.16,1.11,-0.8,2.21,-2.58,-4.74,-45.63,3.31,-3.39,71.07,21.81,150.13,2.67,False
17.73,11.15,4.23,-133.33,0.17,10.36,17.4,3.43,-2.9,-3.08,-14.5,1.4,14.5,0.35,94.33,25.89,153.27,2.68,False
9.52,12.09,1.94,-116.04,0.19,2.41,9.31,1.99,-0.85,-1.74,-8.47,1.7,8.46,0.25,83.37,6.26,149.27,2.8,False
10.02,-30.12,4.6,-149.3,0.17,0.26,8.67,-5.03,-3.96,-2.35,-8.73,-57.53,4.68,-7.36,50.09,79.37,120.21,2.5,False
8.41,36.58,9.06,169.34,0.2,6.72,6.76,5.01,-8.9,1.68,7.02,107.89,-2.16,6.68,150.06,12.14,152.52,2.76,False
13.49,0.92,3.51,-137.16,0.19,13.45,13.49,0.22,-2.57,-2.38,-11.14,-11.17,10.93,-2.16,107.86,17.02,158.04,2.72,False
9.86,26.53,5.21,-107.3,0.2,4.54,8.83,4.4,-1.55,-4.97,-7.31,-4.68,7.29,-0.6,85.02,11.86,150.28,2.67,False
1.25,44.04,-4.59,-53.03,0.19,8.89,0.9,0.87,2.76,-3.67,-4.61,-37.51,3.66,-2.81,95.41,27.12,155.47,2.71,False
3.1,56.74,-3.62,-75.63,0.2,3.17,1.7,2.59,0.9,-3.51,-2.77,-19.0,2.62,-0.9,46.5,0.0,105.84,2.54,False
7.28,40.32,4.42,-100.31,0.2,11.15,5.55,4.71,-0.79,-4.35,-4.79,4.48,4.77,0.37,86.29,13.48,150.92,0.76,False
8.0,-53.74,3.64,-169.39,0.18,0.96,4.73,-6.45,-3.57,-0.67,-7.2,-81.0,1.13,-7.11,49.36,71.04,119.76,2.42,False
6.35,-0.31,2.18,-137.45,0.17,16.89,6.35,-0.03,-1.6,-1.47,-4.98,-17.44,4.75,-1.49,96.44,15.16,155.47,2.71,False
7.91,-51.32,3.57,-165.86,0.17,0.26,4.94,-6.17,-3.47,-0.87,-7.18,-78.41,1.44,-7.03,51.79,77.15,122.26,2.42,False
8.56,51.85,-6.73,-69.29,0.19,0.48,5.29,6.73,2.38,-6.29,-7.7,3.23,7.69,0.43,62.9,2.81,135.49,2.65,False
15.84,19.73,6.39,-147.56,0.19,18.18,14.91,5.35,-5.39,-3.43,-9.71,11.17,9.53,1.88,90.72,22.1,153.03,2.68,False
4.72,14.46,1.92,-134.8,0.19,0.1,4.57,1.18,-1.35,-1.36,-3.23,-3.51,3.23,-0.2,34.87,78.85,98.31,1.91,False
3.53,14.42,1.7,-99.73,0.2,0.1,3.42,0.88,-0.29,-1.68,-3.24,-14.33,3.14,-0.8,28.73,37.69,88.49,2.05,False
