-0.577,0.314,0.120,-0.464,0.260,0.397,0.563
-0.800,0.610,-0.943,-0.775,0.387,-1.294,-1.154
-0.613,0.674,-0.068,-0.546,0.459,0.058,1.134
-0.798,0.603,-0.894,-0.772,0.385,-1.241,-0.905
-0.585,0.341,0.141,-0.477,0.274,0.006,1.260
-0.555,0.109,0.361,-0.438,0.138,0.072,1.169
-0.796,0.597,-0.894,-0.769,0.383,-1.255,-1.033
-0.577,0.385,0.234,-0.466,0.301,0.043,1.077
-0.559,0.118,0.361,-0.443,0.144,-0.018,1.224
-0.763,-0.582,0.431,-0.823,-0.166,0.009,0.426
-0.812,-0.954,-0.271,-1.001,-0.290,-1.011,0.411
-0.806,-0.932,-0.443,-0.985,-0.286,-0.973,0.327
-0.382,-0.688,-0.817,-0.423,-0.394,-0.807,0.306
1.779,1.670,-0.551,1.329,2.573,-1.018,-0.344
1.866,1.688,-0.582,1.381,2.656,-0.953,-0.290
-1.037,-2.066,-0.611,-1.635,-0.371,-0.770,0.105
1.977,0.742,0.954,2.688,1.165,-1.036,-0.255
-0.261,0.184,1.105,-0.055,0.173,-0.551,0.261
0.930,1.124,2.013,1.121,1.385,-1.167,-1.360
-0.285,0.159,1.105,-0.086,0.156,-0.529,0.212
-0.364,0.141,0.971,-0.189,0.146,-0.622,0.365
0.260,-0.286,1.226,0.520,-0.321,-0.390,-0.882
0.993,0.395,0.535,1.568,0.428,-0.282,-0.635
-0.184,-0.142,0.431,0.004,-0.085,-1.340,-0.934
3.123,-2.349,-0.203,-0.888,-4.404,-1.197,-0.499
-0.174,-0.140,0.457,0.017,-0.085,-1.340,-0.934
-0.158,-0.135,0.509,0.040,-0.085,-1.340,-0.934
-0.149,-0.133,0.535,0.050,-0.085,-1.340,-1.149
-0.158,-0.135,0.509,0.040,-0.085,-1.340,-0.934
3.204,-1.776,0.176,0.995,-4.022,-1.273,-0.656
-0.004,0.100,1.078,0.274,0.090,-1.101,0.159
0.004,0.101,1.105,0.284,0.090,-1.101,0.159
-0.004,0.100,1.078,0.274,0.090,-1.101,0.159
1.197,0.715,0.302,1.725,0.924,0.063,-1.000
-0.206,-0.160,0.404,-0.027,-0.095,-1.306,-1.045
0.428,-0.294,1.454,0.726,-0.375,0.455,-1.154
-0.208,-0.202,0.509,-0.040,-0.126,-1.355,-1.030
0.503,0.217,0.869,0.941,0.185,-0.069,-0.973
-0.232,-0.191,0.407,-0.068,-0.112,-1.320,-0.847
0.460,-0.106,1.184,0.834,-0.178,0.018,-1.223
3.330,-1.561,0.457,1.722,-3.844,-1.315,-0.827
0.835,0.083,1.184,1.360,0.001,0.497,-1.153
0.962,0.708,0.368,1.432,0.858,0.178,-1.020
3.350,-1.578,0.457,1.689,-3.886,-1.283,-0.654
3.336,-1.568,0.405,1.704,-3.859,-1.264,-0.654
0.835,0.083,1.240,1.358,0.001,0.497,-1.153
0.833,0.382,0.595,1.363,0.399,0.115,-1.074
3.443,-1.494,0.431,2.005,-3.832,-1.135,-1.039
1.380,0.397,0.738,2.069,0.461,0.168,-0.984
3.443,-1.494,0.431,2.005,-3.832,-1.135,-1.039
3.377,-1.742,0.227,1.204,-4.133,-0.927,-0.879
1.420,0.243,1.212,2.134,0.212,0.510,-1.215
1.436,0.050,1.454,2.131,-0.107,0.498,-1.091
1.420,0.243,1.212,2.134,0.212,0.510,-1.215
1.570,0.067,1.376,2.308,-0.091,0.562,-0.976
1.560,0.260,1.212,2.316,0.241,0.548,-0.976
1.534,-0.823,1.131,1.597,-1.500,-1.346,-1.188
1.519,0.853,1.481,2.041,1.227,0.564,-0.860
1.517,0.081,1.454,2.241,-0.062,0.564,-0.860
1.483,0.580,0.925,2.149,0.773,0.224,-1.300
1.392,0.888,-0.001,1.861,1.240,0.435,-1.167
0.347,0.002,1.184,0.715,-0.043,0.628,-0.704
0.349,0.002,1.212,0.718,-0.043,0.628,-0.704
0.215,-1.800,-1.065,-0.803,-1.434,0.502,-0.450
0.361,-0.190,1.454,0.682,-0.247,0.649,-0.717
0.217,-0.129,1.184,0.518,-0.155,0.681,-0.591
0.158,0.439,0.368,0.479,0.405,0.412,-1.030
0.231,-0.319,1.454,0.471,-0.344,0.657,-0.595
0.264,0.239,1.241,0.631,0.212,-1.340,-1.178
0.197,0.173,0.897,0.543,0.146,0.341,-1.217
0.219,-0.129,1.240,0.520,-0.155,0.681,-0.591
0.266,-1.195,1.265,-0.104,-1.116,-1.340,-1.123
0.199,0.173,0.925,0.546,0.146,0.341,-1.217
0.247,-1.009,0.564,0.047,-0.963,-0.771,-1.178
0.239,-1.890,-1.065,-0.898,-1.494,0.357,-0.423
0.179,0.428,1.481,0.510,0.397,0.662,-0.486
0.177,-0.344,1.454,0.394,-0.352,0.662,-0.486
0.132,-0.008,0.715,0.435,-0.024,0.397,-1.076
0.124,0.138,0.617,0.446,0.115,0.376,-1.076
0.173,-0.345,1.376,0.389,-0.350,0.666,-0.430
0.173,-0.345,1.403,0.389,-0.350,0.666,-0.430
0.169,-0.153,1.295,0.448,-0.168,0.686,-0.430
0.173,-0.345,1.403,0.389,-0.350,0.666,-0.430
0.179,0.428,1.481,0.507,0.397,0.694,-0.430
0.177,0.428,1.481,0.507,0.397,0.699,-0.364
0.175,-0.343,1.454,0.392,-0.350,0.699,-0.364
0.177,0.428,1.481,0.507,0.397,0.699,-0.364
0.075,0.442,0.053,0.371,0.401,0.509,-0.690
0.177,0.428,1.481,0.507,0.397,0.699,-0.364
0.134,-0.006,0.763,0.438,-0.022,0.419,-0.960
0.683,0.763,1.481,1.057,0.856,0.691,-0.369
0.667,0.184,1.212,1.155,0.140,0.730,-0.367
0.683,0.763,1.481,1.057,0.856,0.691,-0.369
0.677,0.539,1.238,1.129,0.580,-1.338,-1.277
0.926,0.005,1.454,1.460,-0.114,0.740,-0.411
0.924,0.005,1.403,1.460,-0.114,0.740,-0.411
0.926,0.777,1.481,1.353,0.939,0.740,-0.411
0.926,0.777,1.481,1.353,0.939,0.740,-0.411
0.952,0.690,1.507,1.427,0.829,0.809,-0.543
0.950,0.690,1.534,1.427,0.829,0.809,-0.543
0.808,-0.281,1.107,1.204,-0.465,-1.265,-1.280
0.954,-0.082,1.403,1.471,-0.238,0.751,-0.520
0.950,-0.083,1.403,1.468,-0.238,0.812,-0.707
0.950,0.689,1.481,1.424,0.827,0.812,-0.707
0.950,0.689,1.481,1.424,0.827,0.812,-0.707
0.950,0.689,1.481,1.424,0.827,0.812,-0.707
0.883,1.340,-0.865,0.870,1.616,1.038,-0.534
0.944,0.690,1.717,1.419,0.827,0.879,-0.677
0.746,0.609,1.481,1.198,0.681,0.884,-0.811
0.744,0.607,1.507,1.196,0.677,0.872,-0.848
0.729,0.326,0.642,1.232,0.320,0.675,-0.701
0.744,0.607,1.481,1.196,0.677,0.872,-0.848
1.031,0.797,1.481,1.473,0.995,0.874,-0.761
1.031,0.797,1.481,1.473,0.995,0.874,-0.761
1.805,-1.947,-1.065,-0.215,-2.935,0.512,0.782
1.805,-1.947,-1.065,-0.215,-2.935,0.512,0.782
1.805,-1.947,-1.065,-0.215,-2.935,0.512,0.782
1.813,-1.935,-0.993,-0.184,-2.935,0.711,0.377
2.016,-2.127,1.265,-0.556,-3.242,-0.920,-1.386
1.033,0.803,1.481,1.473,1.005,0.892,-0.532
1.860,-1.081,-0.501,1.561,-2.059,1.063,0.642
1.033,0.031,1.429,1.604,-0.091,0.915,-0.549
1.809,-1.936,-1.065,-0.189,-2.933,0.378,0.050
1.809,-1.936,-1.065,-0.189,-2.933,0.378,0.050
1.868,-1.440,-0.433,0.913,-2.524,1.063,0.642
1.947,-0.946,0.539,1.864,-1.915,1.131,-0.357
1.033,0.803,1.481,1.473,1.005,0.892,-0.532
1.811,-1.934,-1.042,-0.184,-2.933,0.378,0.050
1.813,-1.932,-1.016,-0.176,-2.933,0.521,0.050
1.989,-0.372,0.970,2.606,-0.961,1.048,-0.565
0.983,0.718,1.534,1.455,0.876,0.953,-0.355
1.916,0.887,-1.064,2.501,1.412,0.350,-0.212
0.989,0.717,1.717,1.463,0.876,0.935,-0.415
1.930,-1.960,-1.065,-0.184,-3.059,0.325,-0.410
1.935,-2.057,-0.944,-0.415,-3.128,0.319,-0.410
0.985,1.102,1.837,1.206,1.381,0.958,-0.033
0.738,-0.777,-1.065,0.775,-1.025,0.156,-0.600
0.968,-0.054,1.429,1.499,-0.201,1.096,-0.145
0.968,-0.054,1.454,1.499,-0.201,1.096,-0.145
0.709,0.044,-0.501,1.188,-0.037,0.603,0.037
0.742,-0.760,-1.016,0.792,-1.008,0.224,-0.462
0.774,1.523,-0.298,0.561,1.746,0.290,-0.757
0.938,-0.844,-0.993,0.926,-1.204,0.272,0.084
0.932,-0.952,-0.944,0.805,-1.324,0.439,0.202
0.936,-0.845,-0.968,0.924,-1.204,0.272,0.202
1.021,-0.871,-0.968,0.988,-1.282,0.314,0.160
1.021,-0.871,-0.968,0.988,-1.282,0.314,0.160
