5.560,2.020,8.600,5.560,0.200,43.900,49.880
4.430,11.220,0.970,4.350,0.860,2.050,5.430
5.380,13.230,7.250,5.240,1.230,35.510,64.670
4.440,11.020,1.320,4.360,0.850,3.360,11.890
5.520,2.860,8.750,5.510,0.270,34.230,67.930
5.670,-4.340,10.330,5.660,-0.430,35.840,65.570
4.450,10.820,1.320,4.370,0.840,3.020,8.570
5.560,4.230,9.420,5.550,0.410,35.130,63.190
5.650,-4.060,10.330,5.640,-0.400,33.630,67.000
4.620,-25.810,10.830,4.160,-2.010,34.280,46.340
4.370,-37.380,5.790,3.470,-2.650,9.050,45.940
4.400,-36.720,4.560,3.530,-2.630,9.990,43.770
6.550,-29.120,1.870,5.720,-3.190,14.100,43.240
17.490,44.190,3.780,12.540,12.190,8.880,26.410
17.930,44.740,3.560,12.740,12.620,10.490,27.800
3.230,-71.950,3.350,1.000,-3.070,15.010,38.020
18.490,15.320,14.590,17.830,4.890,8.420,28.720
7.160,-2.010,15.670,7.150,-0.250,20.430,42.060
13.190,27.210,22.190,11.730,6.030,5.200,0.120
7.040,-2.780,15.670,7.030,-0.340,20.990,40.790
6.640,-3.350,14.710,6.630,-0.390,18.680,44.760
9.800,-16.630,16.540,9.390,-2.810,24.410,12.480
13.510,4.560,11.580,13.470,1.070,27.090,18.880
7.550,-12.150,10.830,7.380,-1.590,0.900,11.140
24.290,-80.740,6.280,3.910,-23.970,4.450,22.400
7.600,-12.080,11.020,7.430,-1.590,0.900,11.140
7.680,-11.940,11.390,7.520,-1.590,0.900,11.140
7.730,-11.870,11.580,7.560,-1.590,0.900,5.580
7.680,-11.940,11.390,7.520,-1.590,0.900,11.140
24.700,-62.930,9.000,11.240,-21.990,2.560,18.330
8.460,-4.610,15.480,8.430,-0.680,6.820,39.420
8.500,-4.590,15.670,8.470,-0.680,6.820,39.420
8.460,-4.610,15.480,8.430,-0.680,6.820,39.420
14.540,14.490,9.910,14.080,3.640,35.620,9.440
7.440,-12.720,10.640,7.260,-1.640,1.750,8.250
10.650,-16.880,18.180,10.190,-3.090,45.340,5.440
7.430,-14.000,11.390,7.210,-1.800,0.540,8.660
11.030,-0.990,13.980,11.030,-0.190,32.360,10.130
7.310,-13.660,10.660,7.100,-1.730,1.400,13.400
10.810,-11.020,16.240,10.610,-2.070,34.510,3.660
25.340,-56.260,11.020,14.070,-21.070,1.520,13.910
12.710,-5.150,16.240,12.660,-1.140,46.380,5.470
13.350,14.290,10.380,12.940,3.300,38.470,8.920
25.440,-56.780,11.020,13.940,-21.290,2.310,18.380
25.370,-56.490,10.650,14.000,-21.150,2.790,18.380
12.710,-5.150,16.640,12.650,-1.140,46.380,5.470
12.700,4.140,12.010,12.670,0.920,36.920,7.500
25.910,-54.180,10.830,15.170,-21.010,5.970,8.430
15.470,4.600,13.040,15.420,1.240,38.220,9.840
25.910,-54.180,10.830,15.170,-21.010,5.970,8.430
25.580,-61.890,9.370,12.050,-22.570,11.130,12.560
15.670,-0.180,16.440,15.670,-0.050,46.690,3.850
15.750,-6.180,18.180,15.660,-1.700,46.400,7.070
15.670,-0.180,16.440,15.670,-0.050,46.690,3.850
16.430,-5.660,17.620,16.350,-1.620,47.970,10.060
16.380,0.340,16.440,16.380,0.100,47.640,10.060
16.250,-33.310,15.860,13.580,-8.920,0.760,4.550
16.170,18.790,18.370,15.310,5.210,48.020,13.050
16.160,-5.210,18.180,16.090,-1.470,48.020,13.050
15.990,10.290,14.380,15.730,2.860,39.610,1.660
15.530,19.870,7.730,14.610,5.280,44.840,5.110
10.240,-7.680,16.240,10.150,-1.370,49.620,17.100
10.250,-7.680,16.440,10.160,-1.370,49.620,17.100
9.570,-63.680,0.090,4.240,-8.580,46.480,23.670
10.310,-13.630,18.180,10.020,-2.430,50.120,16.740
9.580,-11.750,16.240,9.380,-1.950,50.930,20.010
9.280,5.900,10.380,9.230,0.950,44.270,8.640
9.650,-17.640,18.180,9.200,-2.930,50.330,19.920
9.820,-0.290,16.650,9.820,-0.050,0.910,4.830
9.480,-2.360,14.180,9.480,-0.390,42.510,3.800
9.590,-11.730,16.640,9.390,-1.950,50.930,20.010
9.830,-44.890,16.820,6.960,-6.930,0.910,6.250
9.490,-2.360,14.380,9.490,-0.390,42.510,3.800
9.730,-39.100,11.790,7.550,-6.140,14.990,4.810
9.690,-66.470,0.090,3.870,-8.890,42.900,24.350
9.390,5.560,18.370,9.350,0.910,50.450,22.730
9.380,-18.440,18.180,8.900,-2.970,50.450,22.730
9.150,-7.970,12.870,9.060,-1.270,43.900,7.470
9.110,-3.440,12.170,9.100,-0.550,43.380,7.470
9.360,-18.470,17.620,8.880,-2.960,50.550,24.170
9.360,-18.460,17.810,8.880,-2.960,50.550,24.170
9.340,-12.500,17.040,9.110,-2.020,51.040,24.170
9.360,-18.460,17.810,8.880,-2.960,50.550,24.170
9.390,5.570,18.370,9.340,0.910,51.250,24.170
9.380,5.580,18.370,9.340,0.910,51.370,25.900
9.370,-18.410,18.180,8.890,-2.960,51.370,25.900
9.380,5.580,18.370,9.340,0.910,51.370,25.900
8.860,6.010,8.120,8.810,0.930,46.660,17.440
9.380,5.580,18.370,9.340,0.910,51.370,25.900
9.160,-7.930,13.220,9.070,-1.260,44.440,10.460
11.940,15.990,18.370,11.480,3.290,51.180,25.770
11.860,-2.020,16.440,11.860,-0.420,52.140,25.820
11.940,15.990,18.370,11.480,3.290,51.180,25.770
11.910,9.010,16.630,11.760,1.860,0.950,2.260
13.170,-7.570,18.180,13.050,-1.740,52.370,24.660
