lon,lat
-78.25,6.72
-81.54,-3.35
-81.32,-6.46
-75.46,-15.54
-70.53,-18.65
-76.88,-49.79
-73.04,-54.66
-66.23,-55.66
-62.38,-17.16
-76.63,-4.18
-67.45,12.8
-76.17,11.34
