lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
-69.37,-31.3,84.0,202.0,-51.063,-33.510999999999996,0.046,1094.0,-54.18,-33.03,2.92,-56.78,2.36,-128.5,0.2,98.23,904.0,201.0,28.93,28.93,1.6,-2.44,-1.47,-1.85,-4.3,-88.04,0.15,-4.3,53.29,0.03,24.81,124.15,2.43
-69.75,-30.5,84.0,202.0,-51.415,-32.699,0.039,1098.0,-54.08,-32.44,2.99,-54.77,2.36,-128.56,0.2,98.18,904.0,201.0,29.52,29.52,1.72,-2.44,-1.47,-1.85,-4.31,-86.42,0.27,-4.3,52.41,0.03,24.81,123.1,2.41
-66.65,-27.27,124.0,202.0,-38.400999999999996,-33.722,0.077,1143.0,-43.68,-33.27,9.92,-36.73,2.35,-103.34,0.2,95.41,919.0,201.0,24.48,30.27,7.95,-5.93,-0.54,-2.28,-11.04,-48.09,7.37,-8.22,48.85,0.12,26.33,118.61,2.16
-66.61,-27.33,95.0,202.0,-46.588,-31.614,0.078,1150.0,-51.75,-30.93,8.84,-13.57,2.38,-126.81,0.2,97.59,908.0,201.0,25.46,32.08,8.59,-2.07,-1.43,-1.91,-8.21,-29.06,7.17,-3.99,39.93,0.12,36.22,106.16,2.34
-66.55,-27.4,75.0,202.0,-49.525,-28.587,0.079,1120.0,-54.59,-27.86,2.64,11.95,2.03,-152.36,0.2,97.09,902.0,201.0,28.34,33.51,2.58,0.55,-1.79,-0.94,-0.89,-27.1,0.79,-0.41,50.32,0.04,32.67,118.45,1.32
-66.57,-27.28,156.0,202.0,-43.571999999999996,-34.857,0.078,1315.0,-48.96,-34.15,5.79,-26.31,1.88,105.97,0.2,98.7,919.0,201.0,9.22,9.22,5.19,-2.56,-0.52,1.8,-4.74,-9.24,4.68,-0.76,38.5,0.07,11.31,100.41,2.21
-67.9,-26.3,101.0,202.0,-47.096000000000004,-31.668000000000003,0.057,1144.0,-50.87,-31.29,11.67,2.82,2.43,-126.88,0.2,97.2,908.0,201.0,25.22,32.29,11.66,0.57,-1.46,-1.94,-10.3,-7.68,10.21,-1.38,33.58,0.15,34.57,96.38,2.24
-70.58,-38.25,111.0,283.0,-46.938,-44.118,0.055999999999999994,1045.0,-51.38,-43.95,12.87,-10.44,3.65,172.53,0.16,93.46,919.0,201.0,19.31,19.31,12.66,-2.33,-3.62,0.47,-9.23,-11.39,9.05,-1.82,1.3,0.03,-0.0,46.9,1.75
-69.17,-30.0,144.0,202.0,-46.711999999999996,-37.863,0.048,1204.0,-50.1,-37.39,6.57,-11.77,2.0,-93.84,0.2,100.64,919.0,201.0,6.12,6.12,6.43,-1.34,-0.13,-1.99,-7.11,-28.09,6.27,-3.35,42.37,0.09,43.0,109.74,2.19
-70.05,-31.95,155.0,202.0,-47.701,-39.553000000000004,0.037000000000000005,1259.0,-50.41,-39.2,6.24,-23.55,1.89,107.83,0.2,99.19,919.0,201.0,4.19,4.19,5.72,-2.49,-0.58,1.8,-5.19,-7.7,5.15,-0.7,46.2,0.09,25.68,115.33,2.54
