total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate,label
142.08,71.28,-4.56,3.36,-4.59,False
140.49,70.0,-4.56,3.47,-4.57,False
151.18,88.06,7.43,1.4,-5.26,False
152.67,86.43,3.74,1.06,-1.42,False
147.52,76.64,9.81,0.09,-9.74,False
148.21,90.34,2.63,9.15,2.01,False
149.02,80.34,9.41,0.07,-5.63,False
142.47,89.28,8.37,2.43,-6.07,False
123.64,52.91,5.21,7.43,-3.8,False
76.58,21.5,6.61,9.73,-7.71,False
125.31,56.7,5.73,18.54,-2.2,False
93.27,30.13,8.42,17.74,-6.36,False
109.97,47.05,6.4,12.94,-6.18,False
85.63,28.02,15.18,15.55,-10.87,False
130.42,67.4,8.93,0.87,-7.26,False
133.57,61.96,4.67,30.3,-3.15,False
133.58,59.63,-6.34,2.05,-5.04,False
108.6,42.3,8.57,20.87,-6.52,False
108.61,37.58,-1.13,18.33,1.49,False
104.09,42.2,6.59,16.59,-6.33,False
82.57,22.73,15.28,15.23,-10.95,False
93.35,34.78,9.59,16.46,-9.02,False
79.25,23.05,8.53,10.51,-6.71,False
145.04,75.86,12.15,27.81,-9.63,False
78.66,22.69,11.51,14.29,-7.24,False
112.58,38.61,4.62,17.65,-2.67,False
128.99,60.96,8.86,29.71,-6.87,False
95.04,35.12,9.51,17.22,-8.91,False
126.71,53.15,6.01,5.76,-4.64,False
72.22,24.76,5.52,10.2,-6.0,False
131.81,76.91,6.79,6.22,-4.73,False
128.88,57.46,5.43,4.88,-4.06,False
74.82,14.38,4.2,16.58,-2.66,False
82.57,24.85,11.96,13.87,-8.4,False
105.03,57.11,6.05,10.87,-6.56,False
126.76,55.47,1.49,9.03,-4.1,False
109.05,70.21,9.4,3.89,-9.33,False
123.88,53.22,6.02,5.7,-4.65,False
93.15,31.57,7.8,15.28,-9.15,False
120.81,59.37,8.81,4.38,-5.24,False
102.3,47.1,5.78,11.98,-6.43,False
110.62,39.79,2.09,10.77,0.49,False
130.13,59.72,4.99,18.53,-3.39,False
89.59,29.35,9.79,17.29,-9.04,False
145.62,77.77,9.67,0.09,-9.68,False
135.63,65.03,9.13,2.54,-5.47,False
89.47,27.39,11.75,10.43,-7.44,False
140.36,68.61,1.71,28.0,-0.33,False
91.03,29.69,9.77,17.14,-9.02,False
93.83,33.63,8.35,9.31,-8.84,False
