lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
-158.4,56.52,185.0,16112.0,-88.727,58.106,0.122,223.0,-86.07,64.96,-7.97,92.43,-7.02,-18.7,0.19,12.41,902.0,43200.0,4.88,4.88,-0.34,7.97,6.65,-2.25,-8.5,42.09,6.31,5.7,118.09,0.0,32.68,212.07,2.26
-127.85,50.68,122.0,16110.0,-73.545,50.675,0.009000000000000001,446.0,-74.24,50.46,19.38,42.53,4.77,-113.85,0.19,55.74,902.0,101.0,13.45,42.99,14.28,13.1,-1.93,-4.36,-15.13,35.25,12.36,8.73,85.4,0.28,25.24,155.86,2.71
-157.24,57.05,198.0,16112.0,-101.073,51.677,0.16399999999999998,308.0,-86.01,54.3,12.58,17.01,8.98,-173.67,0.19,229.88,131.0,16111.0,0.09,0.09,12.03,3.68,-8.93,-0.99,-4.15,41.87,3.09,2.77,106.13,0.24,9.81,157.63,0.77
-127.58,50.33,84.0,16110.0,-98.95100000000001,58.742,0.005,274.0,-99.35,58.54,13.64,2.12,4.83,-119.79,0.19,53.22,902.0,101.0,15.09,55.35,13.63,0.51,-2.4,-4.19,-11.8,-18.2,11.21,-3.69,69.48,0.25,26.97,139.57,2.58
-158.41,56.15,148.0,16112.0,-85.779,61.412,0.102,380.0,-73.52,62.4,1.38,-27.81,2.74,-93.93,0.2,88.74,902.0,16111.0,6.24,23.12,1.22,-0.65,-0.19,-2.73,-3.53,-73.01,1.03,-3.37,90.27,0.02,26.89,152.86,2.69
-160.68,55.63,115.0,16112.0,-109.25200000000001,65.029,0.077,215.0,-104.13,68.99,14.25,58.95,-4.66,-88.71,0.19,24.57,902.0,182.0,8.69,8.69,7.35,12.2,0.11,-4.66,-10.6,45.16,7.47,7.51,37.81,0.1,120.89,102.9,2.4
-127.5,50.38,185.0,16110.0,-66.958,44.341,0.031,418.0,-64.6,44.83,8.76,40.8,9.14,174.78,0.19,257.24,101.0,16111.0,7.6,16.21,6.63,5.72,-9.1,0.83,6.99,110.68,-2.47,6.54,93.5,0.13,8.33,153.55,2.76
-158.41,56.15,131.0,16112.0,-92.363,63.476000000000006,0.165,207.0,-79.32,71.56,16.28,18.01,5.27,-135.79,0.19,35.78,902.0,103.0,1.9,8.94,15.48,5.03,-3.78,-3.68,-11.78,6.87,11.69,1.41,53.33,0.25,49.1,279.85,2.68
-159.42,55.89,147.0,16112.0,-87.18700000000001,61.818999999999996,0.111,381.0,-73.57,62.64,1.39,-28.41,2.74,-94.12,0.19,88.72,902.0,16111.0,6.34,23.12,1.23,-0.66,-0.2,-2.73,-3.54,-73.18,1.03,-3.39,91.78,0.02,34.08,151.09,2.69
-159.42,55.89,41.0,16112.0,-153.69799999999998,60.968,0.03,97.0,-151.33,59.71,9.76,-0.76,-1.47,-59.62,0.18,320.9,918.0,111.0,10.35,10.35,9.76,-0.13,0.74,-1.27,-10.6,-7.67,10.5,-1.41,28.67,0.11,26.48,88.37,1.91
