total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate,label
134.75,64.66,8.77,9.99,-8.46,False
126.65,55.44,12.6,13.98,-8.58,False
47.52,3.25,4.46,0.09,-2.14,False
47.69,4.84,6.97,0.01,-4.65,False
134.13,89.69,8.81,7.32,6.99,False
43.9,1.0,-3.79,2.87,6.21,False
147.88,80.84,9.3,0.17,-8.26,False
153.81,92.48,18.74,10.72,-15.13,False
145.49,89.83,2.29,9.85,-4.34,False
138.55,67.36,14.64,28.67,-12.49,False
134.58,63.02,9.79,11.61,-7.8,False
266.39,4.37,-3.1,0.09,2.1,False
153.81,92.5,2.54,7.38,-4.95,False
60.85,11.55,2.99,10.83,-1.92,False
148.29,81.64,9.33,0.04,-8.29,False
48.12,3.79,4.46,0.09,-2.13,False
154.71,94.83,10.53,10.05,-9.14,False
42.56,0.07,-3.78,0.08,5.74,False
117.84,48.21,8.36,0.1,-6.73,False
150.6,85.59,10.34,16.44,-7.91,False
150.4,85.21,10.91,16.44,-9.51,False
147.11,77.96,2.84,0.09,-2.53,False
124.61,49.5,8.81,0.1,-7.61,False
73.37,19.56,9.45,0.95,-7.31,False
136.96,64.94,8.61,1.45,-7.83,False
150.11,84.69,9.92,3.36,-7.22,False
150.38,84.6,12.78,12.49,-11.14,False
149.24,83.04,7.58,0.1,-2.58,False
150.4,85.21,10.91,16.44,-9.51,False
155.23,95.86,10.73,15.64,-9.54,False
155.2,95.77,10.8,16.3,-9.51,False
146.18,73.04,13.34,16.27,-11.59,False
143.75,72.89,8.69,0.67,-8.0,False
152.82,90.24,15.77,16.44,-9.59,False
150.92,86.29,7.28,11.15,-4.79,False
118.49,49.37,8.36,0.1,-6.72,False
42.56,0.07,-3.78,0.08,5.74,False
152.85,90.33,2.59,3.77,-4.94,False
266.39,4.37,-3.1,0.09,2.1,False
145.25,73.48,2.85,0.1,-2.54,False
51.6,6.06,4.41,2.36,-2.69,False
152.52,89.58,15.65,14.18,-9.39,False
153.63,92.06,16.7,15.36,-13.43,False
117.78,46.5,3.23,0.1,4.27,False
150.46,85.38,9.93,0.08,-7.08,False
146.93,84.9,15.56,10.53,-13.05,False
142.06,71.8,-14.67,0.1,-10.79,False
154.35,93.74,15.84,16.68,-13.0,False
153.49,87.12,16.29,18.18,-11.18,False
116.94,55.79,2.61,2.16,-2.39,False
67.58,2.51,4.02,0.09,2.46,False
142.03,71.75,8.68,1.25,-8.0,False
114.81,51.93,8.36,0.1,-6.74,False
111.07,49.78,2.84,0.09,-2.52,False
151.86,83.91,13.27,15.75,-11.49,False
148.29,81.64,9.34,0.1,-8.3,False
148.91,82.69,9.38,0.3,-8.34,False
155.2,95.77,10.8,16.3,-9.51,False
152.1,88.68,13.5,18.37,-9.5,False
55.35,8.47,9.11,19.26,-7.42,False
151.36,87.15,10.76,18.37,-9.44,False
149.79,79.05,2.64,2.19,-4.91,False
136.34,64.49,8.6,2.22,-7.85,False
152.07,88.62,15.57,13.22,-9.28,False
154.75,94.7,2.42,13.76,-4.98,False
128.32,53.11,8.94,0.04,-7.69,False
136.46,64.96,12.41,18.37,-9.69,False
149.83,84.37,9.55,2.6,-8.5,False
52.02,6.37,4.4,2.75,-2.69,False
155.22,95.82,10.78,16.07,-9.54,False
146.6,77.56,8.71,0.04,-8.04,False
151.15,86.67,10.84,18.18,-9.4,False
141.15,70.24,8.66,1.06,-7.94,False
153.92,93.36,13.28,15.77,-11.47,False
146.18,73.04,13.37,16.46,-11.61,False
153.12,90.9,15.8,18.37,-9.68,False
53.67,7.68,4.06,0.08,-1.49,False
142.91,69.03,2.96,1.44,-2.65,False
119.38,68.29,10.33,0.46,-9.24,False
154.6,94.35,6.15,13.74,-4.98,False
65.85,12.4,9.05,19.0,-7.38,False
128.32,53.11,8.99,0.29,-7.72,False
42.55,0.09,-3.66,0.38,5.71,False
153.46,91.68,2.5,4.34,-4.98,False
149.85,84.1,11.31,4.91,-7.23,False
51.41,7.28,11.78,5.21,-9.36,False
154.47,94.01,17.15,18.79,-13.81,False
149.09,83.03,9.52,2.22,-8.46,False
125.8,57.77,8.87,0.09,-8.9,False
63.94,14.13,-4.4,0.09,5.53,False
153.48,91.75,2.53,7.74,-4.95,False
149.71,83.96,11.22,4.14,-7.21,False
118.49,49.37,8.37,0.67,-6.7,False
150.19,84.94,11.39,3.71,-7.16,False
43.62,0.95,-3.64,0.08,5.91,False
76.75,21.63,3.19,0.1,-2.09,False
154.35,93.73,17.53,0.07,-14.33,False
158.65,103.96,7.8,0.07,-5.51,False
153.1,90.86,15.91,18.18,-9.81,False
85.54,27.3,3.48,0.1,-3.18,False
156.78,99.67,1.5,0.28,2.7,False
148.72,82.01,14.1,18.37,-11.73,False
154.8,95.02,9.02,13.41,-7.88,False
148.51,82.0,9.42,1.06,-8.38,False
75.3,20.76,3.44,0.07,-2.21,False
310.17,55.2,3.43,0.06,4.15,False
150.13,71.07,1.37,14.16,-4.74,False
153.27,94.33,17.73,10.36,-14.5,False
149.27,83.37,9.52,2.41,-8.47,False
120.21,50.09,10.02,0.26,-8.73,False
152.52,150.06,8.41,6.72,7.02,False
158.04,107.86,13.49,13.45,-11.14,False
150.28,85.02,9.86,4.54,-7.31,False
155.47,95.41,1.25,8.89,-4.61,False
105.84,46.5,3.1,3.17,-2.77,False
150.92,86.29,7.28,11.15,-4.79,False
119.76,49.36,8.0,0.96,-7.2,False
155.47,96.44,6.35,16.89,-4.98,False
122.26,51.79,7.91,0.26,-7.18,False
135.49,62.9,8.56,0.48,-7.7,False
153.03,90.72,15.84,18.18,-9.71,False
98.31,34.87,4.72,0.1,-3.23,False
88.49,28.73,3.53,0.1,-3.24,False
153.76,92.37,16.96,17.32,-13.6,False
1173.73,207.96,10.84,3.52,-5.25,False
98.13,34.04,3.75,0.1,-3.15,False
154.08,94.13,9.54,12.9,-7.87,False
127.85,56.55,14.52,0.79,-10.75,False
61.53,12.05,-9.42,0.07,9.81,False
153.17,80.62,2.11,11.92,-4.25,False
58.79,10.36,-9.74,0.07,10.12,False
124.71,72.9,8.37,4.74,-4.76,False
153.64,91.79,15.85,16.25,-10.84,False
97.84,32.61,3.71,0.1,-3.1,False
140.63,69.94,13.76,16.44,-11.89,False
156.36,98.62,8.08,1.47,-7.92,False
131.72,60.12,10.17,9.85,-8.48,False
126.21,49.85,8.79,3.75,6.93,False
112.26,44.21,14.34,4.23,-10.67,False
143.23,89.02,1.85,8.26,-3.74,False
153.3,91.34,6.21,5.45,-5.54,False
155.33,96.09,10.31,12.99,-9.26,False
139.55,68.6,8.17,16.44,-6.08,False
155.53,96.58,10.62,1.16,-7.9,False
60.4,11.66,5.35,15.48,-4.98,False
59.29,10.92,12.96,3.62,-10.61,False
143.08,88.56,7.01,15.76,-4.92,False
150.67,95.34,16.26,4.17,-11.81,False
154.1,91.87,16.05,28.31,-10.3,False
155.52,96.79,1.82,9.45,-3.72,False
135.47,62.04,9.88,11.44,-7.85,False
93.31,31.33,14.18,6.19,-12.3,False
147.51,74.77,12.89,13.21,-11.25,False
154.51,94.12,2.42,8.08,-4.98,False
156.39,98.65,1.5,0.1,2.7,False
125.2,54.24,4.54,11.49,-4.47,False
75.3,20.76,3.44,0.07,-2.21,False
76.75,21.63,3.19,0.1,-2.09,False
98.31,34.87,4.72,0.1,-3.23,False
730.76,135.95,1.88,0.09,4.14,False
76.75,21.63,3.19,0.1,-2.09,False
102.81,37.61,7.29,27.92,-5.92,False
140.18,85.21,8.84,9.85,-8.6,False
151.91,104.09,10.07,10.51,-9.08,False
854.59,146.62,1.88,0.1,4.14,False
98.33,34.35,4.45,0.1,-3.08,False
154.47,94.03,2.84,10.84,-4.97,False
143.71,74.05,15.62,11.79,-10.91,False
143.28,73.47,15.63,12.35,-10.91,False
61.75,12.44,13.38,28.95,-11.02,False
155.41,97.5,10.73,5.79,-9.17,False
142.92,72.89,14.46,30.09,-12.3,False
147.46,80.24,9.26,0.72,-8.23,False
70.48,17.8,5.15,15.86,4.74,False
153.74,93.89,2.68,11.27,-4.51,False
53.53,7.33,4.96,13.94,-4.74,False
155.07,96.08,7.74,5.98,-7.94,False
135.21,90.14,2.38,5.98,-4.39,False
149.78,83.98,15.78,14.9,-10.87,False
153.03,122.48,4.33,13.72,5.19,False
158.98,108.96,10.09,14.85,-2.07,False
156.59,99.82,1.91,6.17,-3.76,False
150.87,103.21,7.73,15.57,-5.72,False
156.62,99.25,12.26,25.81,-10.49,False
148.55,88.05,7.09,13.65,-4.9,False
46.42,2.61,4.47,0.97,-2.69,False
42.56,0.07,-3.77,0.23,5.73,False
134.46,136.53,8.6,5.99,6.95,False
48.12,3.79,4.46,0.09,-2.13,False
145.82,87.22,7.01,15.57,-4.92,False
149.56,95.33,18.65,15.57,-15.06,False
116.07,43.32,3.21,0.09,-4.3,False
116.7,47.78,2.28,7.93,4.28,False
132.07,60.44,8.07,9.96,-7.46,False
153.19,79.82,15.66,6.15,-13.06,False
155.56,96.7,0.87,0.97,2.24,False
153.36,79.15,1.53,9.95,-4.79,False
132.21,60.58,7.58,11.79,-5.59,False
46.93,3.02,4.45,0.09,-2.13,False
93.86,32.07,6.4,6.93,-4.35,False
58.88,10.66,6.35,0.09,-4.28,False
160.5,108.85,14.06,15.38,-11.57,False
92.77,31.01,8.28,8.53,-4.4,False
155.0,95.52,9.91,11.92,-7.92,False
120.51,50.14,13.76,6.73,-11.74,False
148.01,80.8,15.33,6.9,-10.91,False
108.96,28.83,3.62,8.48,-3.18,False
141.13,70.59,8.27,16.82,-6.21,False
60.24,11.54,5.33,15.67,-4.98,False
60.24,11.54,5.36,15.86,4.99,False
101.19,36.69,5.3,0.28,-4.89,False
95.16,32.85,5.6,0.28,-3.96,False
126.79,88.45,1.5,0.85,-4.18,False
156.48,98.85,1.5,0.29,2.7,False
114.39,67.8,8.46,0.09,-5.19,False
147.34,80.11,15.8,16.63,-10.86,False
141.13,70.59,8.27,16.82,-6.21,False
143.68,74.04,15.77,15.86,-10.88,False
155.38,89.86,17.32,16.63,-12.53,False
51.6,6.06,4.42,3.49,-2.67,False
83.94,25.47,3.23,0.1,-2.57,False
142.1,71.81,15.32,7.58,-10.91,False
85.54,27.3,3.48,0.1,-3.18,False
