total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate,label
212.07,118.09,-7.97,4.88,-8.5,False
155.86,85.4,19.38,13.45,-15.13,False
157.63,106.13,12.58,0.09,-4.15,False
139.57,69.48,13.64,15.09,-11.8,False
152.86,90.27,1.38,6.24,-3.53,False
102.9,37.81,14.25,8.69,-10.6,False
153.55,93.5,8.76,7.6,6.99,False
279.85,53.33,16.28,1.9,-11.78,False
151.09,91.78,1.39,6.34,-3.54,False
88.37,28.67,9.76,10.35,-10.6,False
150.36,124.58,6.88,4.84,-7.65,False
72.36,18.94,16.45,8.69,-13.72,False
60.46,7.81,4.32,5.97,-1.88,False
61.3,7.81,4.35,4.73,-1.93,False
160.77,109.49,13.99,16.33,-11.54,False
141.34,70.84,5.99,18.34,-3.06,False
148.07,89.88,10.32,8.85,-9.25,False
61.56,7.81,4.36,4.2,-1.95,False
142.08,71.83,8.57,19.48,-6.39,False
131.41,60.58,4.42,2.39,-5.6,False
143.02,66.52,2.21,0.09,-2.07,False
154.98,95.38,6.74,12.65,-7.84,False
150.39,85.22,9.94,2.18,-6.96,False
57.37,9.7,4.42,2.55,-2.03,False
147.15,78.44,15.79,16.63,-10.87,False
141.95,68.22,3.07,2.78,-2.74,False
160.5,108.85,14.06,15.38,-11.57,False
139.86,88.37,15.4,14.42,-12.98,False
149.72,83.92,3.56,1.87,1.48,False
54.57,7.96,6.95,4.52,-4.79,False
55.61,8.63,4.36,4.71,-1.88,False
77.74,22.14,5.27,17.38,-4.73,False
70.36,17.69,9.62,16.8,-7.9,False
154.2,93.4,9.58,8.55,-8.84,False
94.87,32.66,6.17,4.94,-4.23,False
151.64,87.69,19.41,5.98,-15.21,False
44.69,1.42,4.46,11.22,-4.45,False
137.02,65.67,15.55,12.35,-10.91,False
135.69,64.19,8.41,12.35,-7.7,False
135.69,64.19,8.41,12.35,-7.7,False
147.47,73.09,15.58,8.7,-13.06,False
59.58,11.06,4.45,0.09,-2.04,False
135.58,82.93,1.89,0.9,-4.88,False
54.9,8.14,4.48,2.75,-2.67,False
97.65,34.36,14.41,10.74,-12.25,False
136.15,64.71,15.49,11.44,-10.91,False
151.46,87.31,10.8,18.37,-9.4,False
154.85,95.61,8.56,6.94,-7.94,False
